,text,hs,translated_text
31,asi piensan putos moros mierda vienen s pais . asco https : //t.co/ky4lbnuyrm,1,So think fucking Moors shit come s country.ASCO HTTPS: //t.co/ky4lbnuyrm
32,armar complot matar presidente saben ... # sudacas..,1,Armar plot kill president know ... # sweats ..
33,"@ pepebeisbol deja dolor , maldito resentido . primera perra magayllinera siempre pendiente hace leones . madre cogio caraquista resentimiento , pajuo ?",1,"@ Pepebeisbol leaves pain, damn resentful.First Magayllinera Bitch Always Pending Does Lions.MOTHER Cogio Caraquista Resentment, Pajuo?"
34,"si ensenaron compartir , perra ! ! !",1,"If they taught sharing, bitch!!!"
35,diferencia comida mexicana comida arabe da diarrea diarrea explosiva,1,difference Mexican food Arabic food gives diarrhea explosive diarrhea
36,"romperles puta cara asco dais , mereceis peor pase babosos , machistas cerdos mierda . https : //t.co/9pxsffccpa",0,"Break fucking face asco dais, you deserve worse passes Slogos, Machistas pigs shit.https: //t.co/9pxsffccpa."
37,"zorra abuela , imbecil .",0,"Bluff grandmother, imbecil."
38,callate maldita zorra . nervioso . https : //t.co/nqclcxbttk,1,Callate damn slut.highly strung .https: //t.co/nqclcxbttk.
39,"karma existe , algun dia recibiras mereces haber sido tan hijx puta",0,"karma exists, someday you will receive deserves to have been so hijx whore"
40,"mira , puta polla ver coreanos tl solo twitter decide buena idea ensenarme putos likes gente , verdad , putos cojones ver tontos .",0,"Look, whore cock see Koreans TL Single Twitter decides a good idea to teach the fucking people, right, fucking fucks see fools."
41,puta madre finn chiellini puro loco gracias benatia mereces pinche cielo # forzajuve vamos juventus,0,mother fucking finn chiellini pure crazy thanks benatia mereces fucking sky # forzajuve let's go juventus
42,@ somosredsaime amigos saime nombre walter perez v-13.899.989 wperez001 @ gmail.com 16/03/2017 cita aun imprimen pasaporte indocumentado extranjero ayuda porfavor necesito urgente gracias . @ nestorreverol https : //t.co/yydkmq9mxs,0,@ SOMEREDSIME FRIENDS SAIME NAME WALTER PEREZ V-13.899.989 WPEREZ001 @ Gmail.com 03/16/2017 Quote still print an undocumented passport Help please I need urgent Thank you.@ Nestorreverol https: //t.co/yydkmq9mxs
43,"@ pankedios @ barbijaputa historia popular inventa pueblo . decide inventarse parte , aprovechando provocar gente . tio molesta ver poneis corregir ciertas gilipolleces mientras q luego escandaliza",0,"@ Pankedios @ Barbijaputa Popular History Invent town.He decides to invent a part, taking advantage of proving people.Unborn guy see you put correct certain gilipollections while then scandalized"
44,@ kanouted10s @ kike57108578 dice claramente novia sevillista puta mas ... evidentemente refiere sevillistas putas,1,@ kanouted10s @ kike57108578 says clearly girlfriend sevillista whore more ... obviously refers to sevillistas whores
45,"alegro paso puto negro colombiano tetela volcan , extorsionar gente pais aunque poblano alegro deberian hacer sudacas centroamericanos vienen delinquir pais ... hijos puta lacras .",1,"Alegre Step Puto Black Colombian tetela Volcano, extorting people country Although Poblano Alegro should make Central American Sudasan Country ... Children Slut Lacras."
46,@ acciomalfxy jajajajajajajajajajajajajajajajajajajajajajajajajajaja puta madre mereces usarme meme siempre,0,@ AcciomalfXy jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja slut Mother Mereces use me meme always
47,terrible tema activar arabe papichamp jaajaaja,0,Terrorpan
48,"sone q decia simon poxyran q novia re linda q enamorada juan , re puta madre si tan solo real",0,"Sone that said Simon Poxyran Q Girlfriend Re Linda Q in love Juan, re bitter mother if only real"
49,"triunfador . publicaciones redes sociales exito , vi subiste muchas fotos guitarrista guero ano , chingo encorazonas . hora celebrarlo mejor manera , comprando amazon perdido mercado libre",0,"triumphantPublications Social Networks Success, I saw you upload many photos Guitarist Guitarist Ano, Chingo Encozones.time celebrate it better, buying Amazon lost free market"
50,"mas rosas mas sonrisas . mujeres gritando zorra guarra , puede ser mas imbecil ? # 21darv https : //t.co/pdac5cpmza",1,"More roses more smiles.Women screaming slut slut, can be more imbecile?# 21darv https: //t.co/pdac5cpmza"
51,"`` musica arabe , rachid taha cancion `` '' rayah '' '' , hermosa cancion voz diga ... # mexico https : //t.co/w5ve3rqced https : //t.co/w5ve3rqced ''",0,"`` Musica Arabic, Rachid Taha Song `` '' Rayah '' '', beautiful song Voice Say ... # MEXICO HTTPS: //t.co/w5ve3rqced https: //t.co/w5ve3rqced ''"
52,"gente opina aborto jamas sido madre , pasado alguna violacion acoso ... https : //t.co/twuzlrne8m",0,"people think abortion never been a mother, past some violation harassment ... https: //t.co/twuzlrne8m"
53,ser tonto poner tuit bomba foto nino polla cara mashup baneos,0,be tuit pump pump photo
54,"provocacion , respuesta . hijos puta tiras piedras rompen vallas , lloren caguen palos",0,"Provocation, answer.Children Slut Stones Rompen Fences, Lloren Cagen Palos"
55,"@ caraotadigital tocoron perra , culpable",1,"@ Caraotadigital Tocroon Bitch, guilty"
56,"mientras , inmigrantes tipo ayudas . mas 3,5 millones espanoles viven menos 350 euros mes https : //t.co/4po0xeidkl via @ lasextatv",1,"Meanwhile, immigrants type helps.More 3.5 million Espanoles live less 350 euros https: //t.co/4po0xeidkl via @ lasextatv"
57,@ oliviagolosa @ aracojelona pues abre grande ocico perra voy meter vendre cara zorra pendeja dignidad,1,@ Olivia Golosa @ felgena as a big speech bitch
58,`` jajajajaja senora pasa . refugiados inmigrantes ilegales . si piensas tratar pobres refugiados creo deberias observar alrededor ver aqui mucha gente pobre conceden `` '' estatuto '' '' hablas https : //t.co/n7amognmnq '',1,`` Jajajajaja Senora passes.Illegal immigrant refugees.If you think about treating poor refugees I think you should see around see here a lot of poor people grant `` '' 'Statute' '' '' Speak https: //t.co/n7amognmnq ''
59,"enserio salvaron piquin ? vigna re merecia ser salvada , coreo transmitio alegria hermosa.la re puta madre",0,"Seriously Salvaron Piquin?vigna re deserved to be saved, choreo transmitio beautiful joy."
60,"embajada venezuela emiratos arabes unidos condena atentado terrorista presidente @ nicolasmaduro . mundo arabe condena vil acto pais , pueblo , daran cabida tan miserable accion @ nicmaduroguerra @ cancilleriave @ jaarreaza @ catiacandanga https : //t.co/5g6zl2bzbg",0,"Embassy Venezuela Emirates Arab United condemnation Terrorist attack President @ Nicolasmaduro.world Arab condemnation vile act country, people, will pay such miserable action @ nicmadurografra @ chancellersve @ jaaarreaz @ cathiacandanga https: //t.co/5g6zl2bzbg"
61,mmmmm mas kerias ensenar chchis pinche bieja puta ! ! ! !,1,mmmmm more kerias teach chchis pinche bieja bitch!!!!
62,negratas asquerosos pasa anda si hace blanquito femi nacis comen https : //t.co/ed280bvd9e,1,Upquerous bold passes pass away if it makes Blanquito Femi Nacis eat https: //t.co/ed280bvd9e
63,@ alvenef @ leavieilletoile callate perra,1,@ Alvenef @ LeavieilToile shut up bitch
64,injusto ... hijos puta mereciais empate xd @ cdeportivolugo,0,unfair
65,"@ muyliberal calles carcel , hacer puta vez",0,"@ VERYLIBERAL CALLS CARCEL, MAKE PONE"
66,"@ dselenaaaa callate zorra seguro 9174829283 chicos , importa amas mas seguro extranas abrazos , fin .",1,"@ Dselenaaaa callate Safe slut 9174829283 guys, it matters more safe lovers, end."
67,"puede permitir tolerar , vayan hacer salvaje punetero pais estan civilizar ! ? - @ elconfidencial : mas 20 guardias civiles heridos , cal viva , tras salto valla ceuta https : //t.co/4nmcsxkvhk",1,"It can allow to tolerate, go wild puneter country are civilized!?- @ ELCONFIDENTIAL: plus 20 civil guards injured, lime alive, after jump fence ceuta https: //t.co/4nmcsxkvhk"
68,vamos hacerlo ' ensenaron va conector medio hijo puta !,0,Let's do it 'Ensenaron VA VA Half Son Son Connector!
69,@ lopezdoriga culpa gobiernos corruptos arreglos escoria . ojala muera perra ...,1,@ Lopezdoriga blames corrupt governments scum arrangements.Hopefully he dies bitch ...
70,"@ ivanantoniocam3 @ futbolstarscf lees , hijo perra",0,"@ ivanantoniocam3 @ futbolstarscf lees, son bitch"
71,@ luiisspm @ youtube callate perra rato empedamos,1,@ Luiisspm @ YouTube shut up bitch
72,@ multimediostv cierto danna paola gata asquerosa soportable zorra celosa fan camy g defiendo olla solo chavo aun asi defiendo leeiste oistes danna paola babosa,1,@ multimediostv Danna Paola Discussian Gata Bearable Zorra Jealous Fan Camy G Defing Single Olla Chavo Even so I defend Leeiste Oistes Danna Paola Slug
73,callate maldita escoria ! acaso sabes hablas ? ! hablas baron explodo kills mejor heroe u.a destrozara jodida cara mierda ! hare arrepientas metas asquerosas idioteces orto ! https : //t.co/lxqnhmqzfd,0,Callate damn scum!Do you know you're talking about?!Speak Baron Explicit Kills Best Hero U.a Destrozara Fucked Face!I will regret disgusting goals idiot!https: //t.co/lxqnhmqfd.
74,@ martharoldos @ fevillavicencio @ cleverjimenez69 callate zorra hdp,1,@ Martharldos @ FevillaVicencio @ CleverJimenez69 Callate Zorra HDP
75,morra puso foto perfil sale bieeeeeen perra ensenando chicheee nalga ... alvvvvvvvv patas hobitt pedooooooooo,1,Morra Puso Photo Profile Sale Bieeeeeen Bitch Teaching Chicheee Nalga ... Alvvvvvvvv Patas Hobitt Pedooooooooo
76,"`` nunca reconocido `` '' derecho retorno '' '' similar colectivo refugiados mundo , hecho , ningun momento planteo -ni plantea- similar mas 800.000 judios expulsados paises arabes tras independencia israel ''",0,"`` Never recognized `` '' Right Return '' '' 'Similar Collective Refugees World, Made, No Time Speed -Ni Pose - similar plus 800,000 Jews expelled Arab countries after Independence Israel' '"
77,"persona guarra alguien mantiene correcta higiene personal , ver ensenar cuerpo ?",0,"PERSON SOMEONE HERE CREAME PERSONAL HYGIENE, SEE STANTE BODY?"
78,# ciberactivismo revolucion # derechoshumanos # tunez . # mujeres primera linea # revolucion arabe . https : //t.co/2ufl6wubd3,0,# Ciberactivism Revolution # Right Humanians # Tunisia.# Women first line # Arab revolution.https: //t.co/2ufl6wubd3.
79,ayer # tanger # morocco charlamos senora marroqui comento estan bastante hartos # inmigracion ilegal subsahariana . ocupan viviendas vacias luego acudir juzgado echar okupas,1,Yesterday # TANGER # MOROCCO CÁLLAMOS SENORA MOROQUI commented are quite fantastic # illegal sub-Saharan immigration.occupy empty housing then go judged to kick squat
80,@ arnaldootegi @ osakidetzaejgv vascos puta madre siempre . hideputa .,0,@ ArnalDOOTEGI @ OSAKIDETZAEJGV Basques whore mother always.Hideputa.
81,"@ perraysex solo ladito , cuatro , penetrarte mereces puta , perra divina , mas zorra ! despues voltearte echarte leche garganta , casi poder respirar , llores goces mientras sientes leche caliente bajando garga",1,"@ Perraysex Solo Ladito, Four, Penetrate You Mereces Slut, Divine Bitch, More Zorra!then turn to throw you milk throat, almost being able to breathe, cry you fuck while you feel hot milk going down Garga"
82,@ zurine3 llamarles intelectuales cosmetica traka . xddd ! cono panten hago cono quiero # alamierda,0,@ Zurine3 call them intellectuals cosmetic traka.XDDD!cone panthen I make cono I want # alamina
83,@ mendes98luks callate vos pedazo escoria # paraguayneedsshawn,0,@ Mendes98luks shut up you piece scum # ParaguayneEdsshawn
84,"# buenviernes # mayate si banas esperes cobrar cena , guapos apestan .",0,"# Buenviernes # Mayate if Banas wait to charge dinner, handsome stink."
85, inmigracion legal solo satisface 4 % necesidades agricultura  https : //t.co/58kborzmom,0,Legal immigration Solo satisfaction 4% Agriculture needs https: //t.co/58kborzmom
86,gusta comida arabe ? aprende hace falafel https : //t.co/ieyltd9smw # siguemeytesigo,0,Like Arabic food?Learn makes Falafel https: //t.co/ielyltd9smw # follow meytesigo
87,dices super puta diste numero chamo conocias ... callate nina rata,1,You say super whore Distant number Chamo you knew ... shut up nina rat
88,bueeeen quilombo jajaajaj . merecias zorra,1,Bueeen Quilombo Jajaajaj.Reserved slut
89,"@ iduvina zorra terrorista , imbecil ignorante sos vos .",1,"@ iduvina terrorist bitch, imbecile ignorant you are."
90,"iglesias , carmena , otero , bardem wyoming ofrecen residencias inmigrantes ceuta https : //t.co/nmgbqjdcr6",0,"Churches, Carmena, Otero, Bardem Wyoming offer immigrant residences Ceuta HTTPS: //t.co/nmgbqjdcr6"
91,@ jesussanchezji4 solo hago q ensenaron ser # puta,0,@ jesus sanchez j4 I just do that they tend to be # bitch
92,"culpa mia uuuuo , zorra novia quiere arrancar , culpa mia , uuuuo",1,"fault mia uuuuo, bitch girlfriend wants to boot, my fault, uuuuo"
93,funcionaria denuncia acoso violacion poder judicial : 'me violaron docena veces ' - # am1080 https : //t.co/5n4l5i7kzh https : //t.co/9ey5lgez1r,0,Denunciation Denunciation Violation Judiciary Violation: 'Me violated a dozen times' - # AM1080 https: //t.co/5n4l5i7kzh https: //t.co/9ey5lgez1r
94,vicepresidente diputacion alicante disculpa tras pedir  deportaciones masivas  inmigrantes https : //t.co/zphcdch5ks,0,Vice President Diputacion Alicante Sorry after ordering massive deportations HTTPS: //t.co/zphcdch5ks
95,@ twocomunica @ gar12tel @ inesarrimadas @ ciudadanoscs 'bandera espana ' escoria mereceis cosa . https : //t.co/m5stq0sj7o,0,@ TwoComunica @ Gar12tel @ Inesaromadas @ citizenscs 'espana flag' Escia deserve thing.https: //t.co/m5stq0sj7o.
96,"hoy diversitas universos diversos visita paulo konig , juez tw . preparamos # 8a agenda , invitacion panuelazo # martesverdeendiversitas @ nadhyzu @ radio_sudaca @ faustosiriczma1 @ laromib https : //t.co/y5ewllw8f1",0,"Today diverse diverse universes visit Paulo Konig, Judge TW.We prepare # 8th Agenda, Invitación Panuelázo # TuesdayVerdeendivenSitas @ Nadhyzu @ Radio_Sudaca @ faustosiriczma1 @ LAROMIB HTTPS: //t.co/Y5EWLLW8F1"
97,conscientes mal pasan perros culpa petardos polla,0,Conscious evil pass dogs blame firecrackers cock
98,@ ro_valdess puta callate quiero tener pelo naranjaaa va quedar horrible negra,0,@ ro_valdess slut shut up I want to have orange hair going to be horrible black
99,novia normal persona ponga tannnnn hija puta ? ? ? ? ? ?,0,Normal Bride Person Put Tannnnn Daughter Whore??????
100,"@ ah0gadx nerea callate puta boca , aprende jugar mas campeones chone",0,"@ Ah0gadx Nerea shut up fucking mouth, learn to play more champions chone"
101,@ ketonto jajja digas tonterias . jordi respondido puta madre .,0,@ Ketonto jajja Say nonsense.Jordi responded fucking mother.
102,"pais debe supervisar inmigrante , lamentablemente parasitos posiblemente cometieron delitos # venezuela anarquia actual complace sigan delinquiendo . https : //t.co/d3vza6pm0f",1,"Country must supervise immigrant, unfortunately Parasites might committed crimes # Venezuela Anarchia Current Please continue to delinquate.https: //t.co/d3vza6pm0f."
103,bizcocho arabe coco { azucar } https : //t.co/xsyzexpfk5,0,Biscuit Arabic Coco {sugar} https: //t.co/xsyzexpfk5
104,@ nicolasmaduro callate jeta perra ano pasas,0,@ nicolasmaduro shut up jeta bitch anus raisins
105,"@ stop2invasion nacionalidad mal otorgada comportamientos adientes voluntad integrarse etc..se puede retrotraer , asi menos happy inmigrantes queda quede sanchez",1,"@ Stop2invasion poorly granted behaviors Admirals Integrate etc. You can Retrotraer, so fewer immigrants left SANCHEZ"
106,puta ana callate zorra .,1,Puta Ana Callate Zorra.
107,@ hezmick autentico # cateto hables puta idea # payaso https : //t.co/0lqvdlr8ei,0,@ Hezmick authentic # cateton speak fucking idea # clown https: //t.co-0lqvdlr8ei
108,queda arabe ecko .,0,Araba Ecko is left.
109,@ fabsopee perra pega cuernos grupo @ jeonyumii callada peligrosa @ nakamotonanii vale verga rompe corazones https : //t.co/kcnu6wpovu,1,@ FabSopee Bitch Paste Horns Group @ Jeonyumi Callado dangerous @ Nakamotonanii Vale Verga breaks HTTPS hearts: //t.co/kcnu6wpovu
110,"@ davidav92 callate zorra , mb , deja mios",1,"@ Davidav92 Callate Zorra, MB, leave me"
111,rt asi vuelvo calafate jajajajjsjajs https : //t.co/r3x46ostfj,0,RT so I come back Calafate jajajajjsjajs https: //t.co/r3x46ostfj
112,@ gvymc @ wismichu callate puta rata llorando ? ?,0,@ GVYMC @ WISMICHU CALLATE RATA RATA CRYING??
113,mira callate puta https : //t.co/ad88mh1adr,1,look shut up https slut: //t.co/ad88mh1adr
114,"voy andando calle dicho cosas arabe acosando dime espanol entienda , asique entiendo cagado puta madre arabe si .",1,"I'm walking Street said Arabic things harassing tell me Espanol Understand, so I understand shit whore mother Arabic if."
115,"@ jsplassme callate perra , hija perra , sos perra",1,"@ jsplassme shut up bitch, daughter bitch, sos bitch"
116,"pones maduro l frontera ? q sepa indocumentado pdn legitima . l q mostro tibitrampa fraude q mama dicese venezolana , nunca nacionalizo . cumples encargo maleante ? https : //t.co/xibew53u7l",0,"Do you have a ripe border?q Know Indocumented PDN Legitima.L Q showed Tibitrampa fraud q Mama says Venezuelan, never nationalized.Do you comply with a maleante?https: //t.co/xibew53U7L."
117,", cide hamete benengeli , escribi historia caballero moro , enamoradizo aventurero ; mas algun mal cristiano dio imprenta madrid traduccion infiel ver tradicion noches arabes . https : //t.co/mqhsj9arxc",0,", CIDE Hamete Benengeli, I wrote History Knight Moro, adventurous enraso;But some evil Christian gave the Madrid Printing translation unfaithful to see tradition Arab nights.https: //t.co/mqhsj9arxc."
118,@ albert_rivera @ pablocasado_ parece postureo ceuta parece colado https : //t.co/2hkw22txnd,0,@ Albert_Rivera @ pablocasado_ seems Posture Ceuta seems cast https: //t.co/2hkw22txnd
119,espanoles deberian avivarse vender subsaharianos arabia saudita ...,1,Spanish should be revived to sell sub-Sauda Saudi Arabia ...
120,"@ oliver_youtube oliverga mierdanez , retrazado mental , escoria , & idolos estan llevando masas ignorancia ! terramierdistas m*erda universo ! retrasados mentales ! ! gente entendimiento ! mueranse terrami",0,"@ oliver_youtube oliverga shitz, mentally retracted, scum, & idols are wearing masses ignorance!Terramierristas M * Erda Universe!mentally retarded !!People understanding!Die Terrami."
121,mujer buscala delgada limpia gorda guarra volvera .,1,Woman seek it thin Clean fat Gorde Volvera.
122,@ yan_lazarte jiditi pir vinir ... callate puta d mierda,1,@ Yan_Lake Jiditi PIR Vinir ... shut up fucking fuck
123,@ blueeveins calles puta boca hombre ( hecho teclado va voz sabes llama ),0,@ Blue Veins streets whore mouth man (made keyboard vos you know call)
124,@ natyburgos15 @ horaciogenta @ paolapa05 callate vos black and bitch puta falsa abogada . espero pudra carcel devuelva . dedicate estudiar serio . droga mala . cristina puta,1,@ Natyburgs15 @ HorioGenta @ Paolapa05 CALLATE VOS BLACK AND BITCH FALSE BUTTON Lawyer.I hope Pudre Carcel returns.Dedicate study seriously.Bad drug.Cristina Sluta.
125,"@ diegocruzva @ lila_tresmil @ relatofeminista cono va resistir pobre chica 3 tios violabdola desgracido ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! mejor , verguenza deberia dar ! verguenza ! ! ! ! ! ! !  ! ! ! ! ! ! ! !",0,"@ diegocruzva @ lila_tresmil @ relatofeminist cone will resist poor girl 3 guys violably miserable!!!!!!!!!!!!!!!!!!!!!!!!!!Better, embarrassment should give!shame !!!!!!!!!!!!!!!"
126,pues remake alf parece estan preparando tendria si familia hispana papeles .,0,Well Remake Alf seems to be preparing I would have a Hispanic papers family.
127,"@ janaberis1 @ edubronstein @ isaac_555 emocionado puede haber tanta hermandad arabes judios ... parte barbarie , solo odio puede unirles ... https : //t.co/21n1d8femp",0,"@ janaberis1 @ edubronstein @ Isaac_555 Excited There may be so much brotherhood Jewish Arabs ... Part Barbarie, I only hate you can join ... https: //t.co/21n1d8femp"
128,@ ricardoalemanmx @ dparamooficial si claro ... mentiras dejado pobreza pueblo mexicano . callate zorra priista,1,@ Ricardoalemanmx @ Dparamofficial Si clear ... Lies left Poverty Mexican people.Callate Zorra Priista.
129,"tal aporte anonimo puta esposa , asi dejo navidad ensenando calzones vecino rt siguenos @ tangasucia @ tangasrobadas https : //t.co/70ioujveqy",1,"such a contribution anonymous fucking wife, so I leave Christmas teaching pockets Neighbor RT Follow us @ Tangasucia @ tangasrobadores https: //t.co/70ioujveqy"
130,guero nalgas prietas # bryanmouquetrendy # cd9 # coders # kcamexico,0,Guero Nalgas Prietas # Bryanmouquerendy # CD9 # Coders # KCamexico
131,: cerebro callate puta vez star wars cerebro : (    ) cerebro : das cuenta ... : mira ocurra cerebro : ... si darth vader reventado alderaan kylo seria principe disney,0,: Brain Shutter Shore Star Wars Brain: () Brain: Das Account ...: Look Over Brain: ... if Darth Vader bundled Alderaan Kylo would be Principe Disney
132,mirar n buen trasero buen escote acoso ? ?,0,look at a good back good neckline harassment??
133,# porsiempre corazon @ violeta_rumbo baja cielo abrazarme guera dep https : //t.co/nigmtpexpy,0,# PORSIEVER HEART @ Violeta_Lumbo Low Sky hugging me Guera SP https: //t.co/nigmtpexpy
134,"puta idea . dices cierto . solo podran ser repatriados paises espana convenio . subsaharianos reaptria . marroquies , si https : //t.co/cwjtpsbn2r",0,"Whore idea.You say true.Only you can be repatriated SPANA COUNTRIES CONVENTION.Subsaharian reapters.Morocies, if https: //t.co/cwjtpsbn2r"
135,maldita escoria repugnante inclinacion hombres.. seres producen nauseas ! https : //t.co/tahdcpzdnm,0,damn disgusting slag Incline men .. beings produce nausea!https: //t.co/tahdcpzdnm
136,"si suerte abandona ves triste , zorra buitre come alpiste .",1,"If luck leaves you, you see sad, Zorra Vultre eats Alpiste."
137,"bbc news mundo - shams rad , unica estacion radio gay mundo arabe https : //t.co/hrgye0muwn",0,"BBC News World - Shams Rad, Unica Station Radio Gay World Arab Https: //t.co/hrgye0muwn"
138,ahhh.siiii ... idiota . paso fotos noche . hijo puta especial . pra si ... .,0,ahhh.siiii ... idiot.Step Photos Night.Son special son.pra if ...
139,"`` satira ... cera ser realidad . cuidado islamitas , van conquistar `` '' pacificamente '' '' , reaccionen va ser demasiado tarde . solucion : sacar refugiados espana europa , enviarlos arabia . https : //t.co/l49wetah2y ''",1,"`` Satira ... wax be reality.Care islamums, they will conquer `` '' pacificiously '' '', reacting will be too late.Solution: Remove refugees Espana Europe, send them Arabia.https: //t.co/l49wetah2y ''"
140,@ suarezfeelings callate perra arrepentida,1,@ SuareZfeelings shut up bitch repentant
141,sabes mujeres enterralas atauld triangular ? tapas luz abren piernas .,1,Do you know Women Born Triangular Atauld?Light tapas open legs.
142,@ valevitarb perra mayor,1,@ va valevitarb big bitch
143,`` explicas patriarcado `` '' simios negratas '' '' vengas exigir explicaciones explicado hace anos https : //t.co/7vzzrnjnu1 '',1,`` You explain patriarchy` `'' bold apes '' '' come demand explanations explained ago HTTPS years ago: //t.co/7vzzrnjnu1 ''
