,text,hs,translated_text
35,swf tbqy swryh wfyp wmntsrh rgm kl alawjae wtbqy samdh fy wjh alaeda ' swrya alty harbt kl aldwl alerb...,0,"Surih, Father, will keep and exaggerated despite all the noages and keeps its heavily in the face of Syria, which fled all Arab countries ..."
36,ely alrhb ya jmaep alsds,0,"To welcome, Jumwa the sixth"
37,mhma tst > jr > $ xas wmlahm wlhmh fasdh la $ reyh lha wla wjwd wla aetbar rsmy alf thyh l $ yx aleql llta } fh...,0,"However Test> Drag> $ KSAS, Slake and his mentality is not $ wind and there is no formal a formal."
38,kl alajlal walahtram al > wfya ' byt*krw krm ahl dm $ q dm $ q ahtdnt allbnanyyn fy mhnthm waleraqyyn walflstynyy...,0,All of the glue and respect and in a house * Kros Karam blood blood $ S $ S homepage!
39,> *a jbran basyl yqwdkm waljahl $ yx aljahlyp ysfq llqrd akyd bykwn y...,1,> * A JBRAN BASYL YQWDKM WALJAHL $ YX ALJAHLYP YSFQ LLQRD AKYD BYKWN AND ...
40,lma telq kl ywm bejqat syr xanqp lazm tfrh wtt*kr < nk eay $ bbld mntj wqwy aqtsadyaf wmalyaf wqwy ajtmaeyaf wmey $ yaf wkl $ y fyh qwy > jl~k,0,"Why do not you divert every day in the ranks of Sir as Sir Askid, you need to rejoice and * Kr."
41,ma tfdlt bh ya > xy hw mnt $ r mn* eqwd wmn* qrrna klbnanyyn > n...,0,What do you prefer?
42,wallh lw fy dwlh ma trktk ant wr } ysk,0,"And God if in his country, what you leave you"
43,yjb mharbp alfsad,0,Corruption must be cheerful
44,mtl nbyh bry,0,mtl nbyh bother
45,anna mwhdwn twhydyyn < ly ywm aldyn,0,I am unified to unite <me day of religion
46,yrhmha wysbr ahlha,0,They have mercy on her and patience
47,ya mhla e*ab algrb mn e*ab ayran wma tfelh mn e*ab wtnkyl wtjwye wanhtat axlaqy lahl aleraq alaby,0,"O deadline * The father of the West is from the father of Iran and what is a child from * father, abandonment, conjunction and degradation of oaks to resolve Iraq Albi"
48,wtn alteay $ w alhryp  wtn alsdq w almhbp h*a kl ma nhn bhajp < lyh lnhsl ely h*a alwtn elyna an ned $ eb waey...,0,wtn alteay $ w alhryp  wtn alsdq w almhbp h*a kl ma nhn bhajp < lyh lnhsl ely h*a alwtn elyna an ned $ eb waey...
49,tyb xlyna balns ayran kamyrwn,0,Ok Kasseena with the text of Iran Cameron
50,byky > ndrswn ts > l jbran basyl almezm fy elm alaqtsad hwl m $ akl lbnan whw yjybha brdyp zjl en al $ eb allbnany alezym...,0,Becky> Nerson Ts> for Jepran Basil Al Mamim in the economy about M $ less Lebanon and is answered by Brandez Zigl NL $ ...
51,myn jab syrp eqdp > glbyp al $ eb allbnany jbran basyl,0,My Jab Syrp EQDP> Glbyp al $ eb allbnany jbran Basyl
52,nsrallh klam wzyr alxarjyp jbran basyl en drwrp hl ms > lp axfa ' al < mam alsdr kan mhmaf,0,"Nasrallah, the words of the Minister of Cereals, Jabran Basil, if necessary"
53,klmp jbran basyl > xjlth w > xjlt kl al > mp alerbyp,0,CMB
54,fela zmn alrwybdp wmnasb jda,0,It is no time rocking and very suitable
55,sbah jmyl kjmal qlwbkm,0,A beautiful morning like your hearts
56,dby rzqha allh b mhmd bn ra $ d eml ely tnmytha w < dartha k > hsn ma tkwn altnmyp wal < darp zrtha qbl s...,0,Dubai has a livelihood by Muhammad ibn Ra.
57,h*h emamat swda ' tlbt balabyd,0,H * H EMAMA SWDA 'TLBT LABYD
58,shafp > rdwgan bl $ t txw~f > wrwba mn mwjp laj } yn jdydp $ klh alhdwd altrkyp rh ttskr bw $ yly bdh yhawl ytle mn < dlb,0,SHAFP> RDWGAN BL $ T TXW ~ F> WRWBA MN MWJP LAJ} In JDydp $ KLH ALHDWD ALTRKYP RH TTSKR BW $ YLY BDH YLY YHTLE YTLE MN <DLB
59,mrhba ya rjal qlep almmanep byslm elykn abn ramy mxlwf mn dby wbyqlkn asmdw wmwtw kman $ wy jay alsyfyp wsfrt alkwt dazwr mkl...,0,"Hello, Heart of the heart of the son of the son of the son of Rami Screwed from Dubai and Bikken Asmado and Motto violin $ Wii JG Summer and the brazen ..."
60,fhmtwa ya hqwdyn ya jmaep alhrkp,1,"They understood, O Kajoud, Jamb"
61,al f mbl $ yn mn allylp balhmlp e jbran basyl b mna wjr,0,The mable of $ 1 of the night of the Prophet
62,rbma ykwn emad evman bmvabp sndwq aswd llm $ nwq,0,RBMA KWN EMAD EVANM BMVABP Sendwq Aswd llm $ b
63,slym ewn la ysttyewn altswyb ely alr } ys my $ al ewn fyswbwn ely r } ys altyar  jbran basyl aw elyna lsna mksr esa l > h...,0,La Ely Ely Alty r} Ely r} E Elanna Lsna Mkyar Eza L> H ...
64,da } ma ant ely hq,0,This is what you are right
65,xlyk by aljahlyh lanw ma alk aly aljhl tbek qtr am alerb wam lbnan wstbqy qtr walxlyj asyadk ya far mn aledalh,1,Kaslik Bi Al Jahela Lano is not the ignorance of the diameter of Qatar or the mother of the Arabs and Lebanon will keep Qatar and your masters
66,yaryt $ ebk bysme wa*a sme ywqf wa*a wqf yhdv alfrq $ eb lbnan tebanp,0,And ryt $ BK BYS Mt. AWQF わ * WQF YHDV A LFRQ $ B LB What is
67,maendna barat llasf albarat bbldk wynzmha anty wamk wbnat bldk,1,"Maandna Bart unfortunately Albert your country and regulates it, and you and your daughters"
68,alwzyr jbran basyl kan awl mn trh mwdwe ewdthm aly bldhm lys antlaqaf mn mwqf ensry metbra an aljmye lahqaf altqwa ely a...,0,Minister Jubran Basil was the first to put forward their return on their country is not scrutiny from the stance of racism.
69,kl almyly $ yat tktlt ttwajh jbran basyl m $ gryb ma hda qdr ylaqy dlyl yharb jbran fyh myawmw al < elam,0,All Milli $ Yat Qiller Facing Jabran Basil M $ A strange What is the amount of guide fighting Jibran in which Momo is <mother
70,ahyyyyy ya qda ',0,or icy ya Qada '
71,hl ant syasy balbld aw l > ,0,Are you a politician or for?
72,wtnna yhtaj aly tbqp hakmp gyr fasdp,0,Our homeland needs a robbery
73,ahdr ly tsryh wahd tqwl fyh asra } yl s > hrq ayran w alayranyyn w lbnan w allbnanyyn aw swrya w alswryyn ...,0,"I brought me a single permit, where she says}}: Burning Iran, Iranians, Lebanon, Lebanese, Syria and Syrians ..."
74,alxwl jbran basyl rwh tle hzb allat walmly $ yat al $ yeyp mn bldna lyrjewa alnazhyn yly ahtlytwa > radyhm whjrtwn ya mjrmyn,1,Zombie Jubran Basil The Spirit of the Hill Party of Matte and Matte
75,lw smht wahd salwnh lhm wey $ $ lany wwahd sf ab,0,If one allowed his salon for them $ $ for me and one
76,w hw b*ath yly eml ftnp balbld w hw kman yly bystxdmwa nzam al > sd mvl aldwmynw w hw k...,0,It is b * Following the work of the country and is a violin as follows the system of the Domino and its ...
77,alrjl ma qal amn asra } yl hq  nsyhty llwzyr jbran basyl yhky allgp alerbyp b > yp mq...,0,The man is what the security of family said.
78,eay $ yn ely a $ hath h*a tbe a $ yeh ye $ wn mrtzqh,1,ey $ yn ely a $ hathe h * a tbe a $ YHH YUE $ WN Mrtzqh
79,ya yasyn alzlmh ma endwh sywlh ax*t mnwh bdwh hda yskt tmh b $ wyp msar...,0,Yasyn Alzlh MAndwh Sywh Sywlh Ax * T Mnwh Bdwh HDA HDA YSRY ...
80,jbran eflq hb $ alx ely altryq,0,jbran eflq hb $ alx ely altryq
81,jbran basyl jme yly ma bynjmewa,0,Jubran Basil Jumat follows
82,nta } j ktab aledl tjrbp ra } dp lm t > x* > y hsab ta } fy > w m*hby why tjrbp yjb > n temm mbrwk lwzyr aledl wlljnp alqdap h*a al < njaz,0,Password FAQ Members List Calendar Mark Forums Read Thread Tools Posting Rules You may not post new threads You may not post replies You may not post attachments You may not edit your posts On Smilies are On [IMG]
83,felaf la ynasb ala zmanna fy zman ely fyh swt alrwybdp lkn endma thyn alsaep syewd kl aly hjmh wlw ka...,0,"Fv does not fit on our time in time to in which the voice of Ruwaibbah is but when the soul is all on his size, even ..."
84,fhman xdmh alnas glt,0,They were ashamed
85,$ w bdk mn ela ' alxwjp ma tebt want tsrx elyh ansy almwdwe ma rh yetyk msary,0,$ And you are from to ALEXEM and you will decline
86,swf ythasbw jmyealan alhq sltan,0,It will prosecute a nice to Sultan
87,sbhan allh tqwly hqyqp,0,Glory be to God
88,jbran basyl ll rbma elyna > n nelm wa $ ntn wlndn kyf ydyrwn bldaf mn dwn myzanyp,0,Jbran Basil for Mayo> N know and $ stink and London how they run a mass from Don Mezanib
89,ly $ ma qahrkn ala alwzyr jbran basyl lw btfkwa $ wy en smah mna wjr,0,I have $
90,$ w ray alemad ewn btelyqk,0,And Ray General Aoun
91,lk kant sfr sfr rht talet alklab y $ xwa km dqyqp rjet,0,LK Kant SFR SFR RHT Talet Alklab Y $ XWA KM DQYQP RJET
92,km shrna mn lyal llsbah la nnm,0,How much is the night of the night?
93,lw btxff bs knt awl almejbyn bqtr bs demt ljnwb wemrtw bed hrb tmwz > w axdt mn lgnymh ws...,0,"If you are the first fan of Qatar, but you have been for southern and martyrs, the War of July and ..."
94,klmp jbran basyl fy alqmp alaqtsadyp thtaj aly sdadat a*n,0,Clamp Jubran Basil in the queens you need to plug a * n
95,ana atmny slyman frnjyp lkn $ ewry ban jbran basyl sykwn alr } ys alqadm,0,"I wish Solomon Franjib, but $ Uri Ben Jbran Basil will be the right"
96,fy mwaqf wzyr xarjyp lbnan jbran basyl alm & ydp lb $ ar al > sd ma hw > bed mn alsyasp altfsyr fy alta } fyp alfaqep alty ysdr e...,0,In the positions of the Minister of Sufirjib Lebanon Jabran Basil Pain & Demonstrate $ RA
97,xlyk mxb > b aljahlyp,0,xlyk mxb > b aljahlyp
98,en > y dwlp em thky en ehd altbeyp walf $ l waljra } m walfsad walsfqat ylly ehsab kl almwatnyn  alehd yl...,0,EN> Y DWLP EM THKY EN EHD AltBEYP WALF $ L WALJRA} M WalfSAD WALSFQAT YLLY EHSAB KL ALMWATNYN ALEHD YL ...
99,antw ya jmaep awskar ma xskm belaqp jbran basyl fyna,0,ANTW YA JMAEP AWSAR MA XSKM BELAQP JBRAN BASYL FYNA
100,jbran basyl y & kd jr > th mrp axry bhdyvh fy alm & tmr alshfy me abw algyt en t > vyr aldwl algrbyp ely qrar alqump alsabqp b...,0,Jubran Basil Y & You Dr ...
101,sbah alanwar ana bs e~m hawl afhm,0,Morning Lights I but I ~ m about understanding
102,albywt alhmra bl almrjp  waljame a $ rf w > thr mnk,0,"Houses, but the house and collect a $ shelves"
103,hyda alshyh slmt ydaky,0,Hyda Alshyh Slmt YDaky
104,ana bqwl alhq ely jbran basyl,0,I say to Jubran Basil
105,tlat r & sa mtqasmyn alslahy~at > kbrhm sn~a my $ al ewn ma bytdx~l b $ y bs b*at alwqt twqyew > sasy lnfa...,0,tlat r & sa mtqasmyn alslahy~at > kbrhm sn~a my $ al ewn ma bytdx~l b $ y bs b*at alwqt twqyew > sasy lnfa...
106,anw b $ rfk alkamyrat ma kanw $ galyn,0,Anw B $ RFK alkamyrat Ma Kanw $ GALYN
107,lma tql~k > wlaf m $ tayqtk $ w < lw lzwm tanyaf,0,Why do you say ~ K> Wolver M $
108,$ y ' xtyr h*h almqalp al > wly,0,I am a fabric
109,yhtaj $ eb jdyd aly vwar,0,yhtaj $ eb jdyd aly
110,axrs ya > yha alnjs alxnzyr aldywv ant wb $ ar alkymawy whzb al $ ytan walmjws < ly mzblp altaryx,1,O Ya> Yahya Najas Alksan Guest You and $ R $ The Chemical and a $ 1 Party
111,ana wem bhdr el alywm axtsasyp tg*yp lahzt $ glp lyh kl axtsasyat altg*yp byhkwa bnfs altryqp,0,Per VHMI EL FILESM ASATSAYP TRA * LAHZT $ GLF KALL Ahsssiat Alkg * Nekaa Vnves Alps
112,$ w qstk ant wallwa ' evman  lhaldrjp qahrk ma fy tgrydat ala enh wen al $ yx ,0,"$ And your story, you even if you have a guardian, what is in a tweet"
113,lw fy dwlp mhtrmp wahd mtlk atlq alnar ely qwy al > mn kan mkank balsjn > ql $ y,0,"If in a single dollar, one absolutely shot to me"
114,whab ythd~v en anjaz ysj~l llr } ys ewn,0,Whab Ythd ~ V Enjaz YSJ ~ l llr} ys ewn
115,ya jmaeh ally bdw ydey aw ykbr aw ysly aw yxtm alqr|n b < mkanw yeml kl halhky beyd en twytr bnwbkwn vwab aktr l > nw alrya ' ba...,0,"Hey, you have a hands on my hands or grow up, or pray, or do not see the village."
116,llasf ya ezyzy nzar zka laymlk almal w < la kan thrk jbran basyl kma fel bxsws karlws gsn,0,"Unfortunately, my dear Nizar Zaki has no money and <Do not move Jabran Basil as Phil Pixus Carlos Ghosn"
117,> wl $ kr kan llwzyr jbran basyl $ w r > y al $ bab  btwqyt nsrallh,0,> The $$ was for the Minister Jubran Basil $ and:
118,sbah alksmk ya mywnx ya mdynp xry bnt wsxp,1,The morning of your part
119,lbnan el~m alealm al > bjdyp wkyf bym $ y albld bla dwlp,0,LBNAN EL ~ M ALEALM AL> BJDYP WKYF Bym $ Y Albld Bla DWLP
120,ma etywk $ y grfp fyh bla $,0,MA Ethywk $ y group GYH Bla $ y
121,ly $ mnnfhm anw nhna haqdyn ealealm l > ya jmaep alqsp wma fya m > lhyn jbran basyl w $ ayfyn halna fyh wbftkr bhqlna laqwa a*ky...,0,I have an exile.
122,ya asta* wdye antm jmaep mvqfyn mehm la ynfe ay $ y ' hram an ykwn lh*a albld r } ys mvl alemad ewn wmvl jbr...,0,"O Isti * and you are friendly, you are an important joints who do not deny any $ a haram to have a * country."
123,hmak allh,0,God bless you
124,ay yeny $ w bdy qlk elmhn t yey $ wa balbhbwhp zy...,0,Which means $ and I want to worry about the $ 1 and with the ...
125,jbran basyl km jmyln mvlaf an nxrja ely $ ewbna bsk~p hdyd trbt bldanna bxt gazk y > x* gaz lbnan aly aleraq wnft aleraq aly l...,0,Jubran Basil how beautiful it is enveloped to be brought to $ and built in your bass
126,al < rhab alsewdy < ly mzabl altaryx wkl myn b $ d ely m $ dha als & al lma*a h*a al < sthtar wyjb ely swrya...,1,All times are GMT +3. The time now is.
127,yeny lw alst dyma ktbtaet*r en alxt > kant wfrt ely ma la yql en mygabayt mn ejqp altaymlayn alnajmp en ahsa } yatha alxzeblyp,0,"I mean, if you are writing."
128,alaswd llhrymatalfw $ y ylyq by,0,Llwrymatalfw Alaswd $ YLYQ by
129,lw fy dwly ma kan bedw emad evman xarj alsjn,0,LW My DWLY MA KAN BEDW EMAD EVMAN XARJ ALSJN
130,anh ant bthky lthkymyn jab syrp alhbhkl al $ eb allbnany alwaey walmvff ewfan anh wadyeh bs ant $ ...,0,UK ANT BTHKY LTHKYMYN JAB SYRP ALHBHKL AL $ EB Allbnany Alwaey Walmvff Ewfan British Wadyeh BS Ant $ ...
131,m $ $ glty hbyby fadh halw bla jmyltna bs ejbny tfkyrk,0,M $
132,wtn alteay $ w alhryp  wtn alsdq w almhbp h*a kl ma nhn bhajp < lyh lnhsl ely h*a alwtn elyna an ned...,0,wtn alteay $ w alhryp  wtn alsdq w almhbp h*a kl ma nhn bhajp < lyh lnhsl ely h*a alwtn elyna an ned...
133,whab me alhkwmp aljdydp yjb > n ykwn mlf < qalp allwa ' evman ely altawlp lbnan,0,The new Government must have a file
134,ayyyh hyk hlm jbran basyl bdw yeml hyk,0,Ayyeh Hlm jbran Bdw yeml sythem
135,hw fqt qal alhqyqp ma qdmt qtr llbnan lys mnhp a dem aw hdyp h qrd bnsbp,0,He just said the reality of Qatar Lebanon was not a blood or hospitality of his monkey
136,jbran basyl lm yqdm hw y > x* fqt btht nfsk bmwaqf bayxp,0,Jubran Basil did not offer James X * Only broadcast yourself with picpages
137,qbl ma ttrhm wsam alhsn kan m $ ark bqtl alhryry walhryry kan earf wmn agtalh llhsn hty y > x* v } arh lwaldh...,0,qbl ma ttrhm wsam alhsn kan m $ ark bqtl alhryry walhryry kan earf wmn agtalh llhsn hty y > x* v } arh lwaldh...
138,ma b > vr nkwn xwaryf afdl ma nkwn xnazyr mnbzq balbyr ly $ rbna mnw mtl melmk ly akl lkb...,1,"What's your name is, we will be the best of what we are as a man who is merciful to me?"
139,ql klmtk wasmd whab ma byhab,0,ql klmtk wasmd whab ma byhab
140,la tfrd wla < lga ' nem lthryr alta } fp mn bravm alastbdad,0,No Language Language for Editing
141,w > kbr dlyl lly bsdqk ya abn $ eban,0,"And> The greatest guide to me honestly, son of $ son"
142,mafy gyr jbran basyl aly em yleb b alnar tht mr > y w msme r } ys alhkwmp,0,Mafi is not Jabran Basil Ali im playing with the fire under the ...
143,rwh ea dm $ q yaman $ w bedk natr hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,swhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
144,qwyyp,0,qwyyps
145,lw ma fy slah hzb allh kn~a $ fnak balsjn kn~a $ fnak em tthakm lank qtlt mhmd bw dyab kna $ fnak mtl...,0,"If you are in Salah Hezbollah, be ~ A $ فنك بسنك كن ~ A $ فنكم User Name Remember Me?"
146,> m~a elaqtna me jbran basyl fhnak sdaqp bynna w < ...,0,> m~a elaqtna me jbran basyl fhnak sdaqp bynna w < ...
147,synhar akvr w > kvr ltalma nmw*j w } am wham mwjwd fy mjtmena,1,synhar akvr w > kvr ltalma nmw*j w } am wham mwjwd fy mjtmena
148,adf aly *alk anh daem layran whzb allat,1,Add علي * الك هنا دام لاندر
149,lyk ya w } am whab smae $ w bdy qlk kl ywm em thky ely dwlp lkant llgrb > w ll $ rq whny me bedhwn b > lf xyr b...,0,Lake Ya and} mother and love Sama $ and I want to worry every day M intelligent to Dolp to be the West> and for $ 1 m ...
150,jbran basyl rjl enyd ytalb b < strdad hqwq almsyhyyn alty > x*t mnhm fy alta } f lh*a hw mkrwh mn trwyka alta } f walfsad,0,"Jubran Basil is a stubborn man calling for <Christian rights that> X * i are in which he is in which he * A * A is hated from Troika which ""and corruption"
151,jnshm jbran basyl wqbs ally fyh alnsyb lk ylen hyk syasyyn watyyn,1,JNSHM JBran Basyl WQBS ALLY SHYH ALNSYB LK YLEEN HYK SYSTALLY
152,jbran basyl mn hq asra } yl an tey $ bslam byn jyranha wbalams mn hq asra } yl an tdmn amnha,0,Jubran Basil of the right family} NT $ safely between its neighbors and yesterday the right of a family} to ensure its security
153,lk ya rafep menwyaty anty,0,"You, O Lord,"
154,qdy $ srt katb smet $ y mrp albyk ttle elyk aw rd ya mftn altayfp ya abn $ eban allh la ywfqk kma qalwa...,1,قدية شرت مطلوم صمت $ صمت $ بيك Thread Tools Posting Rules You may not post new threads You may not post replies You may not post attachments You may not edit your posts On Smilies are On [IMG]
155,mhma t|mr almfsdyn wtajrw b > sm syerf alealm b > nhm emla ' mtshynyn,1,No matter I passed the spoilers and Trado b> and then Surf the world B> Mashhini work
156,walnem mn trbytk,0,Wald Mn TrbyTK
157,yl~y bd~w yjyb syrp alwzyr jbran basyl baleatl bd~w ysme klam > wsx mn > emal hrkp > ml,1,YL ~ Y BD ~ In YJYB Syrp Alwzyr JBRan Bassyl BaleatL BD ~ in YSME Clamp> WSX MN> EMAL HRKP> ML
158,kl klab al sewd mkanhm qfs alqrwd,1,KL KLAB AL SEWD MKANHM QFS ALQRWD
159,xswsa an sy an an trdt,0,xsssa an sy an ana test
160,layam jayp raskn blard rah ykwn ya emla ' < yran,1,The days of Jaib
161,jbran basyl bthbw aw btkrhw ma fyk tnkr anw qbday wbbyd alwj kwzyr xarjyp syady wtny lkn tbqy m $ klty meh an hzbh y & b...,0,"Jubran Basil with a blow or think of what you deny Ano Chees and the eggs of the jam as the minister of Sirjib Sir national, but keep M $ I told me that his party and ..."
162,hhhhhhhhhhh ya hbylp myn jab syrp tmym wqtr gyrkant btqwl < nw > myr al < rhab tmym,1,HHhhhhhhhhhhhhhhhhhhhhhhhhhhhhh y ya hbylp myn tmym wqtr gyrkant btqwl <NW> Myre Tmym
163,wma tnsy anw al $ yx neym hsn hw al $ yx aleql almetrf bh mn aldwlp wmn alhkwmp wmn alzeym wlyd byk jnblat,0,And what to forget Ano $ 1x Neem Hassan Hu is the $ 6666. Who is the only reason
164,mealy lbnany wtny m $ sewdy lysafr,0,mealy lbnany wtny m $ sewdy lysafr
165,falr } ys alswry yvmn wyqdr mwaqf fxamth wwzyr alxarjyp jbran basyl alty tnbe mn r & ythma alastratyjyp llsrae fy al $ rq alaw...,0,"Villar} Yasses Syria and appreciates the positions of Fixmath and the Minister of Alexarjib Jabran Basil, which is tunated from R & accuses the strategy for the secret in the $ ..."
166,bdk teml brnamj ynjh hky en jbran basyl myawmw al < elam,0,BDK TEML BRNAMJ INJHS HKY EN JBran Basyl MyaWMW Al <Elam
167,kyf byqdr halhkm yelk wyswfr,0,How much is your right
168,albld em ynhar bwjwd alehd alqwy wlykw ealhbylp alewny wyn raswa,1,Albld Em inhar BWJWD Alehd Alqwy Wklyw EalhBylp Aldewny Syn Raswa
169,mn* alvamnp sbahaf w > na > tabe xbraf en ttwrat qdyp xa $ qjy ely qnap aljzyrpw lsp alxbr ma xls hty hazhy allhzp,0,From * Fannaps
170,wadh an alsyd nsrallh allylp bklamh yrmm alelaqp me altyar alwtny alhr,0,Larse Alseid Nasrallah
171,w } am whab alta } fy sbq wwsf almr > p alsewdyp b $ wal alfhm ll > sf al < marat lm ned...,1,And} mother and love that} in the previously and described the bitter in the Saudis with $ and understanding for the <.
172,qal tealymn eml salhaf flnfsh wman > sa ' felyhawlatstwy alhsnp walsy } p adfe balty hy > hsn wql syrwa...,0,He said:
