,text,hs,translated_text
20,"@ homemdeverdade pega forte cintura femea , coisa delicadeza nessas horas desses jonnys manes citricos bunda mole !",1,"@ Manadeventade takes strong waist female, gently in these hours of these Jonnys Citrus Mans Mole!"
21,"@ homemdeverdade nao pode ser vegetariano , gente sempre topo cadeia alimentar !",1,"@ Manadeverence can not be a vegetarian, people always top food chain!"
22,"fato : plena extincao , mundo sendo dominado bibasexuais , creminhosexuais , saladinhasexuais , metrosexufrangas !",1,"Fact: full extinct, world being dominated bibasexuals, creminhosexuals, saladinhasexuals, metrosexufranges!"
23,foco resistencia antifrangas modernas culhoes !,0,Focus Modern Antifrante Resistance Culhoes!
24,"confissoes @ homemdeverdade : hora banho , toma pressa , curte agua , nao limpa umbigo soca bronha ( melhor parte ) !",1,"Confissions @ Manadeverence: Hour bath, take a hurry, enjoy water, not clean navel Soca Bronha (Best Part)!"
25,vc namorado diz nao olha gostosas nao bate umazinha nunca ! fuja : franguinha carater ! ! !,1,"You're a boyfriend, you do not look hot.Flee: Chicken CARATOR!!!"
26,"rt @ heto : cientificamente comprovado . nao curte pornozinho , nao @ homemdeverdade",1,"RT @ HETHER: scientifically proven.Do not like pornzinho, do not @ man"
27,"rt @ gmarangoni terry richardson , fotografo calendario pirelli 2010 , profissao : @ homemdeverdade - http : //tinyurl.com/yghn7oa",0,"RT @ gmarangoni Terry Richardson, Calendar photographer Pirelli 2010, Professao: @ Manadeverence - http: //tinyurl.com/yghn7oa"
28,@ homemdeverdade gosta @ averdadeeh rodeios ... .,0,@ Manadevety like @ AverdadeEh Rodeios ....
29,"enciclopedia @ homemdeverdade : futebol = hora sagrada , churrasco , cerveja gelada , nao gosta vaza ! femeas shopping !",1,"Encyclopedia @ Manadeventade: football = Holy hour, barbecue, cold beer, do not like it!Femeas Shopping!"
30,"mestre carinho ... luiz carlos alborghetti ( 12/02/1945-9/12/2009 ) : jornalista , radialista culhoes @ homemdeverdade r.i.p . !",0,"Mestre Carinho ... Luiz Carlos Alborghetti (12/02 / 1945-9 / 12/2009): Journalist, Radialista Culhases @ Manedevidity R.i.p.!"
31,@ xxxtrabold claro ! @ homemdeverdade nao comentou nada porque algumas horas luto reflexao sobre obra . brinde mestre ...,0,@ Xtrabold clear!@ real man did not comment anything because a few hours mourning reflexing on work.Master toast ...
32,@ dadoqueiroz @ homemdeverdade nao acompanha time meninas !,1,@ Given Queiroz @ real man does not accompany team girls!
33,@ homemdeverdade manda salve pra imagem semana : amamos ! ! ! - http : //bit.ly/7uebm0,0,@ MANDEARDENDITITY SAVE SALVE to image Week: Love!!!- http: //bit.ly/7UEBM0
34,@ homemdeverdade fez servico cara silvio berlusconi !,0,@ Manedehyde made service man Silvio Berlusconi!
35,"@ lenazzo , @ homemdeverdade , ter 2 filhos 24 territorios escolha ... .",1,"@ Lenazzo, @ Manadevency, have 2 children 24 territories choose ...."
36,rt @ lenazzo @ homemdeverdade nao paga pau . paga mocreia tirar zica .,1,RT @ Lenazzo @ mandevety does not pay dick.Pay Mocreia take zica.
37,"so pra deixar claro , @ homemdeverdade nao faz clube macho , turminha foda , merdas machistas baitolas recatadas !",1,"Just to make it clear, @ mandeveness does not make male club, fuck fuck, shit macho baitolas recsted!"
38,rt @ chastinet : pro @ homemdeverdade construcao resume duas coisas : concreto madeira .,1,RT @ Chastinet: Pro @ Manadevitude Construction summarizes two things: concrete wood.
39,rt @ lenazzo : @ homemdeverdade eh akele q sabe procriar deixar vestigios .,1,RT @ Lenazzo: @ real man is the one who knows how to procreate leave.
40,"sugestoes 2010 melhor : canonizar punheta , santa punheta , sagrada bronha domingo . melhor amiga @ homemdeverdade !",1,"Sugestoes 2010 Best: Canonize Punch, Santa Punheta, Sacred Brown Sunday.Best friend @ mandevety!"
41,sugestoes 2010 melhor : colocar chuck norris protagonista serie tv 24hs !,0,Sugestoes 2010 Best: Put Chuck Norris Protagonist TV 24hs Series!
42,"sugestoes 2010 melhor : menos calcinha preta radios , alias , calcinha bem melhor !",0,"Sugestoes 2010 Best: Less Black Panties Radios, Alias, Better Panties!"
43,"`` melhores mulheres sao querem trepar voce , piores sao nao querem . '' - lemmy - motorhead - @ homemdeverdade",1,"`` Better women are want to climb you, worse people do not want to.'' - Lemmy - Motorhead - @ Manadeverence"
44,"homem verdade nao sabe desenhar pinto , nao conhece pau ! honre pinto ! ! ! !",1,"Man truth does not know how to draw pinto, do not know stick!Honor Pinto!!!!"
45,"@ homemdeverdade viver dignidade , conceito extincao plena ! aqui foco resistencia !",0,"@ Manadeventity living dignity, full extinct concept!Here Focus Resistance!"
46,gostar mulher ter vergonha # twittealgomuitoantigo,0,like woman to be ashamed # twittenalgomuitigo
47,heterosexual homem verdade # twittealgomuitoantigo,1,heterosexual man truth # twittenalgomuitigo
48,saber pegar mulher parecer babaca # twittealgomuitoantigo,1,Know how to get a woman looks like a baba # twittenalgomuitigo
49,"geisy fantastico deu nota 8 ! noticias geisy , ilegal , gente dar nota . vc 4 ruim !",0,"Geisy fantastico gave note 8!Geisy news, illegal, people give note.You're bad 4!"
50,"@ lenazzo parametros notas sao complexos , resumo : marlene mattos 0 , monica bellucci 10 vc so pegaria partir 5 bom ...",1,"@ lenazzo parameters notes are complex, abstract: marlene mattos 0, monica bellucci 10 you would only take 5 good ..."
51,"@ homemdeverdade nao fala boquete , recebe . rt @ sarahshoeme `` '' liberdade '' ... significa falar boquete fala clima ... . ''",0,"@ Manadeverence does not speak blowjob, gets.RT @ Sarahsheme `` '' Freedom '' ... means speak blowjob speaks climate ....''"
52,vao comer arroz feijao fdp frescos caralho ! ! ! ! ! !,0,go eating rice fdp fresh fdp fucking!!!!!!
53,rt @ homemdeverdade ! rt @ porcopedia pra vc desmaia qdo tira sangue ... chegou plano odontomacho : http : //307.to/fnj / ( via @ lenazzo ),0,RT @ real man!RT @ Porcepregia for you faints when you take blood ... arrived plan dentomacho: http: //307.to/fnj / (via @ lenazzo)
54,"kassabe @ homemdeverdade diria `` culpa , nao fiz projeto algum chuvas vcs povao porco nao cobra nada ''",0,"Kassab @ real man Doria `` Guilt, I did not design some rains vcs povao pig does not charge anything ''"
55,"sobreviver haiti , missao : @ homemdeverdade !",0,"Survive Haiti, Missao: @ Manadevency!"
56,@ mariolemes vc @ homemdeverdade ? twitter ?,1,@ Mariolemes vc @ man negless?Twitter?
57,video clipe semana : http : //www.youtube.com/watch ? v=iqghq0ilvok,0,Video Clip Week: http: //www.youtube.com/watch?v = iqghq0ilvok
58,@ homemdeverdade usa twitter ? pergunta fazem todo momento ... . !,0,@ Manadevency uses Twitter?Question do every moment ....!
59,"claro sim , so vc nao ser babaca nerds , valentao rede , mulher imbecil , hipster freak viciado celebridades .",1,"Of course, only you do not be babaca nerds, valentao network, imbecile woman, hipster freak addicted celebrities."
60,"proposito @ homemdeverdade nao vai campus party , lugar baitolinhas amigos reais ! ! ! ! virgem tambem .",1,"Proposite @ real man will not go campus party, play boiolinhas real friends!!!!Virgo too."
61,@ homemdeverdade ? nao ! homem metade - http : //19.media.tumblr.com/tumblr_ktygckpa2e1qz88eno1_400.jpg,0,@ true man ?no !Half man - http: //19.media.tumblr.com/tumblr_ktygckpa2e1qz88eno1_400.jpg
62,"@ homemdeverdade nao precisa # lingerieday , puta parada barangas-nerds atras rolas virgens ! pra sites pornos bem melhores ...",1,"@ Manadeventade does not need # lingerieday, bitch stop barangas-nerds behind virgin rolls!For Better Porny Sites ..."
63,"# campusparty ! lugar deve feder espinha azeda passou validade , menos mulher vale tudo juazeiro !",1,"# CampusParty!Place must Ersil Sour Spine has spent validity, less woman is worth all Juazeiro!"
64,"@ homemdeverdade viu # ipad gritou : steve ! ! ! mesa 7 , 2 cervejas , 4 copos americanos , porcao fritas outrade calabresa !",0,"@ Manedehyde saw # ipad shouted: Steve!!!Table 7, 2 Beers, 4 American Cups, Fritous Porcao Otrade Calabresa!"
65,homem homem so conhece dois cheiros mulher : bom ruim .,1,Man man only knows two smells woman: good bad.
66,"nao usa camiseta manga , menos va malhar praticar algum esporte .",0,"Do not wear a sleeve t-shirt, the less you will work out to practice some sport."
67,"`` deus justo , calca carol ... mamaeeee ! ''",0,"`` God Fair, Calca Carol ... mamaeeee!''"
68,faz campeonato peido amigos .,0,It makes friends fart friends.
69,bebe cana pura nao faz careta .,0,Baby cane pure does not grimace.
70,homem homem arrota suco laranja .,1,Man man belching orange juice.
71,palavra dia homem homem nao diz : fragrancia .,1,Day man man does not say: Fragrance.
72,"homem homem arrota suco laranja , ouvido namorada .",1,"man man belching orange juice, ear girlfriend."
73,homem homem so come carne . peixe coisa bixa .,1,Man man only eats meat.Fish a bixa thing.
74,faz pontaria qlq coisa q der telha jato mijo .,0,Mounting aiming anything that gives tile jet piss.
75,nao lava cueca q acabou comprar antes usar,0,Do not wash underwear that ended up buying before using
76,homem homem brinca girocoptero banheiro casa sogra .,1,Man man plays Girocopter bathroom house mother-in-law.
77,"conhece tres cores : azul , vermelho amarelo .",0,"You know three colors: blue, yellow red."
78,homem homem come doritos pimenta geleia extra-forte pimenta guarana ice .,1,man man eats doritos pepper jelly extra-strong pepper guarana ice.
79,porteiro @ homemdeverdade ! rt @ _latinlover_ massagear ego mulher nao elogiar bunda peitos . porteiro faz,0,Doorman @ Manedehyde!RT @ _latinlover_ massaging ego woman does not praise ass tits.doorman does
80,"mao homem , , calos .",1,"Mao man, calluses."
81,homem homem nao assiste fazenda .,1,Man man does not watch farm.
82,`` musical ? kiporressa ? ! '' homem homem,1,`` Musical?kiporressa?!'' man man
83,sexo-churrasco-cerveja-dormir ! # carnavalem4palavras,0,Sex-BBQ-Beer-sleeping!# carnavalem4Palavras
84,homem homem nao nota esmalte mulheres,1,man man does not note enamel women
85,homem homem nao come ; bebe .,1,man man does not eat;baby .
86,homem homem troca penis 1 figado .,1,Man man exchange penis 1 liver.
87,nao brocha calcinha bege,0,Do not Broche Beige Panties
88,nao sabe cor bege,0,Do not know beige color
89,@ fodemal nao sabe nadar amputa pernas ! melhor invalido incompetente .,1,@ Fodemal does not know how to swim legs!Best invalid incompetent.
90,"sim , fazer ficar twittando entretenimento !",0,"Yes, make stay tweeting entertainment!"
91,manda pro amigo franguinha - http : //bigassmessage.com/2fef80ca9,0,Send to friend Frankinha - http: //bigassmessage.com/2fef80ca9
92,feliz homens gostam mulheres - http : //look-look.tumblr.com/,1,Happy men like women - http: //look-look.tumblr.com/
93,130 operarias queimadas dentro fabrica 1857 sao @ homemdeverdade ! bundao covarde carater .,0,130 Burned operators inside manufactures 1857 SAO @ Manadeverence!Bundao Coward Carater.
94,@ homemdeverdade vacila assume rapidamente responsabilidade paga erro humor !,1,@ Homemade Vacilla quickly assumes responsibility pays error humor!
95,dar risada si : @ homemdeverdade ! rir cagadas alheias melhor ainda ...,0,Give themselves Si: @ Manadeverence!Laughing crap of others better yet ...
96,hora sexta feira @ homemdeverdade nao vai pra baladinha vagabundo ... .essa hora ja demos duas ! agora so relax ...,1,Time Friday @ Manedehyde is not going to Bum Balladinha .... That time we already gave two!Now only relax ...
97,@ _latinlover_ cedemos encanto caimos boca caro !,0,@ _LatinLover_ We give charm we fall dear mouth!
98,fala ai mariquinhas afins ... . vai falta culhao resolver qualquer coisinha ?,1,Speak there the like ....Is it going to be Culhao to solve any little thing?
99,agora sim @ homemdeverdade pode usar perfume - http : //www.youtube.com/watch ? v=_wx6dp99bye,1,now yes @ mandevety can use perfume - http: //www.youtube.com/watch?v = _wx6dp99bye
100,@ _latinlover_ perfume pra mao jovem amante ... ..pra mao . cappice ?,0,@ _LatinLover_ Perfume for the young mao lover ... ..pra Mao.Capple?
101,"pedidos , recuso falar bbb ! @ homemdeverdade nao entra programinha pra ganhar milhao . gente ganha batalha dia dia !",1,"Orders, feature talk BBB!@ real man does not enter program to win milhao.People get battle day day!"
102,"so frangas ali . bombadinhos chiliquentos , gays exploram condicoes pedacos carne massa carceraria !",0,"So chicks there.Bombadinhos Chiliquinhos, Gays exploit Conditions Pedacos Meat Mass Maccerie!"
103,ricky martin ! ! ! ! ! demorou tanto tempo assim pra assumir pq ? tava dando bunda ? ? nao reprima caralho ! literalmente pra vc ... .,0,Ricky Martin!!!!!Did it take so long to assume because?Was it giving butt??Do not repress fucking!literally for you ....
104,"futebol , # hqeh atacante . acha meio-de-campo coisa veado .",1,"Football, # hqeh striker.He finds a half-day stag."
105,# hqeh nao sai mostrando bunda epoca carnaval .,1,# HQEH does not come out showing butt money carnival.
106,# hqeh nao pergunta esposa/namorada onde quer ir . fala pra onde vao pronto .,1,# HQEH does not ask wife / girlfriend where you want to go.Speak where you're ready.
107,# hqeh acorda cedo pra assistir jogos copa . # worldcup,1,# HQEH wakes up early to watch Cup games.# WorldCup
108,@ brunynhobtc espirito true man !,0,@ Brunynhobtc Spirit True Man!
109,pra voce nao gosta futebol . foda-se ! ! ! ! mane alma .,0,For you do not like football.screw this !!!!Mane Soul.
110,"alias , pra ver futebol copa voce nao vai acompanhar nada proximos 4 anos novo . deixe gosta ver paz !",0,"Alias, to see football Cup you will not follow nothing next 4 years new.Let it like to see peace!"
111,frangas plantao ! voltei ! ! ! ! ! chhuuuuupaaaaaa,0,Frannies Planto!I returned !!!!!chhuuuupaaaaa
112,vc chique benhe ( @ ryan_reminho live on http : //twitcam.com/11hdu ) ),0,You chic benhe (@ ryan_reminho live on http: //twitcam.com/11hdu))
113,", nao gosto cameras.. rs ( @ ryan_reminho live on http : //twitcam.com/11hdu ) )",0,", nao gosto cameras.. rs ( @ ryan_reminho live on http : //twitcam.com/11hdu ) )"
114,tadinho goby rsrsrs ( @ ryan_reminho live on http : //twitcam.com/11hdu ) ),0,Tadinho Goby rsrsrs (@ ryan_reminho live on http: //twitcam.com/11hdu))
115,"bom , gente , boa twitcam pra todosssss ... . cheirossss ( @ ryan_reminho live on http : //twitcam.com/11hdu ) )",0,"Well, people, good twitcam for all.smellsss (@ ryan_reminho live on http: //twitcam.com/11hdu))"
116,"@ _kcris ouvindo musica preciso vc.. excelente , linda ! foda , pq to separando . pqp ...",0,"@ _Kcris listening to music I need you .. excellent, beautiful!Fuck, because I'm separating.PQP ..."
117,"@ fcnossamorango excelente post , historia tb ... : )",0,"@ FCNOSSAMOngo Excellent Post, TB History ... :)"
118,rt @ salvenordeste : obrigado apoio contamos vc divulgacao campanha # salvealagoas # salvepernambuco,0,RT @ salvenordeste: thank you support we count you disclosure campaign # salvealagoas # salvepepernambuco
119,"@ thaisbza kkkkkk massa , ne ? pode passar pra frente , claro ! cheiros !",0,"@ Thaisbza kkkkkk dough, ne?You can walk forward, of course!Smells!"
120,ja sentiram q ta tudo errado ? q pessoas importantes acabam s perdendo erros/insegurancas ? # foda hora mudar ! boas noites !,0,Have you ever felt that everything is wrong?What important people end up losing errors / insecurances?# Foda Hour change!Good night !
121,@ aninha_ebc ta msn ? ? ? ?,0,@ Aninha_ebc ta msn????
122,"@ aninha_ebc , ta chiques rs.. mtos contatos hahaah ta boa ?",0,"@ Aninha EBC, ta chic rs .. Many contacts hahaha is good?"
123,"@ angelicamorango nusssss , magavilha , heinnn . massa promo !",0,"@ Angelicamorango nusssssss, magavilha, heinnn.Massa Promo!"
124,h maiusculo nao twitter . entao voce ja sabe deve ter criado perfil .,0,h no twitter.So you already know must have created profile.
125,nao gosta `` bater papo '' msn . responde porque outros falam . tempo pra frescura .,1,Do not like `` Chat '' MSN.Answer because others speak.Time for freshness.
126,"nao `` faz unhas '' corta tesoura , corta trinco .",0,"No `` Ma Nails '' cut scissors, corte latch."
127,"nao usa roupa cor-de-rosa , roxo .",0,"Does not wear pink, purple clothing."
128,nao faz barba todo dia .,0,It does not bear every day.
129,nao gosta fazer compras . faz porque mulher forca .,1,Do not like shopping.It makes because woman forces.
130,olha primeiro pros peitos mulheres .,1,Look at women's breasts first.
131,"gosta futebol , cerveja mulheres .",0,"Like soccer, beer women."
132,"amiga , morre vontade come-las !",1,"Friend, Die willing to eat them!"
133,volteiiii agora pra ficarrrr,0,Volteiiii now to stay
134,convida nui sampa ! rt @ htcolorido vamos p baladinha sampa ? ? ? @ fabsramos @ liviacastrofoto @ tiaglopes @ brunomatos lucas,0,Invites Nui Sampa!RT @ htcoloride Come on Baladinha Sampa???@ fabsramos @ liviacastrofoto @ tiaglopes @ brunomatos lucas
135,"`` ninguem chega casa falando  mae , hetero  . entao chegar dizer  mae , gay  ?  by @ mariagadu . # epronto",0,"`` No one comes home talking Mae, straight.So you can tell Mae, Gay?By @ Mariagadu.# and ready"
136,"@ angelicamorango tai.. qria picole carambola . jambo . # recifefeelings ... , dia , hj , mto trab . noite ? `` solidao fera ... ''",0,"@ angelicamorango tai .. wanted picole carambola.Jambo.# reef feelings ..., day, hj, very trab.night ?`` Solidao Fera ... ''"
137,oxente ! pq ? tao santa ... rs ... rt @ agdabritto @ docepimenta_sp oooooooooo maluca,0,Oxente!why ?Tao Santa ... rs ... rt @ agdabritto @ sweetness_sp oooooooooo crazy
138,"nao ! 1 coisa n elimina outra ! rt @ quase_gay @ agdabritto ain menina entrevista d emprego semana vem , vou sair prostituicao # rs",0,"no !1 thing does not eliminate another!RT @ almost gay @ agda britto the girl interviews d job comes, I'm going to get prostitualo # rs"
139,@ angelicamorango pimenta comentada estrevista : http : //twitpic.com/1o2bln,0,@ angelicamorango commentated pepper press: http: //twitpic.com/1o2bln
140,ainda nao acredito nao estarei # recife dia 24/07 # oquartosecreto @ angelicamorango . serio ! saco ! # boloderolofeelings,0,I still can not believe I will not be # Recife on 07/24 # oquartosecreto @ Angelicamorango.for real !bag !# Boloderolofeelings
141,@ angelicamorango hj tdo mundo preoc c colega escrit sabia q ido fazer entrevista . disfarcando fazendo preocupada !,0,@ Angelica Strawberry Hj Everyone Proc C Colleague Officer I knew I had an interview.disguising doing worried!
142,nao ! nasceu 13.12.1978 ! # acredite ! apelido infancia : maria desastre rt @ alineborel ta pra nascer pessoa desastrada .,0,no !It was born 13.12.1978!# believe !Surname Infancy: Maria Disaster RT @ alineborel is to be born disastrous person.
143,hj vi @ biacampos12 perguntando p @ angelicamorango tt funciona promocao dona morangorespondendo funciona # odiadehoje,0,hj vi @ biacampos12 asking p @ angelicamorango tt works promoting moran gransopound works # odiadeheje
144,@ alineborel serio . qq dia relato umas boas . especialista pos-graduada auto flagelacao formei `` desligamento '' : exemplo ...,0,@ Aline Borel Serio.What day I report a good one.Specialist POS-Graduate Auto Flagellation Formei `'Shutdown' ': example ...
145,@ alineborel ex : so hj percebi vc promoter comunidade morango . ainda to tentando descobrir socia.. # tofalando,0,@ Aline Borel Ex: Only I realized you promoter Strawberry community.I'm still trying to find a pair .. # tofalando
146,"@ ana_lethicia aff , tutorial nao tedio ? ? ? ^ve edicao video vc entra facul maquiagem",0,"@ Ana_ethicia aff, tutorial not tedium???^ ve edition video you enter facul makeup"
147,"@ renatuuus q fodas , hein amigo ...",0,"@ renatuus q fodas, huh friend ..."
148,"@ marlenebicalho q vc nunca falou comigo madry , entao , fiquei triste quase ligando pro # falaqueeuteescuto pra pedir oracao . agoraestoufeliz",0,"@ marlenebicalho q you never spoke to me madry, so I was sad almost calling # falaqueeteateescuto to ask for oracao.now I am happy"
149,"adoro energia daqui . nao gosto lembrar vou trabalhar feriado . , gosto ter emprego . entao ta otimo.. rs .",0,I love energy from here.I do not like to remember I'm going to work holiday.I like to have a job.So ta is great .. rs.
150,"ta doendo simmm , ta doendo mimmmmm ... namorada felipe melo- http : //www.youtube.com/watch ? v=ajv6yjrekqm",1,"It hurts simmm, it hurts mimmmmm ... girlfriend felipe melo-http: //www.youtube.com/watch?v = AJV6YJREKQM"
151,"@ marlenebicalho jeito desastrada , coloco copo agua cima tv , fico ! # melhornao # oremospranaoorar",0,"@ MarleneBicalho disastrous way, put water cup up tv, fico!# Better # Oremospranoaro"
152,@ marlenebicalho comecou fala escuto ! ! ! ( assistir dr house nisso ) hahahaha,0,@ MarleneBicalho Begin talks I listen!!!(watch dr house on it) hahahaha
153,@ marlenebicalho qq dia relato umas . pos-graduada auto-flagelacao m formei `` desligamento '' . apelido d infancia : maria desastre .,0,@ marlenebicalho qq day report one.Pos-Graduate Auto-Flagellation M Formei `'Shutdown' '.Surname D Infancy: Maria Disaster.
154,", ? rt @ patriciakataki vc deixou.. ! pq ? ?",0,",?RT @ patriciakataki you left ..!why ??"
155,"@ marlenebicalho bora fazer campeonato , madry ? hahaha ... vc podia ser mae , embora ache nao idade.. snifff # saudadedemainha",0,"@ MarleneBicalho Bora do championship, Madry?hahaha ... you could be mae, although you think no age .. sniffff # saudaddemainha"
156,"@ marlenebicalho ia dar boa noite , , vc ja entao , boa sexta ! hahaha",0,"@ MarleneBicalho was going to give good night, you already so good Friday!haha ha"
157,"boa noite , lindinhas noite rs . @ digna_amada @ amora_inlove @ nandas2mari @ agdabritto",0,"Good night, beautiful night rs.@ digna_amada @ amora_inlove @ nanda2mari @ agdabritto"
158,"indo dormir som linda musica , crenca sim , verdadeiro sempre . http : //bit.ly/afkixa",0,"Going to sleep sound beautiful music, believing yes, true always.http: //bit.ly/afkixa"
159,@ digna_amada ; ) olha video postei agora ... durma bem . cheiros !,0,@ worthy_amada;) Look video posted now ... Sleep well.Smells!
160,"@ eikebatista canhao retorno ? nao fale pro felipe melo , vai anima ... boa noite ! # medofeelings",0,"@ Eikebatista Canhao Return?Do not talk to Felipe Melo, it's Anima ... Good evening!# fearfeelings"
161,"@ amora_inlove hello , pois , , interagindo ... thudhu bom ?",0,"@ Amora_inlove Hello, because, interacting ... thudhu good?"
162,"@ tais_renata , fale , saudade esquisita..",0,"@ Tais_renata, speak, nostalgia esquisita .."
163,@ amora_inlove tb soninho.. eis trabalho amanha . hj feriado sampa tb trabalho rs affff rs,0,@ Amora_inlove tb Soninho .. Here I work tomorrow.hj holiday sampa tb work rs affff rs
164,"@ htcolorido oi , pssoa.. ta morando onde aqui sampa ? # quenaosejanazlmodeon",0,"@ htcolorid hi, pssoa .. Are you living where Sampa here?# QueNoseJanazlmodeon"
165,@ juhsavignon moita ? # nuncafui hehehe,0,@ Juhsavignon Moita?# Neverfui hehehe
166,"@ htcolorido tb , aclimacao # bemnofocodacomidajaponesa # adoro",0,"@ htcolorid tb, acclimacao # wellnofocodacomideJapanese # I love"
167,"@ amora_inlove constituicao 1932 . porra , bisavo nascida 32 . # quequeeutenhoavercomisso",0,"@ Amora_inlove Constitution 1932.Damn, Babies born 32.# ququeeutenhoava"
168,@ juhsavignon parar . # contalogotudoquetenhosanguejornalista,0,@ Juhsavignon stop.# contactotudoquetenhosanguejornalist
169,pssoa fina ... rsrs rt @ htcolorido @ docepimenta_sp jardins,0,Fine person ... rsrs rt @ ht colorful @ sweet pepper sp gardens
170,"@ amora_inlove galera reuniu contra governo intransigente vargas . oficialmente min 800 pssoas morreram , cidades bombardeadas",0,"@ Amora_inlove Galera brought against intransigent government Vargas.officially min 800 pssoas died, cities bombarded"
171,"ate enfim alguem entende nessa life rt @ lenabahirah ah , gente complicar , sim , vida totalmente previsivel n graca ...",0,"until finally someone understands in this life rt @ lena bahirah a, people complicate, yes, totally predictable life n graca ..."
172,"@ paullamirella vc conhece banda # thecorrs ? # fikdik `` runaway '' , `` frontiers '' `` at your side '' .. ai vai ( amomuito )",0,"@ Paullamirella you know band # thecorrs?# Fikdik `` Runaway '', `` Frontiers '' `` at Your Side '' .. Ai Goes (Ammuito)"
173,@ paullamirella vale pena.. 02 dvds incriveis . morasse sp faria-te copia . # thecorrs,0,@ Paullamirella worth it .. 02 incredible DVDs.Die SP would copy you.# thecorrs
174,"gente , li piadinhas fodas agora.. vou trazer , perai",0,"Guys, Li Jokes Fodas now .. I'll bring, Perai"
175,@ paullamirella quer dica meio trash pra aumentar galera show ? # trashquefunciona > > bate papo uol salas minas . divulgada !,0,@ Paulla Mirella wants to stay half trash to increase guys show?# Trash works >> Chat UOL Minas Salas.Disclosed!
176,"@ _kcris nao deixe lembrancas saudades minarem . enfrente , ouca musicas.. ( linda msm ) . conhece the corrs ?",0,"@ _Kcris Do not let Sembrancas miss you.Face, listen to music. (Linda msm).Do you know The Corrs?"
177,"@ agdabritto sei la , inventei agora.. # catita hahaha",0,"@ Agdabritto I know la, I invented now .. # Catita hahaha"
178,"@ marlenebicalho oi , cara-metade desastre mor ... dei umas fucadas hj blog !",0,"@ MarleneBicalho Hi, man-half disaster mor ... I gave some fucade hj blog!"
179,"@ agdabritto ixi , amiga.. marron.. marromenos.. termino namoro , foda ne",0,"@ Agdabritto Ixi, friend .. brown .. brown .. I finish dating, fuck ne"
180,"@ agdabritto , amiga.. . diz : # eavidasegue",0,"@ Agdabritto, friend ...Says: # Evidasegue"
181,"@ marlenebicalho blog dilicinha.. ja conhecia sim , vou comentar amanha ... hj to bode , sozinha abandonada sampa rs",0,"@ marlene bicalho blog delay .. already knew yes, I will comment tomorrow ... today to goat, alone abandonada sampa rs"
182,"@ marlenebicalho vcs moram onde ? moro aclimacao , perto liberdade , vergueiro , paraiso ...",0,"@ marlenebicalho you live where?I live acclimacao, near freedom, vergueiro, paraiso ..."
183,"@ marlenebicalho morava jabaquara , comprava acougue massa av sta catarina , so la seleta legumes amava ... sniff",0,"@ Marlene Bicalho Morava Jabaquara, buy Acouguue Massa Av Santa Catarina, only La Seleta vegetables loved ... Sniff"
