,text,hs,translated_text
55,"`` basta levantar fronteras '' , dice premiado mejor documental . dira secesionismo catalan trump ?",0,"`` Enough to raise borders '', says award-winning documentary.DIRE SECESSIONISM CATALAN TRUMP?"
56,"zozulia : `` solo queria ayudar rayo , fascista '' https : //t.co/weoberuhqi https : //t.co/cu2w8l2o4c",0,"Zozulia: `` I just wanted to help lightning, fascist '' https: //t.co/weoberuhqi https: //t.co/cu2w8l2o4c"
57,paz vega va peinada clase colegio monguer . # goya2017,0,Peace Vega is combed by Monguer College class.# Goya 2017.
58,@ fbarryx vente sabado mamona,0,@ fbarryx Satisfied Saturday
59,hostia padre homofobo mauri,0,Host Father Homophobo Mauri
60,"quede ofendida marica , va decir ?",0,"I was offended Marica, he will say?"
61,@ exojo @ el_pais fachas ateos . dios catalan creo paraiso lerida tarragona .,0,@ exojo @ el_pais atheos facilities.God Catalan I think paradise Lerida Tarragona.
62,marico risa tierrues jajajajajajajajajaj,0,Marico Laughter Tierrues jajajajajajajajajaj
63,@ anthonydashesp fav si retrasado,1,@ Anthony Big Snake SPF AV SIR ET RAS ADO
64,campana llamar comunistas fascistas siendo fracaso ...,0,Bell call fascist communists being failure ...
65,"@ hothorchata culo dio subnormal , asqueroso",1,"@ Hothorchata ass Subnormal, disgusting"
66,tio descojonandones subnormal ahora entra tos,0,unknown unormedious unqualities now enter cough
67,"dani rovira siendo subnormal , podia imaginar .",1,"Dani Rovira, being a subnormal, he could imagine."
68,hacen boicot excusa `` patriotismo '' : solamente 8 % actores/actrices pais pueden vivir cine # goya2017,0,They make an excuse boycott `` patriotism '': Only 8% actors / actresses Country can live cinema # Goya2017
69,"aficion , fria , protestona . parece , partido , mucha ayuda cantar tebas mierda .",0,"Fan, cold, Protestone.It looks like, a lot, a lot of help sing thebes shit."
70,@ kibaocaso ojos rojos gritando campo batalla golpeando gilipollas gilipollas,0,@ KibaOso red eyes screaming field battle hitting asshole asshole
71,". @ materazzirbb `` jovenes pacificos '' maidan , quemaron 43 personas vivas odessa . zozulya , mongolo .",1,".@ Materazzirbb `` Young Pacificos '' Maidan, burned 43 people living Odessa.Zozulya, Mongolo."
72,proposito social : feminismo mas mujeres cine . logica : poner hombre simbolo opresion mujer dando mensaje .,0,SOCIAL PROPOSITO: Feminism women cinema.Logica: Put Men Symbol Oppression Woman Giving Message.
73,@ fuggingbleb ser racista ? ser pobre pedazo subnormal . dinero lleva morales haciendo museo 8 millones ahi .,1,@ Fuggingbleb Be racist?Be poor subnormal piece.Money carries morals making museum 8 million there.
74,premio mas dictador : # goya2017 # goyaparaflorentino https : //t.co/abmyacymok,1,Mas dictator Award: # Goya2017 # Goyaparaflorentino https: //t.co/abmyacymok
75,-emo mongolo gorra -dice edad `` lvl '' -bio mongolo . - `` patina guai sevilla '' - dinosaur https : //t.co/lun8ezdnpq,1,"""Emoon Mongolo Hat,"" says age `LVL '' -Bio Mongolo.- `` skate guai sevilla '' - dinosaur https: //t.co/lun8dnpq"
76,alcalde boston desafia fascistas mientras elon musk susurran oido https : //t.co/slmghigyjx,0,Mayor Boston Challenge Fascist While Elon Musk whispered HTTPS: //t.co/slmghigyjx
77,mata pone mente tan loca ; hecho bebida esa... https : //t.co/lyf4qukipx,0,Mata puts such crazy mind;Made drink that ... https: //t.co/lyf4quipx
78,"@ bronceslol vozarron , despues pregunten si chica . tal caso seras chica fuma tabaco negro xddddd",0,"@ Bronceslol Vozarron, then ask if girl.Such case you will be girl smokes black tobacco xDDDDD"
79,"@ jotdownspain si pirata recibes punto negro , llevas mal ...",0,"@ Jotdownspain If pirate receives black dot, you wear bad ..."
80,"hace falta ir ucrania saber zozulya nazi , poroshenko asesino golpista . bocazas . https : //t.co/pgrtykehk6",1,"It is necessary to go Ukraine knowing Zozulya Nazi, Poroshenko killer coupling.Lockers.https: //t.co/prrtykehk6."
81,"@ elloko_returns idea patriotismo ? empresas separatistas tb minoria cataluna , abducidos # mafiapujol https : //t.co/juf5cyicha",0,"@ étoko_returns idea patriotism?Separatory Companies TB Cataluna Minor, Abducted # MafiaPujol Https: //t.co/JUF5Cyicha"
82,"@ pinohormail @ futbolresentido @ juanma_rguez perdonarle joder infancia dificil , padres echaron casa retrasado",1,"@ pinohormail @ football version @ juanma_rguez forgive you fucking hard childhood, parents cast delayed house"
83,"@ alexzee616 @ anthonydashesp aparentare ser retrasado , conoces bien rio gentuza toxica .",1,"@ AlexzeE616 @ Anthonydasp appeared to be delayed, you know Rio Gentuza Toxica well."
84,juristas catalanes lanzan manifiesto respeto ley pleno desafio independentista https : //t.co/8zksghqrog,0,Catalans Jurists launch Manifest Respect Law Full Independentist Challenge HTTPS: //t.co/8zksghqrog
85,rollo : `` oscar mejor sonido ... ruido helicoptero hacia boca pavo loca academia policia '' .,0,Roll: `` Oscar better sound ... Helicopter noise towards Boca Turkey Loca Academy Police ''.
86,besaculos gringo enteran gringos adoran almodovar actores realeza alli .,0,Gingo Besaculos Enteran Gringos love Almodovar actors royalty there.
87,si pudieran fanaticos ultraderecha eliminarian todas lenguas https : //t.co/biqgefucxs https : //t.co/wfw7sjowo2,0,If you could outer fans remove all https: //t.co/biqgefucxs https: //t.co/wfw7sjowo2
88,"`` tanta mierda cabeza , materia gris volviendo negra ''",0,"`` so much head head, gray matter turning black ''"
89,[ spoiler the walking dead ] ... cojones pasa nina ! ? putamente loca joder ! ! ! https : //t.co/yumgxcqnmh,0,[Spoiler The Walking Dead] ... Cojones Has Nina!?Putly crazy fuck!!!https: //t.co/yumgxcqnmh
90,@ db9cama5 bien haces maricon ... ... ... ... ... ... ... ... ... ... ... . sera ? homosexualidad egodistonica llama problema mental,1,@ db9cama5 well you make Maricon ... ... ... ... ... ... ... ... ... ... ...it will be ?Egodstonic homosexuality calls mental problem
91,@ willpro18 chiste  maricones  homofobo cualquier contexto . reirse accidentes laborales rastrero . @ aclabesp @ bjk246,0,@ WillPro18 Joke Homophobic Maricons Any context.Rear creeping work accidents.@ aclabesp @ bjk246
92,# l6neratrump manipulando tope 5min : 1- colgo 2- ultraderecha supremacia blanca ? gente insuperable .,0,# LN6 TRUMB manipulating top 5 min: 1- Colgo 2- Ultraraderecha white supremacy?insurmountable people.
93,"cada vez sale guiri recoger goya hablando puta pena , muere gatito # goya2017",0,"Every time he leaves guiri pick up goya talking fucking pity, dies kitten # goya2017"
94,@ pmanglano goya mejor guion original `` siempre cruzan rojo ( aunque azules ) '' @ ppopular https : //t.co/m99krzigcy,0,@ Pmarglano Goya Best original script `` always cross red (although blue) '' @ ppopular https: //t.co/m99krzigcy
95,"@ anuski24158940 poniendo negra , voy quitar , asqueroso",0,"@ anuski24158940 putting black, I'm going to remove, disgusting"
96,"@ simohayha1979 @ roy_swan @ 20m @ partidorepes creo llamar fascista vendido inigo , hable bien dice",0,"@ SIMOHAYHA1979 @ ROY_SWAN @ 20M @ partidorepes I think call fascist sold inigo, talk well says"
97,"@ cujjjo dio ahi mas , aparte mensaje cito mamon",0,"@ Cujjjo gave there more, apart message I quote Mamon"
98,"@ dri69 pesada crossfit , maricon : p",1,"@ Dri69 Heavy CrossFit, Maricon: P"
99,pedro sanchez asegura `` nunca '' socialista sera adversario https : //t.co/wbrrvu4rok . via @ periodicoaragon,0,Pedro Sanchez says `'Never' 'Socialist will be adversary https: //t.co/wbrvu4rok.via @ journalicoaragon.
100,@ juanitaalba subnormal maleducada elettra rie igual q naranjita cojones sensacion mia ? ? ? ? ? puedo !,1,@ Juanitaalba Subnormal Malleducada Elettra RIE Same q orange????Can I !
101,"@ 0_aredhel_0 mamona , fijo cojo movil encuentro dick picks 20 .",1,"@ 0_Aredhel_0 Mamona, Fixed Movil Cojo Encounter Dick Picks 20."
102,# goya2017 joder director orquesta ? hombre negro ? ridiculo eh ! ! !,0,# Goya2017 fuck orchestra director?black man ?Ridiculous eh!!!
103,acaba decir cari wassap . capela maricon,0,He has just said Cari Wassap.Capela Maricon.
104,@ generaldepie_ deberia caer cara verguenza.quien diego alves recriminar aficion ? dedique parar callar,0,@ generaldepie_ should fall face verguenza.quien diego alves recriminate hobby?Dedicate stop silence
105,@ 65josetxu llamar dictador iglesias sinonimo votar pp ?,0,@ 65josetxu call dictator churches synonym vote pp?
106,@ aqui_lablanqui nain . alejo sauras sigue igual serrano mamon .,0,@ ATE_LABLEQUI NAIN.Alejo Sauras is still the same Mamon Serrano.
107,"@ xavicht vega , cretino , usted mejor suerte merecen hipocresia sectarismo fascista",1,"@ Xavicht Vega, Cretino, you better luck deserve hypocrisy fascist sectarianism"
108,fiesta acabo ver libro titulado `` the religions '' solo puedo imaginar capitulos : putos moros ...,1,Fiesta I just see a book titled `` The Religions '' I can only imagine chapters: fucking Moors ...
109,@ galsuinda vendedor cupones gilipollas . solo ciegos venden cupones . extranjeros migrantes refugiados .,1,@ Galsuinda Seller Gilipollas Coupons.Just blind sell coupons.Foreigners refugees.
110,"despues desprecio parte d autoridades general , compareciendo fiesta cine nacional , patriotismo parcial # goya2017",0,"Then he despised part d authorities general, appearing national film party, partial patriotism # Goya2017"
111,`` trump fascista quiere muro '' # l6niglesias recuerda dia dijo `` caida muro berlin mala noticia '' https : //t.co/gdux2h6wcy,0,`` Trump fascist wants Wall '' # L.Niglesias remends day said `` `faldal wall Berlin bad news '' https: //t.co/gdux2h6wcy
112,@ vulcano1982 si sabe escribir ninato ... haber si bio dejado loca jajajaj,0,@ vulcano1982 if you know how to write ninato ... have if bio left crazy jajajaj
113,"siempre encantado , fascistas patrios , cine espanol basura extranjero mejor . cosas vida # goya2017",0,"Always enchanted, fascist patrios, Spanish Spanish garbage cinema better.things life # goya2017"
114,"`` patriotismo amor propio pueblo primero ; nacionalismo , odio demas primero . '' https : //t.co/lflyhzknvt",0,"`` Patriotism self-love people first;Nationalism, I hate others first.'' https: //t.co/lflyhzknvt"
115,si bollera malvada .,0,If evil boil.
116,video chulo : poner metal rojo hielo https : //t.co/9bex8ypt0x,0,VIDEO PULL: put red metal ice https: //t.co/9bex8ypt0x
117,"vicente azpitarte , periodista poquito subnormal https : //t.co/oymigg74bp",1,"Vicente Azpitarte, Poquito Journalist Subnormal https: //t.co/oymigg74bp"
118,nena basura negro bendecido,0,Blessed black trash babe
119,"hoy llenar frigo alitas pollo , cervezas , patriotismo libertad manana superbowl",0,"today fill frigo alitas chicken, beers, patriotism freedom manana superbowl"
120,"aqui unicas victimas club llamado valencia club futbol , historia aficion . favor , resto , abstengan .",0,"Here only Victims Club called Valencia Club football, history Hobby.Please, rest, abstain."
121,"@ alexzee616 @ anthonydashesp dios , 2012 sigue siendo igual subnormal . si , tambien uno.pero eh cambiado varias cosas.el",1,"@ AlexzeE616 @ Anthonydasp God, 2012 remains the same subnormal.Yes, also one.But eh changed several things."
122,"kurdo siria , sera tan fascista titere kosovo https : //t.co/mjd9j7xyk1",0,"Kurdo Syria, evening tan fascist Titere Kosovo https: //t.co/mjd9j7xyk1"
123,"# l6niglesias vez acuerdo @ pablo_iglesias_ , donald trump parece facista , fascista",1,"# nigles once agreement @ Pablo_iglesias_, Donald Trump seems Factor, Fascist"
124,"@ pablo_iglesias_ llamando fascista trump , cosas nombre # l6niglesias",0,"@ pablo_iglesias_ calling fascist Trump, things name # nigless"
125,"..y @ willyvin , piensa insultarle , ? . `` facha '' , '' bocachancla '' tal ... . ! ! ! @ losantosposts",0,"..and @ Willyvin, think to insult him,?.`` facha '', '' Bocachacla '' such ...!!!@ LosantosPosts"
126,"@ leonlec feliz cumple leon , mejor cubriendo aguilas consentido aficion azulcrema !",0,"@ Leonlec happy meets Leon, better covering Aguilas Consent Blue Hobby!"
127,"sr azpitarte usted demagogo sobretodo ignorante , venga usted si valor pongase grada manana ... acepte reto https : //t.co/iu7qop6aph",1,"SR Avpitarte You Demagogo Something Ignorant, come if you value Stick Manana ... Accept challenge https: //t.co/iu7qop6aph"
128,"@ privateer_drake moby dick , cazador barcos . negro narcissus . capitan mar guerra . caceria . mar cruel ... elegir .",0,"@ Privateer_Drake Moby Dick, hunter boats.Black Narcissus.Captain Sea Guerra.CaceriaCruel sea ... choose."
129,domingo estare animando muerte arcangel . dadle alegria aficion favor @ rodririosofi @ julicv7 @ sergioaguza,0,Sunday I will be encouraging Arcangel death.Dale Alegria Hobby Favor @ Rodririosofi @ Julicv7 @ SergioAguza
130,pues aqui viendo hacen monguer # vipdirecto salvable casa emma daniela,0,"Well, seeing MONGUER MONGUER # VIPDirect Savable House Emma Daniela"
131,"@ losantosposts @ pablo_iglesias_ si mamarracho facha , bocachancla tambien .",1,"@ LosantosPosts @ Pablo_iglesias_ Yes Mamarracho Facha, Bocachacla too."
132,carolina punset partido ultraderecha ciudadanos `` recuperar valenciano emotivo util encontrar empleo '' https : //t.co/bejo4rysyb,0,Carolina Punset Party Ultraraternal Citizens `` recover Valencian Emotivo Useful Find Job '' https: //t.co/bejo4rysyb
133,@ lmbarragan67 @ xsalaimartin cancer democratas k kieren votar ... teoricos sanos fascistas k impiden ... . ves,0,@ LMBARRANGAN67 @ XSALAIMININ CANCER DEMOCRATES K KIEIN VOTE ... Fascist healthy theorics prevent ....you see
134,"ser patriota referente cine mas , seais fachas . # goya2017",0,"Be a patriot reference Mas, Seais Fachas.# Goya2017."
135,pedro sanchez asegura  nunca  sera adversario socialista https : //t.co/9r7ayp5yqm | # espanahoy,0,Pedro Sanchez will never say will be socialist adversary https: //t.co/9r7ayp5yqm |# spanahoy.
136,portarse delicuentes izquierdistas gringos estan haciendo quedar pesimo partido democrata . querer estan ayudando trump .,1,Porta deli leftist gringos are making a democratic party.Wanting are helping Trump.
137,"mierda aficion merecen mierda equipo , seguit pasando club tambien va mierda",1,"Fuck amazing deserve crap team, follow passing club also goes fuck"
138,@ alycia_heda @ empiezoporuve hecho llorar video putona,0,@ alycia_heda @ empiezoporuve made cry video puton
139,"# l6niglesias @ pablo_iglesias_ despreciando directo asi @ eduardoinda ser afin , demuestra dictador totalitarista q lleva dentro",1,"# LNiglesias @ Pablo_iglesias_ Despising directly as well @ EduardoiNDA being AFIN, demonstrates totalitarian dictator who has inside"
140,"@ josesnow18 , decir , mas da ser hetero , problema ser retrasado xd",1,"@ josesnow18, say, more gives being hetero, problem being delayed xD"
141,@ mendeleiev si ? joder quedo mas tranquilo . paso dia pensando deben pensar q retrasado . q tambien ...,0,@ Mendeleiev yes?Fuck I'm quieter.Step day thinking should think that delayed.Q too ...
142,"@ jonviene poca hostia , catolico",0,"@ Jonviene Little Host, Catholic"
143,"leido subnormal # boicotalosgoya decia queria cine espanol politizar , hollywood parto cojones",0,"Reading Subnormal # Boicotalosgoya said Queria Espanol Cinema Politize, Hollywood Parthian Ball"
144,@ publico_es pues pegar navajazos fascistas nacis jodan viene policia pues ladrillazo . justicia espana,1,@ PUBLICO_Is then paste NaCis Fascist Ravajos Come Come Police as Ladrillazo.span justice
145,loki llamando ''zorra llorona '' viuda negra punto mas dark universo marvel .,0,Loki calling '' Zorra Llorona '' Black Widow Point Mas Dark Universe Marvel.
146,"@ poetscryforaby si solucion metodo concienciacion pasa decir si comes carne hipocrita criticar nazis ,",0,"@ poetscryphorby if solution method awareness goes by if you eat hypocritical meat criticize Nazis,"
147,lrt . diego brando gay cago puta .,1,LRT.Diego Brando Gay Saga Puta.
148,"onu : refugiados personas forzadas huir paises escapar persecucion , guerra ... https : //t.co/posgiahc35",0,"UN: Refugees Forced People Flee countries escape persecution, war ... https: //t.co/posgiahc35"
149,"@ bernyame puedes anadir : facha , cunao , racista , homofobo , etc neo-vocabulario imbeciles imbecilas @ danseker",0,"@ Bernyame you can add: FACHA, CRUNA, racist, homophobe, etc. vocabulary imbeciles imbecilas @ danseker"
150,"si entrego goya gana gala , invento nombre . mamon . . diria `` luis cuervas '' , mismo .",0,"If Goya gains gala, invention name.idiot ..He would say `` luis cuervas '', itself."
151,@ poetscryforaby cambio ridicula argumentacion comen carne hipocritas si critican nazis tonteria grande,0,@ poetscryforby change ridiculous argumentation eat meat hypocrites if criticized Nazis great nonsense
152,"@ alegrotix parto eh jaja vaya subnormal enserio , sobrevaloradisimo actor .",1,"@ Hoyotix Partho Eh haha go subnormal seriously, overvalladisimiento actor."
153,voy deci cosa . aficion carnaval merecemos monumento . manda cojones tragando hoy ehhhhh,0,I'm saying.Hobby carnival we deserve monument.Send balls swallowing today ehhhhhh
154,@ adonias8bits sinverguenza . oot pasa aficion par veces ano menos .,0,@ Adonias8bits Sinverguenza.OOT passes hobby sometimes less.
155,"@ juanma_rguez madrid tragado mierda . digno , seria abandonar competicion . regalen basura separatista .",1,"@ juanma_rguez madrid swallowed shit.Deign, it would be to leave competition.Give separatist garbage."
156,"@ rodrigoamirola politico organizativo , fundamentales . creo igualdad etico grandes diferencias .",0,"@ Rodrigoamirola organizational politician, fundamental.I believe Equality Ethical Great differences."
157,valencia hunde apoya aficion ! ! pasa vender alma diablo ! ! ! animo valenc... https : //t.co/pehgnzhscf,0,Valencia Hunde supports Hobby!!It happens to sell Alma Devil!!!Animo Valenc ... https: //t.co/pehgnzhscf
158,vaya dos ascos tipejas defienden ? aun llaman loca aida ?,1,Go two ascas scripts defend?Still call crazy Aida?
159,canis 2000 posteriores aun mas gilipollas anteriores .,1,Canis 2000 later even more earlier asshole.
160,den ningun goya trueba tambien boicot fachas ?,0,Den NO GOYA TRUEBA ALSO BOICOT FACHAS?
161,ultimo pegue andres maricon # zamataouno,1,Ultimo Pegue Andres Maricon # Swallow
162,"@ quiquechust usease facha costal viejo , ?",0,"@ Quiquechust Use Old Costal Facha ,?"
163,2 salidas da igual chicha limona by aida # vipdirecto continuamos bingo comentarios homofobos,0,2 outputs as well as chicha limona by aida # vipdirecto we continue bingo comments homophobos
164,"ir bus gilipollas suelte , cito textualmente : `` cosa ser homosexual cosa ser mariquita '' , explicais ? ? ? ? ? ?",0,"IR BUS GILIPOLLAS Release, I mean textually: `` thing to be homosexual thing to be ladybug '', explains??????"
165,l @ s fans fascistas suelen ser bastante incultos politic @ s https : //t.co/ovmbnhykg7,0,L @ s fascist fans are usually quite incululated HTTPS policing: //t.co/ovmbnhykg7
166,"lichi , culpable muerte cientos ninos india https : //t.co/exd4mrvw6z via @ planeta_futuro",0,"Lichi, guilty death hundreds children india https: //t.co/exd4mrvw6z via @ planet_futuro"
167,"@ videsjavi nacionalsocialistas , fachas xd",0,"@ Videsjavi NationalSocialists, Feach xD"
168,@ kingsmiss ver alguno chusma vividores subvencionados rojomierdas produce nauseas # noveolosgoya # boicotalosgoya,1,@ Kingsmiss see some crazy livestocks rods produces nausea # noveolosgoya # boycotalosgoya
169,@ laikaorbital @ oficialjrivera @ gildelatorre1 jajajajaja jajajajaja comas pollo vuelves maricon,1,@ LAIKAORBITAL @ OfficialJrivera @ Gildelatorre1 hahahahaha hahahahaha commas chicken comeback maricon
170,"logse incorporated ( si pue ser ingles ) `` free state of jones '' indepes excluidos vaya ser quieran dar facha , oiga !",0,"Logse Incorporated (if you can be english) `` free state of jones '' INDEPTS excluded may be want to give facha, hear!"
171,"lichi , culpable muerte cientos ninos india https : //t.co/xw9ow9fh7j via @ planeta_futuro",0,"Lichi, guilty death hundred children india https: //t.co/xw9ow9fh7j via @ planet_futuro"
