,text,hs,translated_text
15,februar 2016 kamen neusten angaben # ard tagesschau trotz grenzkontrollen balkanroute 39000 # asylanten # deutschland,0,February 2016 came the latest information # ARD Tagesschau despite border controls BalkanRoute 39000 # Asylum # Germany
16,unterbringung gefangnis verbrechen begangen versto menschenwurde. # hungerstreik # rapefugees,1,Accommodation Prison crimes committed violating human dignity.# Hunger strike # Rapefugees
17,# merkel schlampe eigentlich idee gekommen land tiefgreifend verandern ? # merkelmussweg # refugeesnotwelcome,0,# Merkel slut actually idea came over land profound?# Merkelussweg # RefugeesNotWelcome
18,# weltfrauentag farce angesichts # merkeldiktatur vorangetriebenen # islamisierung # europas !,0,# World Women's Day Farce in the face of # Merkelikatur driven # Islamization # Europe!
19,"gratis hauser , wohnungen , handys u. offitickets # mindestsicherung , straffreiheit , vorreihung ambulanzen , schlaraffenland o # zib2 # asylanten",0,"Free Hauser, Apartments, Mobile Phones & Phones. Offitices # Minimum Securing, Impotable, Presentation Outpatient, Locksland O # ZIB2 # Asylum"
20,# beateuhse konzern vermarktet # scharia konforme sexprodukte - bitte boykottiert firma .,0,# Beatewse group marketed # Sharia compliant sex products - please boycotted company.
21,"laut # orban # merkel europa neuen 500.000 # asylanten fluten zusatzlich millionen , sowieso kommen . ende gelande d",0,"According to # Orban # Merkel Europe new 500.000 # asylum floods additional millions, anyway.END GRANDING D"
22,wahlen # griechenland riesige # asylanten-kontingente abnehmen . wetten ? # annewill,0,Elections # Greece huge # asylum quotas.Betting?# Annewill
23,moment ernst-grube-halle endlich geraumt # leipzig # npd # jn # legida # refugeesnotwelcome,0,moment Ernst Grave-Halle Endlich Grawing # LebogG # NPD # JN # Legida # RefugenesNoE
24,"# illner . erst hie , kamen top arbeitskrafte . lese wichsenden , vergewaltigenden , betrugenden # asylanten . # merkel",1,"# Illner.Only here, top workers came.Read Wichsenden, Rape, Assuming # asylum.# Merkel"
25,# merkel `` '' '' '' bezogen . volk kummern . # annewill # refugees # refugeesnotwelcome,0,# Merkel `` '' '' '' ''.Volk coffers.# AnneWill # Refugees # RefugeesNotWelcome
26,slovenien macht grenze dicht ! gute nachricht ! # merkelmussweg # abmerkeln # refugeesnotwelcome,0,Slovenia makes border tight!good news !# Merkel has to vote away # # REFUGEES NOT WELCOME
27,"luxushotels # asylanten unterkunfte umfunktioniert , # deutsche mussen primitiven heruntergekommenen slums leben. # annewill # ard",0,"Luxury hotels # Asylum accommodation converted, # Germans have to live primitive downgraded slums.# AnneWill # ARD"
28,"niemand gefragt , schaffen . # asylwahn # rapefugees # volksentscheid # asylrecht , # grenzen dicht , # merkel !",0,"Nobody asked, create.# ASYLAUN # RAPEFUGEES # People's decision # asylum law, # borders tight, # Merkel!"
29,ausnahmen beim # mindestlohn uberhaupt # scharia vereinbar # moslems betroffen . # spd # cdu # deutschland,0,Exceptions at # Minimum wage overhead # Sharia compatible # Muslims affected.# SPD # CDU # Germany
30,"pobelnde # asylanten zeigen kopf-ab-gesten stinkefinger # clausnitz . laut # ulbig ermittlungen gg . asylanten , gg . deutsche .",0,"Plosing # asylum showing head-off stink finger # Clausnitz.According to # Ulbig investigations GG.Asylum, GG.German."
31,"geld portokasse # merkel , steuergeld ? 500.000.000,00 euro fur un fluchtlingshilfe # asylanten",0,"Money Portokasse # Merkel, tax money?500,000,000.00 Euro for UN escape leaf # asylum"
32,"angst # asylanten , uberfremdung deutschlands . politiker wisst ganz genau ! ! reicht stopp ! !",0,"Fear of asylum, crossing of Germany.Politician knows exactly!Being!Is enough!Being!"
33,spahn # cdu wegfall mindestlohn fur # asylanten . klare schlechterstellunf einheimischen ! abwahlen !,0,Spahn # CDU Election Minimum wage for # asylum.Clear bad position locals!Deselect !
34,"hass # deutschland mal gebahnt , wen eigentlich treffen ? # rapefugees # politiker # ossis # journalisten ?",1,"HATT # Germany Time, who actually meet?# Rapefugees # politician # Ossis # Journalists?"
35,"d-radio : 2,8 millionen menschen # fluechtlinge # migranten # asylanten # tuerkei , verhandlungen # eu",0,"D-Radio: 2.8 million people # Flechtlings # migrants # asylum # Tuerkei, negotiation # EU"
36,nutzt erde geld ? kranker mensch geniet welt ! '' '' - goethe # deutschland # hartziv # merkel # fluechtlinge # asylanten,0,Does Earth use money?Sick person geniest world!'' '' - Goethe # Germany # Hartziv # Merkel # Flechtlings # Asylum
37,"jahr mussten eltern , tochter schwimmbad gingen , uberlegen , schon schwimmen konnen . # rapefugees",0,"Year had parents, daughter swimming pool went, superior, can already swim.# Rapefugees"
38,"# hartaberfair # eu lander land burger wichtiger # asylanten . moralisch , ethisch finanziell verstandlich",0,"# Hartaberfair # EU Lander Land Burger Important # asylum.moral, ethically financially understandable"
39,# besorgtegutmenschen regen : # khaled - # asylanten getotet . # lageso-toter - # moabithilft ente # handgranate - warfen # migranten,1,# Worried Guteben Rain: # Khaled - # asylum killed.# Lageso-dead - # Moabit helps duck # hand grenade - thread # migrants
40,"swr radio momentan werbung pro # asylanten gemacht , penetrant phase weihnachtssongs & fastnachts-seeligkeit",0,"SWR Radio Currently Advertising Pro # Asylum Made, Penetrant Phase Christmas Songs & Carnival Seels"
41,idee : # hartzer vs # asylanten einzelkampf . wer schneller nen arbeits/ausbildungsplatz findet deutsch lernt/kann darf bleiben .,0,Idea: # Hartzer vs # asylum detail.Who finds faster work / training place German learns / can remain.
42,# schweden burgerkriegsartigen zustanden ! lasche konservative irre sozialistische regierung fluten land # asylanten,0,# Sweden burger-war-like?Tab Conservative Irrore Socialist Government Floods Country # Asylum
43,utter zbale this hashtag # rapefugees,1,utter zbale this hashtag # rapefugees
44,gestern kamen # asylanten . heute nacht wurde versucht einzubrechen . # zufall ?,0,"Yesterday came # asylum.Tonight, attempt was tried.# conicidence ?"
45,"erschreckend , # frauen , 30 jahre # emanzipation zugunsten islamistischer # vergewaltiger tonne treten ! # rapefugees # afd",1,"Frightening, # women, 30 years # emancipation in favor of Islamist # rapist ton!# Rapefugees # AfD"
46,"# deutschland ubt # karneval regeln # scharia , eh bald # moslems feiern . deutsche # frauen angst zuhause",1,"# Germany ubt # carnival rules # Sharia, anyway soon # Muslims celebrate.German # women afraid at home"
47,mond gerade anschaue : # islamisierung abendlandes schon langst !,0,Moon just look: # Islamization Winning already long ago!
48,# fakt # ard : # asylanten fahren taxi herum steuerzahlerkosten . mehrere 100 . # merkel macht moglich ! unglaublich !,0,# Fact # ARD: # Asylum drive taxi around taxpayer costs.Several 100.# Merkel makes possible!incredible !
49,# asylanten einf 2 verschiedene menschen bzw volker/kulturen '' '' zusammenleg '' '' + sagen seit ma gluckl miteinander+versteht,0,# Asylum insert 2 different people or folks / cultures '' '' merge '' '' + say since Ma Gluckl knows +
50,# idomeni # asylanten # fluechtlinge schone vorstellung fur kameras . blanke gewalt . merkel druckt daheim krokodilstranen kissen . ? ?,0,# Idomeni # asylum # Fluechtlie Schae presentation for cameras.Blare violence.Merkel prints at home crocodilstrans pillows.??
51,"schnittmenge # npd # afd ? funny ... # euro ? # asylanten ? # islam ? # familie ? gibt schnittmenge , # afd gibt",0,"Quantity # NPD # AFD?Funny ... # Euro?# Asylum?# Islam?# family ?gives cut, # afd gives"
52,# arabisch schulsprache - # islamisierung # deutschlands vollem gange,1,# Arabic school language - # Islamization # Germany's full swing
53,"stelle gerade , ware , saudis deutschland einmarschieren wurden # scharia # krieg # syrien",0,"Job straight, goods, Saudis Germany were involved # Sharia # war # Syria"
54,wer verraten ? sozialdemokraten ! werner faymann derzeit paradebeispiel dafur . # kontingent # refugeesnotwelcome # traurig,0,Who betray?Social Democrats!Werner Faymann is currently prime example.# Contingent # RefugeesNotWelcome # sad
55,"lieber # horst # seehofer , # bayerische # staat braucht # strategie , # islamisierung # bayerns # riegel # vorschiebt ! # sz # faz",1,"Dear # Horst # Seehofer, # Bavarian # state needs # strategy, # Islamization # Bayerns # Riegel # advances!# SZ # FAZ"
56,"nix mehr '' '' leute # asylanten-heimen . gut , auer denen geklauten handys. # maischberger",0,"Nothing more '' '' People's asylum's homes.Good, outside those stolen cell phones.# Maischberger"
57,stelle kame frieden # asylanten syrischen passen wurden dorthin ausgeflogen .,0,Job Kame Peace # Asylum Syrian fit were executed there.
58,"# juliakloeckner . # cdu schaffen , weitere millionen # asylanten d locken dumme bevolkerung melken . wetten ?",0,"# Julia Klöckner.# CDU create, more million # asylums d lure stupid population milking.Betting?"
59,"# maischberger fratscher : geld fur migranten investition.bis dahin weiterhin # rapefugees , # islamisierung # is terroristen . # abmerkeln",1,"# Maischberger Fratzscher: Money for Migrants Investment.Bis continues # Rapefugees, # Islamization # is terrorist.# Eveliction"
60,"egal # partei , wahlt # orange # apfelsine ! # annewill # einprozent # grenzendicht # refugees # refugeesnotwelcome # deutschland",0,"No matter # party, chooses # orange # apple!# AnneWill # single percent # Limits close # Refugees # Refugees Not Welcome # Germany"
61,"# griechenland , beschlusse # asylanten blockieren is land , quartalsweise milliarden schnorrt , ?",0,"# Greece, declusing # asylums block is country, quarterly billions Schnorrt,?"
62,"# reker beugt # islam # scharia , schafft fur frauen sicherheitszonen ( =fluchtpunkte ) `` '' # fluchtlinge '' '' # koln # massenvergewaltigungen",1,"# Buyer bends # Islam # Sharia, creates for women security zones (= voice points) `` '' # escape ""'' '# Koln # mass rape"
63,# maischberger liefers : achten frauen ... . fur viele # rapefugees paradies hier.lasche strafen vergewaltigungen,1,# Maischberger supplier: eighth women ....For many # Rapefugees paradise here.Lasche punishment rape
64,perlen redaktionskonferenz - heute idee fur buchtitel : `` '' wunder # dresden - # islamisierung muslime '' '' # nopegida # nolegida,0,Pearls Editorial Conference - today idea for book title: `` '' Miracle # Dresden - # Islamization Muslims '' '' # Nopegida # Nolegida
65,"gemeinsam # pegida stehen , schulter schulter , zahnen bewaffnet , burgerkrieg # rapefugees # schauhin",1,"Together # Pegida Standing, Shoulder Shoulder, Teething Armed, Burger War # Rapefugees # Schuehin"
66,"# merkel rechnet 3,6 mio neuen # asylanten d 2020 ! vergleich : schatzung 2015 500.000 , gekommen > 1,1 mio . dank # cdu",0,"# Merkel expects 3.6 million new # asylum D 2020!Comparison: estimation of 2015 500,000, came> 1.1 million.Thanks # CDU"
67,"heute verstanden , dunkelhautigen schwarzen burkas dunkler  kultur  bunt ... # islamisierung",1,"Today understood, dark-skinned black burkas dark culture colorful ... # Islamization"
68,"sommer sommer # rapefugees , schade wahlen herbst .",0,"Summer summer # Rapefugees, pity election autumn."
69,gedanken frei -nicht mehr # europa # deutschland # sophienhof # koelnbhf # merkelmussweg # islamisierung # fluchtlingskrise,0,Thoughts free-not more # Europe # Germany # Sophienhof # Koelnbhf # Merkelussweg # Islamization # escape crisis
70,"wer fur deutsche # arbeitslose # obdachlose selben finanz . mittel fordert , `` '' # asylanten '' '' zukommen , beschimpft . absurd .",0,"Who for German # unemployed # homeless same financial.Means demanded, `` '' # asylum '' '' comment, insult.Absurd."
71,"wieso gutmenschen , vegetarier , veganer tierschutzer eigentlich `` '' halal '' '' -schlachtung ? # asylanten # fluchtlinge",0,"Why good people, vegetarians, vegan animal rights actually `` '' Halal '' 'slaughter?# Asylum # refugees"
72,"soldat , fluchtlinge u.a . # rapefugees nutzt , kritisiert tweets # inthebox - patridiot gewehr . na toll .",0,"Soldier, escape, etc.# Rapefugees uses, criticized tweets # InTheBox - Patridiot rifle.Great ."
73,sagen # afd wahler sollen # schamen . finde jungs # koelnhbf mehr grund schamen . # rapefugees,0,say # AfD Wahler should # Schamen.Find guys # Koelhbf more reason.# Rapefugees
74,"# maischberger laschet : pegida gibts westen nicht.leute trauen mitzulaufen wegen achtung , # islamisierung umso realer dor",0,"# Maischberger Laschet: Pegida there is non-west non-trust truncation due to attention, # Islamization all the Real Dor"
75,# beateuhse fordert # scharia uber internet-sexshop el asira # niederlanden,0,# Beatewse calls # Sharia Uber Internet Sexshop El Asira # Netherlands
76,danke # clausnitz fur # widerstand ! seid helden ! # sos # rapefugees # koelnhbf # cologne # islamisierung westdeutschland : danke ! ! !,1,Thank you # Clausnitz for # resistance!Be Heroes!# SOS # Rapefugees # Koelhbf # Cologne # Islamization West Germany: Thank you!Being!Being!
77,# hartaberfair gesagt brechen 66 % # asylanten ausbildung ab. # afd,0,# Hartabafair Said break 66% # asylum education.# AfD
78,# asylanten betteln nachbardorfern . lange kriminalitat versteckt ? # asylbewerber # fluechtlinge # asylum,1,# Asylum begging neighboring villages.Long crime hidden?# Asylum seeker # Flechtvints # asylum
79,", 's 100mal gesagt wurde , falsch : ab turkei syrer u iraker fluchtlinge mehr ! # refugeesnotwelcome",0,"'S 100 times told, wrong: From Turkey Syrian and Iraqi escape lots more!# REFUGESNOTWELCOME"
80,fluchtlingen sofort gratis villen & autos auszuhandigen versto menschenwurde . # hungerstreik # rapefugees,0,Refugees Immediately Free Villas & Cars Handy Infringement Human Dignity.# Hunger strike # Rapefugees
81,konnten schmarotzer kriminelle loswerden wurde # asylanten-schwemme beherrschbare zahlen runtergehen .,1,Criminals were able to get rid of the criminal criminals.
82,"# asylanten wohl mitbekommen , # linke , # gutmenschen , # antifa , deutsche nation , zerstoren ? ?",0,"# ASYLANTS well-kept, # left, # good people, # Antifa, German nation, destroy??"
83,"angst # islamisierung ? deutsche + europaische geschichte , tradition , brauche , sprache leben , lehren vermitteln ! # hartaberfair",0,"Fear # Islamization?German + European history, tradition, need, language life, teach!# hard but fair"
84,# oecd schatzt wachstum d nachsten jahren schwacher erwartet . boom # asylanten auer schulden ?,0,# OECD estimates growth of the next year weaker expected.Boom # Asylum Auer debt?
85,"mecklenburg-vorpommern 21.01.2016 spd 28 % afd 5 % , 16.02.2016 spd 22 % afd 16 % # bereicherung # fluchtlinge # spd # islamisierung",0,"Mecklenburg-Vorpommern 21.01.2016 SPD 28% AFD 5%, 16.02.2016 SPD 22% AFD 16% # enrichment # escape # SPD # Islamization"
86,"deutschlandradio kultur erfahren gerade , islam gg christentum frauenfreundlichere relion . # islamisierung # pegida",0,Deutschlandradio Culture is currently experiencing Islam GG Christianum Women Friendly Relion.# Islamization # Pegida
87,ca . 70.000 syrer fliehen kampfen . warum kampft endlich fur land ? # refugeesnotwelcome # fluechtlinge,0,"Approx.70,000 Syrian flee fight.Why is FINALLY FOR LAND?# RefugeesNotWelcome # Flechtlings"
88,warte # brennpunkt # ard +ein # zdfspezial thema # handgranate # maas + # kretschmann # asylanten,0,Wait # Focus # ARD + A # ZDF Special Topic # Hand Grenade # Maas + # Kretschmann # Asylum
89,integrierte abgeschoben ? illegale tater durfen bleiben ? ? wieso lauft falsch ? ? # refugeescrisis # islam # rapefugees,1,integrated deported?Illegal taders remain thirst for??Why is wrong??# RefugeesCrisis # Islam # Rapefugees
90,"liebe gutmenschen , einzelfall asylanten immer mehr. # kiel # sophienhof sieht schlummert armen # asylanten. # afd",0,"Love good people, individual case asylum more and more.# Kiel # Sophienhof sees slumbering arms # asylum.# AfD"
91,frankreich sagt 30t # asylanten aufnehmen..und seit jahresbeginn schon 100t aufgenommen . # merkel verpiss ! !,0,France says 30T # Take asylums..And since the beginning of the year already 100T recorded.# Merkel Piss!Being!
92,warum spendet # hoaxmap # werbeeinnahmen # opferfamilien # vergewaltigung # fluchtlinge # asylanten passiert,0,Why donates # Hoaxmap # Advertising revenue # Sacrificial Families # Rape # escape - # asylum happens
93,"# islamisierung # abendlandes schlimmste krise gegenwart , losen , zuruckdrangung # islam wuste .",1,"# Islamization # Worst Country Worst Crisis Present, Losen, Reset Pregnation # Islam Wuste."
94,# deutschland scheie findet warum wollt moglichst vielen # asylanten zumuten leben ?,0,# Germany shit finds why do you want to live with many # asylums?
95,"gefluchtete landern totalitaren ideologie # islam , # islamisierung gesellschaft anzuheizen # taqqiya # abmerkeln",0,"Founted countries Totalitarian ideology # Islam, # Islamization company to accumulate # Taqiya # vote"
96,deutschland europaern # islamisierung # zwangsmigration aufzwingen.das geht ! # afd # hartaberfair,0,Germany Europe's # Islamization # forcing forced migration. This is!# Afd # Hartaberfair
97,"brauche blog , glaube , 140 zeichen wenig . get rid of # islam # muslims # rapefugees",1,"Need blog, faith, 140 characters little.Get Rid Of # Islam # Muslims # Rapefugees"
98,deutschland staatlichkeit aufgegeben ! gg fugen gehoben ! herrscht irrsinn # islamisierung # cdu # hartaberfair,0,Germany statehood abandoned!GG joints lifted!there is madness # Islamization # CDU # Hartaberfair
99,ifo-chef # sinn warnt fluchtling kostet # deutschland 450.000 euro ! ! ! # asylanten,0,"Ifo boss # Sense warns escape costs # Germany 450,000 euros!Being!Being!# Asylum"
100,warum wurde # mob # clausnitz # polizei aufgelost situation beruhigen ? # fluchtlinge # fluchtlingskrise # asylanten,0,Why was # MOB # Clausnitz # police soothing situation?# Escape # Fleet Crisis # asylum
101,"ungarn volksabstimmung durchfuhren , macht ! # refugeesnotwelcome",0,"Hungary Imploten, power!# REFUGESNOTWELCOME"
102,seit beginn # asylflut sprunghafter anstieg # vergewaltigungen fast 500 % ( ! ! ! ) . # abmerkeln ! wehrt ! # grenzendicht # rapefugees,1,Since the beginning of the beginning # asylum flood of jumped increase in # Rape almost 500% (!!!).# Voice!Sharing!# bordering # Rapefugees
103,nrw : duisburg-marxloh erst anfang ... rest arbeit # abmerkeln # islamisierung # migranten,0,NRW: Duisburg-Marxloh First start ... Remainder work # vote # Islamization # migrants
104,# clausnitz 1000 anzeigen wg . korperlicher angriffe+ # diebstahl eingegangen ? # kolnhbf # polizei # rapefugees # handgranate # asyl # merkel,0,# Clausnitz 1000 Show wg.Physical attack # Theft entered?# Cologne Hbf # police # Rapefugees # hand grenade # asylum # Merkel
105,"# kiel wer immer blockparteien wahlt , macht mitschuldig kommenden verbrechen ! ! ! ! ! ! # abmerkeln # rapefugees # afd wahlen !",1,"# Kiel who always elements block parties, makes complicity coming crime!Being!Being!Being!Being!Being!# Eveliction # Rapefugees # afd elections!"
106,deutsche frauen # rapefugees opfern . # wasistlinks,1,German women # Rapefugees sacrifice.# Wasistlinks
107,# illner . deutsche wirtschaft freude # asylanten uberschlagen . ziehen schwanz . warum ?,0,# Illner.German economy joy # express asylum.Pull tail.why ?
108,"tun # clausnitz ? neuen # asylanten , kampf asylmafia , # merkel gericht stellen , # cdu abwahlen uberall !",0,"Do # Clausnitz?New # Asylum, Fight asylum Mafia, # Merkel Court, # CDU preview all over!"
109,"# asyl-befurworter , nie # asylanten zuhause aufgenommen habenkann ernst nehmen .",0,"# Asylum Before, never have recorded asylum at home."
110,"mio arbeitslose muslimische # asylanten deutsche mehrheit land lassen & mehrheit nazis beschimpfen , # cdu !",0,"Mio Unemployed Muslim # Asylum's German Majority Land Let & Majority Nazis, # CDU!"
111,"# multikulti eigentlich , # islamisierung schon .",0,"# Multikulti actually, # Islamization already."
112,heutige tagesscheisse heist # hoaxmap . tatsachlichen vergewaltigungen # fluchtlinge # asylanten erwahnt .,0,Today's daycare mean # Hoaxmap.Actual Rape # Clothes # ASYLANT mentions.
113,"ja realitat wirklich unbequem , ignorieren . # islam # scharia # salafismus # multikulti",0,"Yes realitat really uncomfortable, ignore.# Islam # Sharia # Salafism # Multikulti"
114,"uberzeugung , notwehr : afd wahlen landtagswahlen , d kaputt # abmaasen # regsprecher # krimigranten # rapefugees",0,"Convention, Emergency Wine: AfD Elections Landtag options, D broken # Masure # Registromin # Crime Crime # Rapefugees"
115,"gesagt : `` '' # domian  , hasse '' '' abgefeiert ... : - ( # gez # wdr # 1live # koelnhbf # rapefugees",0,"Said: `` '' # Domian, Hasse '' '' ""Filtered ...: - (# GEZ # WDR # 1Live # Cologne HBF # Rapefugees"
116,"bezeichnend : musl.verbande schlieen `` '' allianz fur weltoffenheit '' '' an.hinterher , hilft # islamisierung # abmerkeln",0,"Significant: Islam.Connections Close `` '' Alliance for cosmopolitanism '' '' 'History, helps # Islamization # vote"
117,geruchten zufolge finden netzen fischer # mittelmeer inzwischen mehr passe fische ! ? ? # fluchtlinge # asylanten # merkel,1,"Radio, Nets Fischer # Mediterranean now find more passe fish!??# Classes # Asylum # Merkel"
118,wurde gern mal # sondersendung taglichen # inlanderfeindlichkeit sehen . # refugeesnotwelcome # brdregime # volksverrater # unrecht,1,Was I like to see # special broadcasting santic # landmark.# RefugeesNotWelcome # Brdregime # Volksverrater # wrong
119,"allermeisten immer begriffen : # islam eigenen # menschenrechte , # scharia-basiert . deppen !",1,"Allermost always understood: # Islam's own # human rights, # Sharia-based.Pard!"
120,fast 100.000 neue # asylanten kamen januar 2016. # bamf geht 500.000 furs gesamte jahr ? konnen mal rechnen ?,0,"Almost 100,000 new # Asylums came January 2016. # BAMF goes 500,000 for all year?can count?"
121,"kandidaten eigentlich , hashtags # rapefugees # krimigranten wurden glaubwurdiger und/oder serioser ?",0,"Candidates Actually, Hashtags # Rapefugees # Crimigrant were believed and / or Serious?"
122,stadt tausende neue muslime ! millionen muslime brauchen gebetsraume ! bald tausende moscheen gebaut ! # islamisierung !,0,City thousands of new Muslims!Millions of Muslims need prayer room!Soon thousands of mosques built!# Islamization!
123,"# krimmigranten behandeln , hinlanglich berichtet ? militars annahernd abartig verhalten , davon mu 2/4",0,"# Treat criminaligrants, reported down?Militar behavior behavior, of which MU 2/4"
124,fluchtlinge zwangsweise privathaushalten einzuquartieren thema landtagswahlen . # merkel # rapefugees # vorhersagetweet,1,Refugees forcibly private households quarter animals theme country elections.# Merkel # Refugee # prediction tweet
125,"heimleiter # asylanten heim clausnitz entlassen , afd mitglied..soviel demokratie diskriminierung hochster stelle ! !",0,"Home Manager # Asylum House Clausnitz released, AfD Member..soviel Democracy Discrimination Highest Position!Being!"
126,"warum # deutschland solidarisch rest europa ? , weiteren langzeitarbeitslosen vergewaltigenden # asylanten",1,"Why # Germany Solidary Rest Europe?, Other long-term unemployed rape asylum"
127,# asylanten kommen erbarmlichsten zustanden & bringen 4*hotels taschengeld all incl ? # merkel denkt gehen ?,0,# Asylums are most likely to come about & bring 4 * hotels pocket money all inclusive?# Merkel thinks?
128,"# schwulenhilfe # berlin richtet fur schwule # asylanten schwulen-unterkunfte , gekoppelt schw.puff konnten asylanten arbeiten",1,"# Golenhilfe # Berlin sets up for gays # asylum gay accommodations, coupled Schw.Puff could work asylum"
129,"recht ominos zugungluck . wusste gerne , lokfuhrer hassan , ali mohammed hieen # fluechtlingskrise # islamisierung",0,"Right Ominos train accident.Would like to know, driver Hassan, Ali Mohamed Hieen # Fluechtling Crisis # Islamization"
130,durfen stuttgart `` '' # fluchtlinge '' '' `` '' # rapefugees '' '' immer kostenlos stadion ? ; - ) ) # vfbbvb,0,May Stuttgart `` '' # Refugees '' '' '`' '' # Rapefugees '' '' Always free stadium?;-)) # VfB BVB
131,"frau `` '' m turkischen wurzeln '' '' erzahlt , beunruhigt direkt neben schule tochter # asylanten-heim aufmacht . fiese rassistin",0,"Mrs. `` '' told in Turkish roots' '' '', worried beside next to school's daughter # asylum's home.Fine racist"
132,fluchtlinsheime denen tag gratis rinderfilet serviert versto menschenwurde. # hungerstreik # rapefugees,1,Escape Heaters Which day for free cattle fillet serves violence.# Hunger strike # Rapefugees
133,"vorhin jemand erzahlt , # handgranate evtl . # asylanten selber kam ? wei jemand ?",0,"Prev earlier, # hand grenade possibly.# Asylum myself came?Does anyone?"
134,fur # schweinefleischpflicht ! ! ! hilft # islamisierung ! ! !,1,For # pork liability!Being!Being!Helps # Islamization!Being!Being!
135,"# europa gro , nie islamisch . bleiben . nein # islamisierung europas !",1,"# Europe big, never Islamic.stay .No # Islamization of Europe!"
136,"traut sagen wirklich lauft , mal samstag fruh pott arbeit fahren # asylanten # domian",0,"Traut Really Ready, Saturday Fruh Pott Work Driving # Asylum # Domian"
137,# merkel 100.000e # asylanten spanien abschieben uberall gespart & > 20 % arbeitslos sind.das solidaritat ! heuchlerin,0,# Merkel 100.000e # Asylum Spain Splighting Everywhere Supply &> 20% are unemployed.The solidarity!hypocrite
138,"zeiten , # rotherham moglich , einsehen , # islamisierung bereits stattgefunden !",0,"Times, # Rotherham Possible, view, # Islamization already took place!"
139,# griechenland # grenze # mazedonien mu # radikalen # migranten klar : fluchtlinge mehr # krimigranten # rapefugees,1,# Greece # border # Macedonia Mu # radical # migrants clear: Escape More # Crime Migrants # Rapefugees
140,# deutschebank sagt # asylanten helfen wirtschaft.die kompetenz denen ubrigens geschaftszahlen ablesen .,0,# German Bank says # asylums help economy.The competence will reading the experienced business.
141,"warum ladt eigentlich mal normalen burger # maischberger , thema # asylanten geht ?",0,"Why is actually normal burger # Maischberger, topic # asylums goes?"
142,# sachsen # asylanten . bitte pauschalisieren . schuld cdu ( regiert land+bund ),0,# Saxony # asylum.Please fancy.Guilt CDU (rules Land + Bund)
143,"# hartaberfair schwahn : .das problem fehlende geld , angst # islamisierung landern eu .",0,"# Hartaberfair thong:. The problem lacking money, fear # Islamization Lermen EU."
144,"liebe # gemeinden # bayern , legen # asylanten # obergrenzen fest setzen # notfalls # gericht ! # sz # faz # zeit # nzz",0,"Love # communities # Bayern, put # asylum # upper limits fix # if necessary # court!# Sz # FAZ # Time # NZZ"
