,text,hs,translated_text
14,@ user @ user comme n'etes juif etes con sale .,1,@ User @ User as Jewish and stupid.
15,liverpool  islam psg terrorisme fuck nasser,1,Liverpool Islam PSG Terrorism Fuck Nasser
16,grece : transferts refugies migrants vers continent  accelerent @ url @ url,1,GREECE: Transfers Migrant Refugees to Continent Accelent @ Url @ Url
17,@ user @ user  islam valide terrorisme  oppose fait daesh  absolument e... @ url,1,@ User @ User Islam valid terrorism opposed Daesh absolutely e ... @ URL
18,feuilleton betisier ( 3 ) cohn bendit parlant jlm complotiste anti macronien normal vu formation trotzkiste... @ url,1,Feuilleton Betisier (3) COHN BENDIT PARLANT JLM Complotiste Anti Macronien Normal Vu Formation Trotzkiste ... @ URL
19,@ user brefffffffffff  attarde plus psq aller rester point vue mien donc revoir,1,@ User briefffffffffffFFTe more PSQ Go Staypoint Point Mien So Review
20,@ user ds campagnes ..ou macron met 72 migrants village 400 personnes ... vont aller l... @ url,1,@ User DS Campaigns .. or Macron puts 72 village migrants 400 people ... will go ... @ URL
21,migraction 59 faveur migrants calais @ url via @ user,1,Migraction 59 Calais migrants @ URL via @ user
22,@ user cet attarde mental meme diplome . donnez emploi a chomeur .,1,@ User this mental attrade even diploma.Give job in Chomeur.
23,migrants finlandais aveugle ! @ url,1,Finnish blind migrants!@ URL
24,@ user wallah frere  a renois ici si disent mal arabes dorment archi mal ( hamdoulla... @ url,1,@ User Wallah Frere Renis here if they say bad Arabs sleep badly (hamdoulla ... @ Url
25,noirs rebeus veut tous eradiq... @ url,1,Black rebex wishes all eradiq ... @ Url
26,plutot collabos gauchiste tourne yeux leurs pauvres congeneres causes d'eux mi @ url,1,rather leftist collaboration turns eyes their poor cargo causes of them mi @ Url
27,waves renois phobie ca  angoisse,1,Waves Renois Phobie Ca anguish
28,a geneve hein.. crois  aussi debile ici pauvre attarde  . va falloir aller ramasser s... @ url,1,In Geneva huh .. Believe also a poor Attrade.We'll have to pick up ... @ URL
29,@ user c'est cet attarde,1,@ user it's this attrde
30,si tuerie # complotiste # antisemite # pittsburgh frappe aujourd'hui # usa n'oublions cette ideol... @ url,1,If killing # complotist # antisemitis # Pittsburgh strikes today # USA let's forget this iDeol ... @ URL
31,renois font gars cite courent comme mbappe chien connait # cesoirtribunal,1,Renois guys cite run as mbappe dog knows # cesoirribunal
32,@ user @ user @ user rends compte ? soldats couche giflent tous pays arabes voisins . respect !,1,@ User @ User @ User Reforms?Soldiers layer slang all neighboring Arab countries.!
33,rt @ user quand voit carnage maduro gauchiste prefere melenchon ude4c @ url,1,RT @ User when sees Carnage Maduro leftist Prefere Melenchon Ude4C @ Url
34,rt @ user @ user @ user @ user @ user gauchiste libertaire catholique tres orthodoxe,1,@ User @ User @ User @ User @ User leftist Catholic Very Orthodox Libertarian
35,@ user c'est video apparemment c'est plus dire qu'il spontane ca voit c'est peu mongol bande,1,@ user it's video apparently it's more to say that he spontaneous it sees it's little mongol band
36,[ serie d'agressions violence : faits trop peu nombreux corse ] ( @ url via... @ url,1,[Violence violence: fairy trop peu Numberux Corse] (@ URLI Via @ URL
37,@ user augmentation violences proportionnelle a l'arrivee migrants africains illegaux france . paris e... @ url,1,@ User increase proportional violence to the African migrant arrival ILLEGAUX France.Paris e ... @ Url
38, a twitter noirs font bruit allah dehors jamais vu noir dire sale arabe  inverse hein,1,a black twitter make noise allah out ever seen black say dirty arab reverse huh
39,renois abusez a tomber milieu piste bowling,1,Renois Abuse Falling Medium Track Bowling
40,voici fait macron moment applique plan diabolique  islamisation france reveillez mer... @ url,1,Here is Macron Moment Applique Diabolical Plan Islamization France Watch out sea ... @ URL
41,faire comparatif entre # shoah # juifs & amp ; ' # invasion # migrants majorite # economique es... @ url,1,Comparative between # Shoah # Jews & amp;'# invasion # migrants majority # Economic es ... @ Url
42,@ user c'est propre a gauche terrorisme intellectuel l'histoire l'a demontre montre encore .,1,@ User it's clean left intellectual terrorism history has again shown.
43,@ user qu'il deguise arabe noir juif sais quoi j'm'en branle . deguiseme... @ url,1,@ User that he degenes Arab black Jew know what I'm wanking.DEGISEMENT ... @ URL
44,# immigration # islam quand clans arabes font loi allemagne . tant laxisme fait vomir . lire . @ url,1,# Immigration # Islam when Arabic clans are law Germany.Both laxity makes you vomit.read .@ URL
45,renois trompent beaucoup blancs trompent mieux . mdr waow keske j'raconte,1,Renois deceive many white deceived better.MDR WAOW KESKE IRACT
46,@ user waw jvai defoncer jiji parles comme ca aime violence jv briser grosse pomme terre va,1,@ User waw jvai Defeat Jiji parles like it loves violence jv break big potato earth goes
47,@ user @ user  antisemitisme jours vient  extreme-gauche  islam .,1,@ User @ User Antisemitism Days comes Extreme Left Islam.
48,@ user surtout arabes . parfait sport plus buveurs vent leurs... @ url,1,@ User especially Arabs.Perfect sport more drinkers wind their ... @ URL
49,genre jai envoye seance dmuscu snap gar dit mere sale arabe avc vieux chanteur parlant ch... @ url,1,Like I sent Sexy DMUSCU Snap Gar said Mother Dirty Arab Arabic Old Singer Speaking Ch ... @ Url
50,ah oui presse francaise va continuer d'expliquer qu'un arabe criant allahu akbar tuant mecreant n'est... @ url,1,Oh yes French press will continue to explain that a shouting Arab Allahu Akbar killing meter is ... @ Url
51, montee populismes  explique cette peur migrants clandestins  @ url,1,Montee Popismes explains this migrant fear illegal @ Url
52,@ user memes font morale contre l'avortement ... .,1,@ User same make moral against abortion ....
53,allemagne : clans arabes font loi ... .,1,Germany: Arabic clans are law ....
54,juif : bonnes fetes roch hachana,1,Jewish: Happy Feast Roch Hachana
55,contre l'immigration l'islamisation france seul parti defend france c'est rn ( dlf ) @ url,1,Against Immigration Islamization France alone Party Defend France This is Rn (DLF) @ Url
56,@ user  sale arabe tous memes  envie gifler,1,@ User dirty Arab all even envy slap
57,renois genes titans wsh poussent 3 jours stock,1,Renois Genes Titans WSH push 3 days stock
58,c'est attarde ! tombe !,1,It's Attrede!grave !
59,@ user @ user gagner temps notons a present c'est lobby juif controle a fois :,1,@ User @ User Win Time Notions A Present It's Jewish Lobby Control A Times:
60,@ user @ user tant d'imbeciles realisent a quel point l'invasion arabo-musulmane l'europe peut etre dangereuse .,1,@ User @ User so imbeciles realize how the Arab-Muslim invasion Europe can be dangerous.
61, pietine mere  sale noir sale arabe ,1,Southern Mere Sale Noir Sale Arab
62,rt @ user tous potes clara m'appellent pote chinois mdr ouf g l'impression tant ressembler noich q,1,rt @ User All Potes Clara call me Chinese friend lol ouf g the impression both look like noich q
63,grande-bretagne : priere musulmane recitee ( arabe ) avant  ouverture session conseil municipal d... @ url,1,Great Britain: Muslim Prayer Recite (Arabic) before opening Session Municipal Council D ... @ URL
64,rebeus pp messi death note ca parle puces @ url,1,Rebeus PP Messi Death Note Ca Speaks Chips @ Url
65,sasuke bete naruto attarde donc sasuke @ url,1,Susumu Susuma Susuma Susuma RL
66,@ user ca attires rebeus,1,@ User CA rebeus attractions
67,# lfauit @ user doit voir # mongol,1,# LFAIT @ User must see # Mongol
68,reponse type gauchiste scandale # nickconrad : condamne ...,1,Reply leftist type scandal # Nickconrad: condemns ...
69,seigneur j'apprends qu'une giga pute ancien lycee gueule contre l'avortement .,1,Lord I learn that a Giga Pute Old Lycee mouth against abortion.
70,bah non rebeus aussi grosse bite  bon tg @ url,1,bah no rebeus also big cock good tg @ url
71,@ user non torchon national gauchiste marianne fait article contre mechencon revealleluia !,1,@ User Non Gauchist national tea towen Marianne does article against Mechencon Revealluia!
72,quel mongol fait cela ? signature ... @ url,1,Which Mongol does this?Signature ... @ URL
73,nouvel eldorado rebeus plus trading mtn c'est l'aeroport,1,new eldorado rebeus plus trading mtn it's the airport
74,ferme gros mongol retourne tweeter merde @ url,1,Farm big mongol returns tweeter shit @ Url
75,capable lacher sale arabe sale negre sous l'effet colere premier degre ... j'ai u... @ url,1,Capable Dirty Arab Sale NEGRE Under The Effect Cole First Degre ... I have a ... @ URL
76,ca enlevez ca localisation allez voir renois1 pcq localise renois 2 vu  a trop con... @ url,1,CA REMAIN CA LOCATION Come on see Renois1 PCQ LOCALISE RENOIS 2 VU ARE TOO CON ... @ URL
77,@ user bon tg force sale arabe,1,@User Sister Tug Force in Arab
78,vegans sont-ils contre l'avortement ?,1,Are vegans against abortion?
79,maghrebines attires renois elles comme lgbt oblige revendique .,1,Maghrebines attractive Renois them as LGBT requires claims.
80,@ user @ user frequemment arabes reconaissent france belle mieux sans francais !,1,@ User @ user frequently Arabs recover France beautiful better without french!
81,@ user sale comme juif ...,1,@ User dirty as Jewish ...
82,gare propos islamophobes facho gauche droite . l'islam belle religion paix partag... @ url,1,ISLAMPHOBES FACHO RIGHT RIGHT RIGHT.The Islam Beautiful Religion Peace Shared ... @ URL
83,top : @ user 'bienvenue a # cergy migrants africains completement nus agressent sauvagement francais... @ url,1,Top: @ User 'Welcome to # Cergy African migrants completely naked are wildly aggressive French ... @ URL
84, aime meufs renois ?  bah pourquoi aimerai ? @ url,1,Loves Meufux Renois?Bah why would love?@ URL
85,@ user clair . veulent etre rebeus renois reussir a pecho meufs reste s... @ url,1,@ User light.want to be rebex rewrite to have a pecho girl stays ... @ URL
86,ferme geule connasse chansons rebeus si veux vivre comme ca etc rentre chez ici france # udpp,1,Farm mouth knows Arab songs if you want to live like it etc returns here France # UDPP
87,lmao yaura moins rebeus certaines lignes actuelles ratp @ url,1,LMAO YAURA less rebex Some current lines RATP @ Url
88,viens decouvrir mode nuit twitter vraiment attarde,1,Come discover Mode Night Twitter really Attrede
89,renois peux dire l'aime bien trouve belle psk sinon tete va croire bey... @ url,1,Renois can say like finding beautiful psk otherwise head will believe bey ... @ Url
90,@ user @ user raciste mdrrr quel veut parler renois parle mal femmes rebeu,1,@ User @ User Racist Mdrrr What wants to speak Renois speaks bad women rebeu
91,# hdespros @ user vient plateau comme tout gauchiste veut imposer discours . font de... @ url,1,# HDESPROS @ User comes tray as any leftist wants to impose speech.make ... @ Url
92,tout s'est passe trump continue d'alimenter theorie complot antisemite ... pays perdition.... @ url,1,Everything happened Trump continues to feed theory plot antisemite ... Country Perdition .... @ URL
93,gateaux rebeus : etape 1 @ url,1,Repel cakes: Step 1 @ Url
94,@ user @ user negationnisme racisme anti-blanc l'islamo-gauchiste @ user meme argume... @ url,1,@ User @ User Negationism Racism Anti-White Islamo-leftist @ User even argument ... @ URL
95,degout degout degout . faut accueillir migrants africains alors ' richesses pourrai... @ url,1,DEGOUT DEGOUT DEGOUT.To accommodate African migrants then 'riches can ... @ URL
96,@ user @ user pck tape tjr actions renois griezmann,1,@ user @ user pack tape the actions renois griezmann
97,@ user l'africanisation l'islamisation l'europe c'est l'importation murs associees . n... @ url,1,@ User Africanization Islamization Europe is the importing walls associated.N ... @ URL
98,invite afrique - algerie :  migrants beaucoup plus vulnerables maintenant  leila berrato @ url,1,Invite Africa - Algeria: Migrants much more vulnerable now Leila Berrato @ Url
99,tous jours negro  fridayyy,1,daily Negro Fridayyy
100,@ user encore mechants blancs oppresseurs n'ont qu'ils meritent . logiciel gauchiste reste... @ url,1,@ User still happy white mocks have only they deserve.leftist software remains ... @ Url
101,@ user c'un attarde j'suis mort tellement fier,1,@ User C'un Attrade I'm dead so proud
102,@ user bah s'ils disent qu'ils francais donc migrants ? faut donc expulser !,1,@ User Bah if they say they french so migrants?So expel!
103,@ user gros vas  mettre aussi ?  a renois demandent dire nigga dites nigga... @ url,1,@ User big going to put too?A Renois ask Nigga Say Nigga ... @ URL
104,malheureusement # france perdu dix retrouves ! # migrants # stopimmigration @ url,1,Unfortunately # France lost ten finds!# Migrants # Stopimmigration @ Url
105,renois rebeus creent division entre communautes devrait enfermer goulags,1,Renois rebex create division between communities should lock goulags
106,perso j'accueillerais bien 1 migrant chaque nick conrad a expulser .,1,Perso I would welcome 1 migrant every Nick Conrad to expel.
107, failli postuler magasin fringues fait penser a garde-robe bobo-gauchiste non-bina... @ url,1,FAILLI POSTURED BRINGES STORE MAKES TO CONTINUE TO BOBO-GAUCHIST NON-BINA ... @ URL
108,@ user @ user  islamisation marche ! pauvrete generalisee partout france .,1,@ User @ User Islamization walking!POVERTY GENERALIZED EVERY FRANCE.
109,nan attends va trouver raciste non plus si campion l'appelle jaune ching chong fu man shu @ url,1,nan wait will find racist either if Campion calls yellow ching chong fu man shu @ url
110,@ user sale payday juif arabophile retourne cuisine !,1,@ User dirty Payday Jewish Arabophile returns kitchen!
111,encore gens 2018 lache sale arabe merde rue trouve ca normal . l'ignorance tuera tous .,1,Still people 2018 dache dirty Arab shit street find it normal.Ignorance will all kill.
112,renois mere payent jamais taxis,1,Renois Mother never pay taxis
113,@ user  extreme droite pouvoir (  police coupe semelles enfants migrants ment age expulser ...  ) ... @ url,1,@ User Extreme right power (font cutting soles migrants migrants minting expel ...) ... @ URL
114,@ user @ user  france  ... .  afrique  propos  ri... @ url,1,@ User @ User France ....Africa about ri ... @ URL
115,mdrr mec parle bites noirs ca voit connait teubs rebeus  bon ca mdrrrr stop @ url,1,mdrr guy speaks black dicks ca sees knows rebeus teubs good ca mdrrrr stop @ url
116,@ user salut islamotrump ! demande juste gauchiste gardiez foi ... . @ url,1,@ User Hi Islamotrump!Just leftist request keep faith ....@ URL
117,nouvelles yeezy pue grand mere  renois rebeus gile-fra suceur bite suivent mode,1,New Yeezy Pue Grand Mere Renish Rebeus Gile-Fra Sucking Cock Follow Mode
118,appeler enfant mohammed aidera integrer.. forme terrorisme intellectuel ... @ url,1,Calling Child Mohammed will help Integrer .. Form intellectual terrorism ... @ URL
119,@ user bah nn rebeux  haine envers renois yen bcp + renois jtrouve,1,@ User bah nn rebellious hatred to renois yen bcp + Renois jtrouve
120,ca heureusement  cote italien sauve rebeus entre trop grave @ url,1,Fortunately Italian rating saves rebeus between too serious @ Url
121,ceux contre l'avortement ceux-la memes peine mort,1,those against abortion these the same death sentence
122,entre vals moix france perd ... .. euh grand chose fait . exile refugies qu'on peut . @ url,1,Between Vals Moix France loses ... .. uh much done.exile refugees that can be.@ URL
123,@ user @ user selon doit laisser enfants traiter l'autre sale arabe sale blanche ? drole d'education,1,@ User @ User according to Must Leave Kids Treat the Other Dirty Arab Dirty White?Drole d'Education
124,rt @ user hashtag # pasdevague sonne enfin glas l'ideologie laxiste gauchiste predomine depuis annees sein,1,rt @ User hashtag # pasdevague finally sounds glazing the ideo lax gauchist Predomine since years old
125,evidemment bon gauchiste ca faydeuxtweets apres ca  a plus  arguments sinon contredit meme ... ... @ url,1,Obviously good leftist Ca fayeuxTweets after it has more arguments otherwise contradicts even ... ... @ URL
126,sai ciume mongol,1,Sai Ciume Mongol
127,pittsburgh : poison  antisemitisme encore tue ( pcf ),1,Pittsburgh: Multivity Poisemitism Encore Tue (PCF)
128,@ user contre  avortement  pire contre transexualite trouve,1,@ User against abortion worse against transsexuality finds
129,faut refuser d'accueillir l'aquarius transporte surement faux migrant... @ url,1,To refuse to welcome the aquarius transports probably false migrant ... @ URL
130,absolument ! faut l'arraisonner mer marine nationale arreter tous occupants expulser migrant... @ url,1,absoutely !Needs the Eraser Sea Marine National Stop All Occupants Expelling Migrant ... @ URL
131,l'europe n'est menu a carte lance macron pays refusent d'accueillir migrants @ url,1,Europe is menu a card launches Macron Country refuse to accommodate migrants @ Url
132,@ user c'est donc ca secret beaute bonheur eternel,1,@ user it's so it's it secret beauty lordly happiness
133,@ user sale arabe arrete d'envahir pays violer filles voler travaille !,1,@ User Arab dirty stops invading country violate girls flying work!
134,noirs rebeus veut tous eradiquer...,1,Black rebex wants to eradicate ...
135,allez nique mere sale juif @ url,1,go nique mother dirty jew @ url
136,@ user pendant 40 ans anonne :  immigration ( africaine ) chance france ! resultats... @ url,1,@ User for 40 years Anonated: Immigration (African) Chance France!RESULTS ... @ URL
137,ilham aliyev recoit homologue mongol - photos @ url,1,Ilham Aliyev receives counterpart Mongol - Photos @ Url
138,@ user ah ? jsp j'ai bloque direct cmb ?,1,@ User ah?JSP I block CMB direct?
139,sud-coreennes veulent migrants ! @ url via @ user,1,South Coreennes want migrants!@ URL via @ user
140,arabes presque reussis a faire croire coca cocaine israel faisait complot cette boisson,1,Arabs almost successful to make coca cocaine israel made this drink plotting
141,probleme migrants c'est comme moustique testicule violence sert a rien ...,1,Migrant Problem It's like mosquito testicle violence serves nothing ...
142,comment  plus beau tout rebeus @ url,1,How more beautiful rebane @ Url
143, bien gauchiste,1,waked
144,@ user app mongol,1,@ user app mongol
145,@ user si arabes disent coupables  surement innencents,1,@ User if Arabs say guilty surely innecents
146,arabes vont dire   oeil gens @ url,1,Arabs will say eye people @ URL
147,@ user oui veut non plus migrants islamo-africains !,1,@ User Yes does not want Islamic-African migrants either!
148,imaginez seulement si enfants preferent sortir renois reubeu asiat @ url,1,Imagine only if children prefer out coming out Renois Reubeu Asian @ URL
149,rt @ user parti melenchon condamne visite 185 patrons francais isralnla section rennaise parti islamo-gauchiste,1,rt @ User Party Melenchon Condemns Visit 185 French Patterns Isralnla Section Rennaise Party Islamo-leftist
150,# muslims # islamisation # grandremplacement... @ url,1,# muslims # islamisation # grandremplacement... @ url
151,allemagne : clans arabes font loi . police decide reagir eviter faire traiter d... @ url,1,Germany: Arabic clans are law.Police decided reagir avoid processing ... @ URL
152,@ user  attarde verite souviens 2015 quand fait sortir contre juve nombre  occa... @ url,1,@ User Attrade Verite remember 2015 when coming out against Juve Occa number ... @ URL
153,@ user  aime voir fr lyncher pr vrai arabes noirs ca comptes pr beurres mais... @ url,1,@ User likes to see FR Lyncher for true black Arabs it accounts for butters but ... @ URL
154,@ user ultra-religieux n'ont rien contre viol ! contre l'avortement !,1,@ Ultra-religious user have nothing against rape!against abortion!
155,soutenons patriotes allemands comme luttent contre l'islamisation pays destruction not... @ url,1,Support German patriots as fight against Islamization Country destruction not ... @ URL
156,@ user comme quoi c'est bien gauchiste pire espece .,1,@ User like what it's leftist worse species.
157,@ user mec origine ti parle mdrr sale arabe,1,@ User guy Origin Ti speaks Mdrr dirty Arabic
158,n'y d'islamisation france .,1,Is there Islamization France.
159,mdr rebeus discrets connais  inquietes @ url,1,discrete rebex mdr know worried @ Url
160,ah ouin  contre  avortement sais-tu  quoi vasectomie,1,oh ouin against abortion do you know what vasectomy
161, reduire couts d'une immigration exageree expulser plus rapidement delinquants faux dema... @ url,1,REDUCE COSTS OF EXAGEREE IMMIGRATION EXPULZE FAST DELIVERS FALSE DEMA ... @ URL
162,d'apres @ user police ferait mieux travail s'il plus d'arabes noirs parmi policier... @ url,1,After @ User Font would work better if any more black Arabs among police officer ... @ URL
163,@ user balkaniques font tout violence sauvagerie . peuples n'auront jamais paix int... @ url,1,@ Balkan users make any violence wildcare.Peoples will never have peace int ... @ URL
164,putain quel mongol @ url,1,whore what mongol @ Url
165,@ user c'est totalement cas deja essaye prononcer ca tele verras c'est peu comme l'expression gauchiste,1,@ user it's totally case already trusted pronouncing ca tele verras it's little like the leftist expression
166,prenez cque voulez delire meufs rebeus france  vraiment  plus dego... @ url,1,Take CQE Want Delire Girls Rebeus France Really More Defro ... @ URL
167,qu'en pensent obscurantistes pro-agrochimie pro-developpement a outrance anti-ecolos autres climato-scepti... @ url,1,What do they think pro-agrochimia pro-development has anti-ecolos other climato-scepti ... @ URL
168,tout noir quand negro refusent rentrer dormir # ceweekendilsvonttropabuser,1,all black when negro refuse to go back to sleep # CeweekendResvontropabuser
169,@ user dis j'essaie faire meme meme attarde,1,@ User Say I try to do even Attrade
170,@ user c'est acte antisemite mot n'est facile a prononcer car l'auteur n'est ni noir ni arab... @ url,1,@ User It's a word antisemite act is easy to pronounce because the author is neither black nor arab ... @ Url
171,manuvre gauchiste habituelle : @ user essaye detourner l'attention portee # nickconrad utilisant... @ url,1,Usual leftist handrail: @ User tries to look at attention # Nickconrad using ... @ URL
172,rebeus connais ni  eve ni  adam ( oui expression vieille ) arretez rajouter fb ca  arr... @ url,1,Rebees know neither Eve nor Adam (yes old expression) stop adding fb ca arr ... @ url
173,bizzarement  a renois  insultent plus grosses putes  univers ? mdr,1,Bizzareusely A Renois insult bigger universe whores?mdr
174,ahahah croit dur comme fer l'avion ligne fait pirouettes quel giga mongol @ url,1,ahahah believes hard like iron the plane line made pirouettes which giga mongol @ url
175,rappel :  annee dernieretrump suggere juifs pourraient commettre crimes haine antisemites e... @ url,1,Reminder: last yearTrump suggere Jews could commit crimes hatred antisemits e ... @ URL
176,s'imaginer ' # africain vient # europe n'est qu'un pur fantasme etant donne 90 % # migrants africains re... @ url,1,Imagine '# African comes # Europe is only a pure fantasy Give 90% # African migrants re ... @ URL
177,corse rachid.. soir traite sale arabe direct a tele . ..ahahah . .rachid ... @ url,1,Corsica Rachid .. Evening Dirty Arabic Dirty TELE...ahahah..rachid ... @ URL
178,s'il fallait decrire armee policiere nazi etrangere implante e centre prisons refugies essaye secret hypn... @ url,1,If it was necessary to describe Armee Polish Nazi Foreranger implant in the center prisons refugees try secret hypn ... @ URL
179,@ user bordel attarde force,1,@ User Bordel Attrede Force
180,rt @ user @ user @ user @ user @ user @ user bonjour gauchiste bobo reveille apre,1,@ User @ User @ User @ User @ User @ User Hello leftist Bobo wake a look
181,donc vient vraiment sortir rue   raciste sale arabe ?  ? grenoble epatant,1,So really comes out Racist rue dirty Arab??Grenoble Epatant
182,chez arabes meme peine poser question @ url,1,at Arabs even sentence ask questions @ URL
183,bensebaini quel gros mongol merite beau pied bouche . # srfcpsg,1,Bensebaini What big Mongolian MERITE beautiful mouth foot.# srfcpsg
184,# hapsatousy - # zemmour parfaite illustration denonce # zemmour : l'hysterie dictature terror... @ url,1,# Hapsatousy - # Zemmour Perfect Illustration Denonce # Zemmour: Hysterie Dictature Terror ... @ URL
185,@ user encore attitude bobo gauchiste ..,1,@ User still attitude BOBO leftist ..
186,splash identitaires pensaient tomber negro stupide meres @ url,1,Splash Identitaires thought to fall negro stupid meres @ Url
187,non non disent pauvres bobos gauchistes deja soumis a l'islam ...,1,no no say poor leftist Bobos already submitted to Islam ...
188,1 - prenoms arabes .,1,1 - Arab names.
189,islamo -gauchiste peut etre elu lorsque communautarisme majoritaire ! @ url,1,Islamo -gauchist can be elected when the majority community!@ URL
190,senateur pillon contre  avortement contre mariage gay contre divorce contre pensions aliment... @ url,1,PILLON SENATE against abortion against gay wedding against divorce against pensions food ... @ URL
191,@ user beau musee lequel nom bourreaux cache ! seul terrorisme connaissons porte nom :  islam,1,@ User beautiful museum which name hangs cache!Only terrorism knows the name: Islam
192,@ user rebeus baises leurs frangines deboussoles,1,@ User rebeus fucking their frongines Debussoles
193,@ user @ user renie mange tout . mangerai bien gauchiste bobo j'ai... @ url,1,@ User @ User denie eats everything.eat well leftist bobo I ... @ Url
194,@ user apporte quoi part sale geule  arabe grand mere,1,@ User brings what dirty leaves Arab Grand Mother
195,@ user @ user @ user l'islam n'est terrorisme ... .mes tous terroristes pratiques l'islam ... . attentats islam ... .,1,@ User @ User @ User Islam is terrorism ... .mes all practical terrorists Islam ....Islam attacks ....
196,wesh cameraman cssse couilles filme gros porc rebeus hagrid remplace simeone # asmatl,1,Wesh Cameraman Casse Balls Film Wholesale Pork Rubeus Hagrid Replaces Simeone # Asmatl
197,@ user remplacez  education nationale   islam   pedophilie   terrorisme   professeur  p... @ url,1,@ User Replace National Education Islam Pedophilie Terrorism Professor P ... @ URL
198,@ user @ user faut arreter discours stupide humanotaro-gauchiste consiste a importer gue... @ url,1,@ User @ User must stop stupid manotaro-leftist speech consists in importing gue ... @ URL
199,@ user @ user musulmans vaste terrorisme voile religion fiche assise islam langue... @ url,1,@ User @ User Muslims Vast terrorism Sailing religion sheet sitting Islam language ... @ URL
200,@ user quand plus  agneaux  aid comment vas faire sale arabe barbu terroriste crie tt a... @ url,1,@ User when more lambs help how to make dirty arabic bearded terrorist shouts tt a ... @ URL
201,@ user ptydttyddtrrtdd ouf mprends sale arabe,1,@ User ptydtddtrtrdd ouf MPENDS Dirty Arab
202,@ user @ user bonne blague . l'esclavage arabo-musulman terrorisme l'islamisme c'est deja mal comme degats .,1,@ User @ User good joke.The slavery Arab-Muslim terrorism Islamism is already bad as degates.
203,@ user @ user tg fdp sale chien sale juif gaz encetr,1,@ USER @ USER TG FDP Sale Dirty Dog Jewish Gas Encert
204,zizou sale arabe deteste  possible prends influencer sais quoi espece s... @ url,1,Zizou dirty arabic arabe possible take influence know what species ... @ url
205,@ user non sale noirs sale arabe,1,@ User NOT Dirty Black Arabic
206,@ user @ user @ user s'il l'a fait c'est bien . gauchiste sait bon .,1,@ User @ User @ User if it did it's good.leftist knows good.
207,@ user @ user ... vrai anchois aller lune invente million technologie !,0,@ User @ User ... True Anchovy Go Moon Invents Million Technology!
208,eh renois faut reveiller @ url,0,Eh Renois must awaken @ Url
209,@ user sjw feministe twitter sale combo,0,@ user sjw feministe twitter sale combo
210,@ user @ user sais aussi pourquoi dessus ? parce si veut demain bah ya plus d'ani ... @ url,0,@ User @ user know also why on it?Because so want tomorrow bah is more ani ... @ Url
211,@ user dekoi parle jte dis ps honte dire half black lieu half pakpak attarde,0,@ User Dekoi speaks jte say ps shame say half black place half pakpak attrde
212,@ user ohhh violence meuuurs,0,@ user ohhh violence meuuurs
213,@ user @ user l'empire mongol,0,@ user @ user l'empire mongol
214,@ user @ user @ user etes contres pma tout monde contre  avortement . el... @ url,0,@ User @ User @ User and PMA courses any world against abortion.El ... @ URL
215,@ user contre l'avortement ?,0,@ User against abortion?
216,@ user @ user @ user d'autant plus bizarre flavius josephe reste juif jusqu'au bout ongles .,0,@ User @ User @ User all the more bizarre Flavius Joseph remains Jewish to the nail tip.
217,quand sors chez coiffeur  vraiment plus beau tous rebeus,0,when goes by hairdresser really more beautiful all rebaneus
218,@ user @ user oui comprends pourquoi ceux veulent accueillir migrants n'en prennent pas... @ url,0,@ User @ User Yes Includes why those want to accommodate migrants do not take ... @ URL
