post_id,page_id,post_message,post_story,created_at,like_count
57,2,"""Patriotismus und Weltoffenheit sind keine Gegensätze -
sie bedingen einander!
Nur wer sich selbst achtet, achtet auch andere!""

-Horst Köhler","Ich bin Patriot, aber kein Nazi shared Ehre und Anerkennung den deutschen Soldaten's photo.","2016-01-26 18:00:01",0
58,2,"Franzosen müssen ihr Haus in Calais vor marodierenden Fachkräften und deren linksextremen Unterstützern verteidigen! Deutsche: Schaut euch diese Bilder an. Bereitet euch vor...","Ich bin Patriot, aber kein Nazi shared Smash Cultural Marxism's video.","2016-01-24 16:55:00",0
59,2,"RAF-Methoden sind nun offenbar auch legitim um politische Gegner auszuschalten. Leute, passt auf euch auf!

http://www.huffingtonpost.de/2016/01/24/afd-karlsruhe-schuesse-_n_9063626.html?utm_hp_ref=germany&ir=Germany",NULL,"2016-01-24 18:11:34",0
60,2,"[...]
""Mir ist in der Tat vor kurzem etwas irrwitziges passiert. Es beweist einmal mehr, dass sich der politische Wind im Lande gedreht hat. Ein Kollege kam mir kürzlich entgegen und trug nichts weiter als ein normales T-shirt. Nichts ungewöhnliches könnte man meinen. Nun vor wenigen Wochen hatte ich ihn noch stets mit einem „Refugees-Welcome“- Shirt herum stolzieren sehen. Eine klare Aussage, wie ich finde. Obwohl ich natürlich kein Verfechter von einem generellen „Refugees-Unwelcome“ bin, muss ich doch anmerken, dass jener Kollege dem Menschenschlag der Salongutmenschen angehört. Oder vielleicht eher dem Typus des dumpfen Mitläufers. Denn seit kurzer Zeit trägt er schließlich das Shirt nicht mehr. Ja auf die Frage hin, warum er denn das Hemd nicht mehr anzieht und ob er JETZT seine Meinung etwa geändert hat, bekam ich sinngemäß folgende Antwort.

„Also nee…ich war immer schon skeptisch bei dieser Flüchtlingsgeschichte.“

EINEN SCHEI…Warst du!

Vor nur ein paar Wochen hätte dieser JUNGE (der Körper eines Erwachsenen macht einen Mann noch nicht zum Mann) jeden Menschen als Nazi tituliert, der auch nur zu leiser Vorsicht bei der Migrationswelle gemahnt hätte. Dieser ungeheuerliche und dennoch vorhersehbare Fall von Mitläufertum erinnerte mich jedoch an das Ende der Nazis oder vielleicht gar das Ende der DDR bzw. jedes Regimes. Als der Zweite Weltkrieg vorbei war, zogen viele Nazi-Funktionäre, darunter auch etliche Kriegsverbrecher, ihre Uniform wieder aus und versuchten sich unter das Volk zu mischen. Nach dem Ende jedes Regimes, will es keiner gewesen sein. Dann wollte keiner gewusst haben, wie es zu all dem kommen konnte. „Ich war niemals Nazi/Kommunist/Sozialist/Unterstützerjener-oder dieser Partei und so weiter.“ So taten auch viele Stasi-Mitarbeiter einfach ihren Mantel ablegen und so tun, als sei nichts geschehen.

Genauso könnte es wieder verlaufen. Sollten wir gewinnen und die Verhältnisse sich grundlegend ändern, erleben wir vielleicht den spontanen und überraschenden Wandel von etlichen Persönlichkeiten, denen man das niemals zugetraut hätte.

„ICH war doch schon IMMER Patriot!“ – Das werden einige heraus posaunen.

„Also ich habe euch natürlich heimlich immer unterstützt…“ – Werden viele behaupten.

Die Wechselbälger der neuen Zeit mögen uns in der Masse nicht interessieren. Wichtig ist nur, dass wir jene nicht vergessen, die JETZT und in der VERGANGENHEIT die Macht haben oder hatten. Also. Zeichnet alles auf! Nicht um den Nachbarn zu denunzieren, sondern um die Machthaber und ihre Lakaien nicht vor ihrer Verantwortung entkommen zu lassen.

Damit wir dank moderner Technik auch in zehn Jahren noch wissen, wer sich über den Tod des deutschen Volkes gefreut hat, wer eine Armlänge Abstand gefordert hat und wer aktiv bei der Abschaffung des Landes mitgeholfen hat.

Wie viele Journalisten und Politiker agieren schon seit Jahrzehnten gegen das eigene Volk, die Nation und alles was uns heilig ist? Wie viele haben sich mit Namen und Rang an der Vertuschungs- und Verleugnungspolitik beteiligt? Diese Menschen dürfen ihre Uniform am Ende nicht einfach ausziehen und dann so weitermachen als wäre nichts gewesen. Die dürfen nicht einfach in das zivile Leben zurückkehren und die Biedermeier-Gemütlichkeit ihrer Privatwohnungen konsumieren.

[...]","Ich bin Patriot, aber kein Nazi shared Young-German's post.","2016-01-24 18:55:55",0
61,2,"Mal wieder zur Erinnerung: Aufkleber für den patriotischen Umbruch. Hier holen: http://nonkonform-denken.de/patriot","Ich bin Patriot, aber kein Nazi shared Blaue Narzisse's photo.","2016-01-24 23:07:05",0
62,2,"Merkel leidet, wie viele Mächtige, an Selbstüberschätzung, die sie mittlerweile immun für Kritik macht!",NULL,"2016-01-25 07:30:10",0
63,2,"Wir alle zahlen Sanierung von Facharbeiter-Gebissen! Denkt daran, wenn ihr die nächste Behandlung selbst zahlen müsst oder die Beiträge steigen. Da zahlt man doch gerne ein... Solidargemeinschaft ?",NULL,"2016-01-25 10:30:56",0
64,2,"Damit ihr immer unsere Meldungen seht!",NULL,"2016-01-25 12:30:07",0
65,2,"Mordversuch auf AfD-Mitglied!

""Ein 36-Jähriger ist beim Aufstellen von Wahlplakaten für die Alternative für Deutschland (AfD) in Karlsruhe von einem Unbekannten beschossen worden. Der mit einem Schal vermummte Angreifer hatte den Plakatierer zuvor angesprochen, wie die Polizei am Sonntag mitteilte.
Laut Darstellung des Kreisverbands der rechtskonservativen AfD forderte der Mann den 36-Jährigen auf, zu verschwinden. Nach Erkenntnis der Polizei setzte sich der Plakatierer daraufhin in seinen Lieferwagen um loszufahren, doch der Unbekannte zog eine Pistole aus einer Tasche und schoss von außen durch das geschlossene Beifahrerfenster. Dabei verfehlte er den Fahrer, der unverletzt davonfuhr. Nach dem Vorfall am Samstagabend suchte die Polizei zunächst vergebens nach dem Schützen.""",NULL,"2016-01-26 16:00:00",0
66,2,"Ein Vorstoß der Facebook-Seite ""Faktislam"".
Hmm, ob das auch für die Christen in Syrien, Saudi-Arabien und der Türkei gilt?",NULL,"2016-01-27 08:00:08",0
67,2,"Was haltet ihr von einer Verfassungsbeschwerde? Die Plattform EinProzent (www.einprozent.de) hat angekündigt, dass der bekannte Staatsrechtler Prof. Schachtschneider beauftragt wurde, eine solche Beschwerde vorzubereiten. Finanziert wird diese Beschwerde von EinProzent. Es bleibt spannend!","Ich bin Patriot, aber kein Nazi shared Ein Prozent für unser Land's post.","2016-01-26 20:20:10",0
68,2,"Geht es noch erbärmlicher?","Ich bin Patriot, aber kein Nazi shared Einwanderungskritik's post.","2016-01-26 21:07:11",0
69,2,"+ Eil Meldung +",NULL,"2016-01-27 12:08:15",0
70,2,"Rund 1,2 Millionen Schüler im Alter zwischen sechs und 16 Jahren bekommen Nachhilfeunterricht - obwohl ein Drittel von ihnen befriedigende bis sehr gute Noten hat. Das ist das Ergebnis einer repräsentativen Elternbefragung im Auftrag der Bertelsmann Stiftung.",NULL,"2016-01-27 14:00:09",0
71,2,"Patrioten!

Leider haben wir keine guten Nachrichten für euch. Mit einer fadenscheinigen Begründung hat Facebook uns für das posten von Medien (Bilder, Videos) gesperrt!

Die Meldung lautete, dass wegen vieler Urheberrechtsverletzungen diese Entscheidung getroffen wurde. Dazu stellen wir folgendes fest: 2015 wurde nicht ein einziger Inhalt wegen Urheberrechtsverletzungen entfernt. Kann eine Person nachweisen, dass sie Urheber einer Grafik ist, wird diese immer von Facebook entfernt. Dies war also bei uns NICHT der Fall. Daraus resultiert, dass die Begründung glatt gelogen ist. 

Wir stellen zudem fest, dass andere patriotische Seiten mit der gleichen Begründung für das posten von Medien gesperrt wurden. Zufall?

Fakt ist, dass Facebook und die Bundesregierung mit der Stiftung der ehemaligen STASI-Spionin (Frau Anetta Kahane), der Amadeu Antonio Stiftung, zusammen arbeitet. Zusammen will diese Personengruppe ""Hasskommentare"" bei Facebook bekämpfen. Wer genau dort welche Aufgabe hat ist absolut undurchsichtig und nicht nachvollziehbar. Kurz nach dem Beginn dieser Zusammenarbeit wurden viele Bilder von unserer Seite gelöscht, weil sie angeblich gegen die Facebook Gemeinschaftsstandards verstoßen... Zufall?

Wir fühlen uns zum ersten mal machtlos und unterdrückt. Die Zensur ist in Deutschland nun Alltag. Die Bundesregierung will verhindern, dass wir unsere Kräfte bündeln und uns organisieren. 

Wir geben jedoch nicht auf und werden weiter posten. Allerdings haben Bilder und Videos die höchste Reichweite, weshalb wir vermutlich nicht mehr wöchentlich 6 Millionen User erreichen werden. Wir prüfen zudem rechtliche Schritte, auch wenn das vermutlich keinen Erfolg haben wird, da nicht deutsches Recht ausschlaggebend ist. 

Mit lieben Grüßen,
Euer Admin-Team",NULL,"2016-01-27 16:00:58",0
72,2,"Typisch linke Presse. Jeder, der sich für sein Vaterland einsetzt, ist rechts, reaktionär, gar ein schlimmer Nazi. Diesmal hat es die Vernetzungsplattform EinProzent erwischt. Lügenpresse?","Ich bin Patriot, aber kein Nazi shared Ein Prozent für unser Land's post.","2016-01-27 15:24:55",0
73,2,"Derzeit können wir Dank willkürlicher Facebook-Zensur weder Bilder noch Videos verbreiten. Doch wir lassen uns nicht den Mund verbieten! Daher: Wieso nicht einen guten Textbeitrag verbreiten? 

""Wir erleben die 'Jahre der Entscheidung'. Es geht um unser Land, unser Volk, um Europa. Nicht weniger und nicht mehr."" Dringende Leseempfehlung!","Ich bin Patriot, aber kein Nazi shared Ein Prozent für unser Land's post.","2016-01-27 19:51:55",0
74,2,"Heute haben sich ALLE großen Online-Medien der Bundesrepublik mächtig blamiert. Sie meldeten ohne Überprüfung, ein Syrer sei in Berlin aufgrund unmenschlicher Behandlung durch die Behörden gestorben. Nun hat sich herausgestellt: Ein linker Flüchtlingshelfer hat den Tod des Syrers erfunden.",NULL,"2016-01-27 22:10:08",0
75,2,"Kulturelle Bereicherung in Schweden:

""Schweden ist für Frauen das gefährlichste Land außerhalb Afrikas geworden, mit einer Vergewaltigungshäufigkeit, die zehnmal höher liegt als bei seinen europäischen Nachbarn.""
(David Goldman, Asia Tones)",NULL,"2016-01-28 20:30:02",0
76,2,"WOW! Daimler konnte bis jetzt 40 Flüchtlinge einstellen. Für Praktika. Superüberfachkräfte halt. #wirtschaftswunder",NULL,"2016-01-28 21:00:59",0
77,2,"Sehr treffend: ""In Wahrheit ist den Politikern das Volk vollkommen egal. Es gibt bis jetzt nicht das allergeringste Abkommen von der bisherigen autogenozidalen Einwanderungs-Politik. Wenn ein Partei-Apparatschik wirklich von den schrecklichen Ereignissen betroffen wäre, so müsste er ja einsehen, dass diese Politik falsch ist. Er müsste eine radikale Kehrtwende machen und sich beim Volk entschuldigen, er müsste um Verzeihung betteln, weil ihn seine Schuld so sehr bedrückt. Doch nichts dergleichen geschieht. Die politische Klasse befiehlt die derzeitigen Verbrechen, weil sie sie nicht verhindert, obwohl sie könnte, wenn sie nur wollte. Diese Heuchelei ist absolut widerlich und wir sollten ihr vor allem mit einem begegnen: Zorn.""",NULL,"2016-01-29 08:31:38",0
78,2,"Die Verfassungsbeschwerde von Ein Prozent für unser Land und Prof. Schachtschneider startet! 

Besorgte Bürger klagen gegen einen Staat, der mit seiner Asylpolitik unser aller Zukunft gefährdet. Merkel muss weg! Grenzen dicht!",NULL,"2016-01-29 20:05:16",0
79,2,"Viele Branchen verdienen gut an der Flüchtlingskrise und der deutsche Steuerzahler zahlt. Teilweise fahren Flüchtlinge für ein paar hundert Meter zum Arztbesuch mit dem Taxi. Schaut euch das Video in dem Beitrag an.

http://www.mdr.de/exakt/fluechtlingswelle100.html",NULL,"2016-01-30 11:24:00",0
80,2,"Hammerpost von Felix Baumgarter

https://www.facebook.com/FelixBaumgartner/posts/10153949158828804:0","Ich bin Patriot, aber kein Nazi shared Felix Baumgartner's photo.","2016-01-30 14:32:00",0
81,2,"Die Kurzfassung der Verfassungsbeschwerde von Professor Schachtschneider und ein Ein Prozent für unser Land ist nun online und kann eingesehen werden. Ein Ziel: die Amtsenthebung von Angela Merkel und  Sigmar Gabriel!",NULL,"2016-01-30 09:11:02",0
82,2,"Diese Aussage Petrys treibt den Hochleistungs-Gutmenschen den Schaum vor den Mund. 

Doch merke:

 § 11 Schußwaffengebrauch im Grenzdienst

(1) Die in § 9 Nr. 1, 2, 7 und 8 genannten Vollzugsbeamten können im Grenzdienst Schußwaffen auch gegen Personen gebrauchen, die sich der wiederholten Weisung, zu halten oder die Überprüfung ihrer Person oder der etwa mitgeführten Beförderungsmittel und Gegenstände zu dulden, durch die Flucht zu entziehen versuchen. Ist anzunehmen, daß die mündliche Weisung nicht verstanden wird, so kann sie durch einen Warnschuß ersetzt werden.
(2) Als Grenzdienst gilt auch die Durchführung von Bundes- und Landesaufgaben, die den in Absatz 1 bezeichneten Personen im Zusammenhang mit dem Grenzdienst übertragen sind.","Ich bin Patriot, aber kein Nazi shared tagesschau's photo.","2016-01-30 23:39:52",0
83,2,"""Sie müssen alle an der Grenze abgewiesen werden!""

COMPACT-Magazin hat die gestrige Pressekonferenz in Berlin zur Verfassungsbeschwerde von Prof. Schachtschneider und Ein Prozent für unser Land in voller Länge aufgezeichnet. Hier das Video:","Ich bin Patriot, aber kein Nazi shared Ein Prozent für unser Land's post.","2016-01-31 14:22:25",0
