comment_id,post_id,anonymized_user,message,created_at
48,5,74f30b6cf33e8b52,"Raus damit","2015-04-16 13:18:21"
49,6,f610cf37a992849e,"Top noch mehr von dem gesöcks!","2015-04-16 20:31:23"
50,6,32d33daf19f7db1e,"Raus mit dem Rattenpack","2015-04-16 20:31:23"
51,6,afc63fc5106945a5,"raus aber sofort der krieg fängt schon an","2015-04-16 20:31:23"
52,6,7eb554fabb40ea70,"Lasst uns schiffe versenken ...","2015-04-16 20:31:23"
53,6,84797a06a9f37ebf,"Wieso festgenommen, gleich nachschmeißen ins Meer!","2015-04-16 20:31:23"
54,6,1f4e57f29e183637,"Drecks pack. ...","2015-04-16 20:31:23"
55,6,4a121362d27b346c,"Spielen wir Bimbos versenken","2015-04-16 20:31:23"
56,6,fc7f00078bc85c43,"Tja dann doch mal herzlich willkommen im CHRISTLICHEN LAND bei den bescheuerten GUTMENSCHEN!!!","2015-04-16 20:31:23"
57,6,3c52b507911711db,"ALLES NUR HETZE","2015-04-16 20:31:23"
58,6,2ca58d616db3e2ec,"dafür gibts torpetos","2015-04-16 20:31:23"
59,6,48048b89f6001c0c,"gebt mir schnell einen  Bohrer","2015-04-16 20:31:23"
60,6,4a5cc7eb5a196878,"Ihr nazis..traurig","2015-04-16 20:31:23"
61,6,0d7f58a3b74f2739,"Die ganze Bereicherung verdanken wir nur christlich verblödeten Vollpfosten. 
Kardinal Francesco Montenegro, zu dessen sizilianischer Erzdiözese Agrigent die Flüchtlingsinsel Lampedusa zählt, appellierte an die Italiener, sich vor dem Flüchtlingsnotstand nicht zu verschließen. Ganze Bevölkerungen würden sich derzeit in Bewegung setzen, man könne nicht wegschauen.","2015-04-16 20:31:23"
62,6,b5b25035bd4e0cef,"Manchmal macht es eben die richtige Mischung...!!!","2015-04-16 20:31:23"
63,6,bed227f6f7a5ea3d,"warum schleppt man dieseschiffe nicht zurück nach afrika ??","2015-04-16 20:31:23"
64,6,5bbb367106e2f1e7,"na vielleicht merken jetz der vielen gutis den wahren grund dieser aktionen !!! aufwachen !!!","2015-04-16 20:31:23"
65,6,d766dfb93914e8da,"Die sollte man alle wieder zurück schicken,garnicht erst in unser Land lassen..","2015-04-16 20:31:23"
66,6,fcb2982162997270,"Genug ist genug, wir brauchen keine Teppichbrüder !!!","2015-04-16 20:31:23"
67,6,85873cb14b158dc3,"Und die Roth ist für noch mehr Flüchtlinge lief gerade im TV alle bei Roth einziehen das ist doch eine Lösung","2015-04-16 20:31:23"
68,6,68ebb9d121d22296,"Meine fresse, labert ihr alle eine scheisse.....","2015-04-16 20:31:23"
69,6,3775ab1294dd64db,"Echt zum kotzen hier, andauernd werden meine Kommentare gelöscht","2015-04-16 20:31:23"
70,6,d4256c30979a1182,"sicher doch. Nur schade ist, dass es nicht jedem Deutschen möglich ist D zu verlassen. Wäre interessant wie sich diese unfägigen Politiker sich dann hinstellen um das Pack zu ""bereichern""","2015-04-16 20:31:23"
71,6,853d85013f921fe9,"Ich sags ja immer wieder gerne: die die am lautesten nach Toleranz schreien,  sind doch die intolerantesten. Nur rein ins Land mit dem ganzen gesocks.","2015-04-16 20:31:23"
72,6,96866be8dc7c3658,"Demnächst in Deutschlands Moschen und auf Salafistenveranstaltungen auf unseren Straßen. Ein Hoch auf unsere Politiker.","2015-04-16 20:31:23"
73,6,32902482189632b2,"Schiff entern und zurück schleppen oder versenken","2015-04-16 20:31:23"
74,6,857a6c886a14a17d,"So kennt man die Musels.Ist halt ein hinterhältiges Pack.","2015-04-16 20:31:23"
75,6,c13e11d47175f8f9,"tja...man konnt gestern wieder die FATIMA Roth im ZDF bewundern wie sie wieder alle leute zu NAZIS macht die nicht in der flüchtlingsfrage mit ihr einer meinung sind....die dame von der AFD hat es auf den punkt gebracht....wir haben hier in deutschland gesetze die für das ASYL zuständig sind.....da soll nun geprüft werden ob jemand politisch verfolgt wird, oder einer minderheit in seiner heimat angehört die verfolgt wird....usw....da tauchen für mich nun fragen auf :.......wer prüft denn eigentlich den wahrheitsgehalt der menschen die hier her kommen ????? der kleine scheiss beamte ?? der froh ist wenn 16.00 uhr ist ????nächte frage wäre......wozu gibt es denn über haupt die gesetze wenn sie dann nicht mal durchgesetzt werden ??????? hier in deutschlan leben offiziell  ca. 65000 menschen deren asylantrag abgelehnt wurde.....was bitte machen die dann noch hier ???????????","2015-04-16 20:31:23"
76,6,824943e114869723,"An den Haken nehmen und in den Ausgangshafen zurückschleppen !","2015-04-16 20:31:23"
77,6,1582d4fd882e8a20,"Immer wenn man einen weißen Hai braucht ist keiner in der Nähe:)","2015-04-16 20:31:23"
78,6,ad5d900a142b969f,"da hilft nur eins die boote von unten anbohren. man die werden hier nicht gebraucht und nicht gewollt","2015-04-16 20:31:23"
79,6,21ca7565f7968ba6,"Zurück mit denen","2015-04-16 20:31:23"
80,6,853d85013f921fe9,"Der islam gehört unter Strafe verboten.","2015-04-16 20:31:23"
81,6,e400188de0d20787,"Selbst in der grössten Not, tun sich die Menschen grausames an. Pfui Teufel?????","2015-04-16 20:31:23"
82,6,901307f7849402ab,"Ich habe viele dieser Kommentare gelesen und muss feststellen, dass genau diese unüberlegte Aussagen die Politiker aufschreckt aber nicht zum nachdenken animiert. Man kann auch mit ausgewählten Worten, Politik beeinflussen. Mit Hass(predigten) erreicht man gerade mal das Gegenteil. Und zu Wahlen Parteidemokratoren abstrafen. Richtig wäre es, so wie Frau Petri (AfD9 zu argumentieren, dass Asylanten immer ein Übergangsbleiberecht beantragen können. Dies sind ca. 30% der Ankommenden. Und die anderen 70% sollten sofort zurückgewiesen werden. Wenn der Kommentar, Muslime warfen Christen ins Meer, der Wahrheit entspricht, sollte doch die Kirche Stellung beziehen. Aber die ist wiederum von Staatszuschüssen abhängig. Wer das Assylantenheim in Tröglitz anzündete ist ja immer noch nicht nachgewiesen, aber die Medien machen damit Stimmung und zerstören die Gesellschaft. Die eigentliche Schuldfrage für diesen Fremdenhass muss sich die Bundesregierung mit ihren Steigbügelhaltern (Landesregierungen, Landratsämter usw.) zuschreiben lassen. Die ALLE haben keinen A .....   in der Hose.","2015-04-16 20:31:23"
83,6,a88583d9cb4018d4,"warum schützt die italienische Küstenwache uns nicht vor diesen Verbrechern ??? wenn die ersten 5 Boote versenkt wurden , ist esw vorbei mit diesem Spuk !!","2015-04-16 20:31:23"
84,6,d7b3d11892ff3168,"Sofort an Ort und Stelle einfach versenken, wenn sich das rum spricht werden es auch nicht mehr so VIELE versuchen um nach Europa zu kommen.","2015-04-16 20:31:23"
85,6,18ed62fc0f305742,"Was ist man von Moslems anders gewöhnt.Das Pack kann mitlerweile nur noch Morden und hinterhältig Töten.","2015-04-16 20:31:23"
86,6,6f07cbb60f406faa,"Die neonazis haben schon recht mit dem was sie machen diese drecksausländer gehören vergaast man kann nicht mal mer mit seiner freundin einkaufen gehen ohne das 2dreckstürken einen am eingang dumm anmachen asozial ist sowas un der staat macht nix AUSLÄNDER RAUS!!!!!!!!!!!!!!!","2015-04-16 20:31:23"
87,6,11988c3a7eb647e4,"Sobald die Muslime in der Mehrzahl sind fangen sie automatisch damit an ihren Gottesstaat zu errichten. Der Terror nimmt dann seinen Lauf.","2015-04-16 20:31:23"
88,6,6715f7fad1739d17,"Das ganze Schiff versenken die Bundeswehr sollte Jagd auf die machen und versenken","2015-04-16 20:31:23"
89,7,8acea189036f77df,"Na meine Güte   .Traumatisierte Kindlein halt. ?","2015-04-17 13:31:59"
90,7,0144161019d837d2,"Große Worte, Jugendbande zerschlagen...","2015-04-17 13:31:59"
91,7,48048b89f6001c0c,"macht mal was gegen die banden in den großstädten ihr versager drogen menschenhandel und und und","2015-04-17 13:31:59"
92,7,ae2bbc9c69a5ec3c,"Scheis nazis","2015-04-17 13:31:59"
93,7,d4febfd2cef4cd46,"Wir wollen keine Russen hier!","2015-04-17 13:31:59"
94,8,c8be8aa95642342a,"Sind das unser  Facharbeier","2015-04-20 16:44:37"
95,8,137c9c6970afb7fc,"Aber man darf ja nix sagen wirst gleich zu den rechten in die ecke gestellt .","2015-04-20 16:44:37"
96,8,16490dfcc25acc96,"ich bin nach 45 geboren und ich schulde dem rest der welt einen scheissdreck!Wenn dieses dreckspack bei mir einbrechen würde-ich würde nicht die bullen rufen-aber die-garantiert!","2015-04-20 16:44:37"
97,8,2a7281fb77845229,"Schöne kommis, das geht runter wie ein Schweineschnitzel, weiter so...","2015-04-20 16:44:37"
98,8,6f07cbb60f406faa,"@137c9c6970afb7fc was ist daran so schlimm zu den rechten gestellt zu werden also ich sage immer offen meine meinung zu diesen scheiß ausländern mir egal was die andren denken oder sagen und ich finde das sollten noch viel mehr machen sonst endert der staat nie was es gibt viel zu wenige neonazis  sagt eure meinung offen diese scheiß kanacken solln raus aus unserem land!!!!!!!","2015-04-20 16:44:37"
99,8,b7c5f0549bd33780,"Kriminelle Ausländer sollte man hinrichten! an den Eiern aufhängen,und die ganze Familie auspeitschen und ausweisen.An der Grenze solange mit einem Knüppel auf dem Kopf hauen das sie bei dem gedanken an Deutschland sich dauernt vor Angst in die Hose scheißen,","2015-04-20 16:44:37"
100,8,57a912785b6be141,fürchterlich,"2015-04-20 16:44:37"
101,8,57536110b313c568,"Meine Eltern wohnen bei mir, zu mir können sie kommen, alle zwei Meter hab ich en Schlagring, einen Baser oder Totschläger gebunkert, die Polizei wird erst gerufen wenn die Invasoren tot sind !","2015-04-20 16:44:37"
102,8,71f54620a38f5dd5,"ich möchte mein altes Deutschland wieder","2015-04-20 16:44:37"
103,8,1a5190d6105c37a8,"ich würde sie finden und sehr schwer verletzen. Möglicherweise könnte ich das sogar hinkriegen, ohne selbst erwischt zu werden. Meine Eltern sind 77. Wer die anfasst, ist erledigt.","2015-04-20 16:44:37"
104,8,1a5190d6105c37a8,"eines fällt mir hier auf: Niemand hat etwas von Fremdländern gesagt. Aber na ja: Zu 99,8% ist es warscheinlich, dass das keine österreichische Buben waren :-/","2015-04-20 16:44:37"
105,8,a8cb00026f6d0686,"Scheiß drauf was das Grüne Gesox von mir denkt:
Vor ein paar Tagen hat in Berlin eine Unterkunft für Kriminelle Asylbewerber gebrannt. Kriminelle Asylbewerber = doppelt nichtsnutzig, hätte man ruhig noch etwas Benzin ins Feuer gießen können.","2015-04-20 16:44:37"
106,9,1384df73a716d220,"...aber man darf sowas ja nicht beim Namen nennen-Herr Pleitgen hat was dagegen das die Ausländer benannt werden","2015-04-28 09:39:35"
107,9,bd0f9d9e47b2e3d1,"früher wurden denen die Hände abgehackt,das waren noch Zeiten,jetzt werden diese gestreichelt","2015-04-28 09:39:35"
108,9,b732c964fb104edc,"In einer Wirtschaftskrise macht man die Grenzen dicht.","2015-04-28 09:39:35"
109,9,791edb50f1e17a59,Fachkräfte,"2015-04-28 09:39:35"
110,9,bb239f01a24b3d25,"Alles Fachkräfte die wir so ""dringend"" brauchen Frau Merkel und das andere Gesocks","2015-04-28 09:39:35"
111,9,d86cf518f72b419f,"Und wieso sind die noch in Deutschland,sofort abschiebung,samt Familie.Und kriegen noch Geld von Deutschland,damit sie hier klauen können,widerliches Deutschland,tut entlich was...","2015-04-28 09:39:35"
112,9,d4febfd2cef4cd46,"Gleich erschiessen!","2015-04-28 09:39:35"
113,9,8f3de2353725f8a4,"7 leute klauen 400 fahrräder?","2015-04-28 09:39:35"
114,9,8f3de2353725f8a4,"Es gibt auch deutsche, die sowas machen leute :D","2015-04-28 09:39:35"
115,10,338c5ca933234a97,"Für solche Wichser Täterschutz? Lachhaft!","2015-04-29 15:53:31"
116,10,17fe5a5a40f302eb,"ich hoffe das die Asylbeführworter mal Besuch von solchen Leuten kriegen.","2015-04-29 15:53:31"
117,10,bba470f72d4696f4,"gleich erschiessen !","2015-04-29 15:53:31"
118,10,e891526201817abe,"Facharbeiter, ganz klar !!!","2015-04-29 15:53:31"
119,10,e0377456b7a42794,"sieht wien scheiß kosovoalbaner aus, wie auch immer sofort raus mit dem pack","2015-04-29 15:53:31"
120,10,b732c964fb104edc,"Rumänischer Bettler.","2015-04-29 15:53:31"
121,10,bde60f8aabf0d961,"Aber ohne Rückfahrkarte.","2015-04-29 15:53:31"
122,10,8acea189036f77df,"Ich erkenne Ihn. Der EGON War es wieder.  Hat sicher wieder mit Ralf und Klaus die Gegend unsicher gemacht?","2015-04-29 15:53:31"
123,10,0521a1c54e45ed1f,"8acea189036f77df, aber Deutsche sind auch Auslaender, noch dazu die groesste Einwanderungsgruppe....sagt man ??","2015-04-29 15:53:31"
124,10,ad5d900a142b969f,"kommt der aus der uckermark?","2015-04-29 15:53:31"
125,10,901307f7849402ab,"......   lasst diese Leute mal schwer Arbeiten (10-12 Std./Tag), um den Aufenthalt im Antragsstaat zu bezahlen, dann vergeht ihnen die Pöbelei, Schlägerei und, und, und. Vieleicht wollen Sie dann wieder nach Hause.","2015-04-29 15:53:31"
126,10,aa2c618a307ee50e,"Albaner oder tschetsche die sau
Haben wir ja genug davon","2015-04-29 15:53:31"
127,10,c7c0efd2526f1f55,"Zeit diesen Islamisten das Licht aus zu knipsen.","2015-04-29 15:53:31"
128,10,8f3de2353725f8a4,"lol Es gibt doch nicht nur Ausländer die mist bauen. xD :D","2015-04-29 15:53:31"
129,11,901307f7849402ab,"Tja, das ist Einfallsreichtum. Von den Ausländern/Migranten lernen heißt Siegen lernen.","2015-04-30 11:13:58"
130,11,8acea189036f77df,"NA SERVUS.  DIESE EINZELFÄLLE???","2015-04-30 11:13:58"
131,11,a38b385c643ebf07,"der menschenschrott darf alles","2015-04-30 11:13:58"
132,11,ad5d900a142b969f,"ja und unsere dicken minister waren mitglieder heidiebummsvallera","2015-04-30 11:13:58"
133,11,af600da7b970b8b4,"Da gab es dann bestimmt auch>>>>","2015-04-30 11:13:58"
134,11,e0377456b7a42794,"Nach so langer zeit? Das kommt mir schon fragwürdig vor. Niemand hat in 8 Jahren was mitbekomm? Alles klar (wers glaubt)… Europa ist infiltriert bzw. infiziert! Das wird gerade in diesen Tagen immer deutlicher.","2015-04-30 11:13:58"
135,11,e4411e22ee81f7c8,"Alle raus und dann die Mauer wieder aufbauen","2015-04-30 11:13:58"
136,12,a90142c8fe3cbbbb,"http://goo.gl/Wlc7QW  war nur ein Irrtum .... klar i schwörre","2015-05-04 23:42:51"
137,12,745a2124dba18872,"scheiss gsindl","2015-05-04 23:42:51"
138,12,e22466588745e8c1,"Einen Schuss ins Knie, laufe um dein Leben!","2015-05-04 23:42:51"
139,12,bb239f01a24b3d25,"Und so etwas wollen linke und grüne","2015-05-04 23:42:51"
140,12,bd0f9d9e47b2e3d1,"aufhängen,so kosten sie nur steuergeld(verschwendung)","2015-05-04 23:42:51"
141,12,94ce8ce05afd6eba,"Na geh, das machen die ja nur, weil sie zu wenig Unterstützung von uns erhalten. Das sind 1.sicher Menschen,  die gebildeter als wir sind und 
2.der übliche bedauerliche Einzelfall *kotz*","2015-05-04 23:42:51"
142,12,15cc52550bb791b0,"Tod durch den Strang","2015-05-04 23:42:51"
143,12,2ddbb819535719d4,"ich sag es immer wieder raus aus deutschland mit dem dreckspack","2015-05-04 23:42:51"
144,13,4db2b808d1cb1859,"Und dann fragt man mich warum ich Religion nicht leiden kann","2015-05-05 22:03:40"
145,13,74f30b6cf33e8b52,"Scheiß Islam","2015-05-05 22:03:40"
146,13,b608d89d08e0c152,"Wer solche Leute rein lässt und sich dann wundert, dass sie sich benehmen wie in der Heimat. Der hat die Gründe nicht verstanden, warum Organisationen wie Pegida auf die Straße gehen. Wacht endlich auf.","2015-05-05 22:03:40"
147,13,d766dfb93914e8da,"Soweit ist es jetzt gekommen ,das wir Angst im eigenen Land haben müssen,ARMES ARMes Deutschland.Raus mit dieser Bande ,die haben hier nichts verloren.","2015-05-05 22:03:40"
148,13,3cdbcd7c55445e3b,"das pack muss tag und nacht gejagt werden,ehe sie es mit den deutschen machen !!","2015-05-05 22:03:40"
149,13,4ff1eaf06765f93e,Gesindel.,"2015-05-05 22:03:40"
150,13,bd0f9d9e47b2e3d1,"das Dreckspack gehört sofort raus","2015-05-05 22:03:40"
151,13,663ec423d578b2bd,"solche IDIOTEN braucht doch kein schwein","2015-05-05 22:03:40"
152,13,5139ddd5c9b16054,"Dieses unsägliche Islamisten pack gehört sofort abgeschoben. Wir PEGIDAner gehen nicht umsonst jede Woche auf die Straße. Diese Bückbeter haben sich ihr image selbst zu zuschreiben dafür haben die selbst über Jahrzehnte hier in Europa gesorgt. Ich sehe schon die Güterzüge rollen aber, diesmal nicht in die KZ's sondern gen nahen Osten.","2015-05-05 22:03:40"
153,13,ab20145a397a6d67,"Ihr seid einfach die Sorte von Menschen die alle in einen Sack packen man merkt innerlich in euch lebt der Adolf","2015-05-05 22:03:40"
154,14,bba470f72d4696f4,"Am besten schon gestern","2015-05-07 14:47:43"
155,14,6432ab1a6763fde6,"""Illegal"" die Wirklichkeit zu untersuchen: auf so eine perverse Unterdrückung spezialisierten sich früher besonders gut die Religioten aller Art, heute speziell noch die Moslems und unsere etablierten Politschweine in BRD und EU sowie ihre Lügenpresse.","2015-05-07 14:47:43"
156,14,52ec80541a20b350,"Da muss ich dir Recht geben.","2015-05-07 14:47:43"
157,14,ad5d900a142b969f,"es sollten lieber die angeklagt werden, die den ganz mulm nach europa holen. ich sag ja immer die franzosen sind uns ähnlicher als man denkt, sie sind sozusagen das westlichste bundesland.","2015-05-07 14:47:43"
158,14,654419f7036715e1,"Wer die Wahrheit sagt, wird angeklagt","2015-05-07 14:47:43"
159,14,028cf928802277f3,"Habt ihr alle lust mit ein zu blasen?","2015-05-07 14:47:43"
160,14,3f5e69a67b1a8e3b,"ja, egal was wir sagen, immer werden wir als Nazis dargestellt. Ich habe einfach nur Angst und zwar große Angst vor dieser Kultur. Da treffen Welten aufeinander. Ich bin gestern an einer Gruppe von den Ausländern vorbei und die haben dumme Bemerkungen gemacht weil ich kein Kopftuch trug. Ich habe mir Pfefferspray gekauft, denn ich sehe nicht ein, dass ich mich nicht wehren darf. Wir leben NOCH in einem freien Land und ich habe ein Recht meine Meinung zu sagen.","2015-05-07 14:47:43"
161,15,16c1d02551f2f73f,"bestes beispiel mein auto wurde geklaut und zu schrottgefahren","2015-05-11 01:30:37"
162,15,ab20145a397a6d67,"Postet doch mal was die deutschen kriminellen so machen . Oder wie findet ihr es mal so wen man schreiben würde ein deutscher mit christlichen Hintergründen hat dies und jenes gemacht","2015-05-11 01:30:37"
163,16,18f36e81734348f3,"Der Rechtsverdreher der unteren 10.000 kennt sich eben aus.","2015-05-15 19:24:14"
164,17,d86cf518f72b419f,"Was wollen wir uns noch Gefallen lassen,es ist genug,es reicht,wen reden nichts bringt muß es eben anders gehen...ich will keine Asylanten mehr und schwarze kriminelle schon garnicht raus aus Deutschland mit den Pack...","2015-05-21 12:47:22"
165,17,05635cd964611e2f,"Das sind Tausende Taliban is oder sonst wer ! Lassen sich ausbilden dann Boom ! Mann brauch kein einzigen davon in Deutschland / Europa !","2015-05-21 12:47:22"
166,17,c72165fddf63dd72,"Die richtigen Flüchtlinge lassen alles zurück und geben alles auf, um mit 100ten von anderen auf nem Boot zu treiben. Überleben: fast unmöglich. 
Denk mal jetzt nach, warum man trzd flüchten will. Du stinks ja wohl selber","2015-05-21 12:47:22"
167,17,15cc52550bb791b0,"der gehört an die nächste Laterne geknüpft !","2015-05-21 12:47:22"
168,17,a38b385c643ebf07,"genau diese fachkräfte braucht und will unser staat","2015-05-21 12:47:22"
169,17,52ec80541a20b350,"Na super dann müssen wir wohl auch um unsere Köpfe fürchten.","2015-05-21 12:47:22"
170,17,bb239f01a24b3d25,"Na was denkt ihr wie viele von diesem Abschaum schon bei uns sind !!! Aber die Linken und Grünen sagen ja ,es sind harmlose Flüchtlinge...","2015-05-21 12:47:22"
171,17,dfffb9e8b10b4a92,"WAS passiert ? NICHTS!!! Denn die sogenannten "" guten Deutschen"" müssen erst diskutieren ,ob SEINE Menschewnrechte nicht verletzt werden/wurden. Dann kriegt er eine tolle Bleibe , freie Krankenversorgung , freien Busausweis, und was immer er sonst noch auf seinem WQunschzettel hat!","2015-05-21 12:47:22"
172,17,7a3f4b19bf113629,"das ist das selbe wie damals 89´mit unserer elterngeneration. die haben auch gedacht sie bekommen im westen das goldene kalb serviert und haben alles hab und gut auf den kopf gehauen um ""rüber"" zu können wie es uns kindern damit ging und denen die sie in der zone zurückgelassen haben hat doch keine blöde sau interessiert. nur um dann festzustellen das ""hier"" auch nicht alles gold ist was glänzt","2015-05-21 12:47:22"
173,17,7ed5850bad4b6dcd,"ÖVP/SPÖ - Es reicht Die Grünen Österreichs - nein danke!","2015-05-21 12:47:22"
174,17,74f30b6cf33e8b52,"Raus mit den Drecks pack","2015-05-21 12:47:22"
175,17,c8d7a84064519af4,"Die EU holt den Terror hier her!  Sind die total bescheuert oder was??????  Weg mit den Müll!  Es reicht langsam!!!!!","2015-05-21 12:47:22"
