text,hs
"user istirahat aja presiden momentum , saksi telinga mata rapat pembentukan pd pacitan 2003",0
"1979 , house select committee on assassinations ( hsca ) menemukan cacat investigasi fbi warren commission . hsca menyimpulkan tembakan konspirasi dalamnya . '",0
"user genap 1 17 april 2018 digelar hajatan pilpres , acara tahunan negara indonesia memilih presiden . semoga senantiasa berjalan aman lancar . amin .",0
user ian pantat ',0
"user user ngakunya org pintar beragama , emangnya agama yg memperbolehkan menista menghujat org ? ? ? . jgnkan orang bodoh , org yg ( maaf ) lahir idiot , hrs hargain ciptaan tuhan . : iblis pintar licik ! ! ! '",0
pendaftaran capres # pilpres2019 dibuka agustus 2018 ... normatif politikus pdip paham ? # 2019gantipresiden ! !,1
si tolol udah tau pemerintah rezim komunis bobrok koruptor pimpinan sidang dpr paya cebong url,1
w mantan mantan w mgerasa sedih ampe kepikiran gabisa tidur lohh ? ! ! w ngerasa anak yg brengsek aja gt laki2 : ) ) ) ',0
cina perusak bangsa ! ! usir ! ! stuju ? ?,1
# 2019gantipresiden scra konstitusional hak rakyat woiii ! ! . gini nih kalo planga plongo kelakuan otoriter .,1
mari wujudkan pilkada kota bengkulu 2018 aman damai . ; . ; . ; coki_adem86 98herua ? ,0
"serius sm presiden jokowi======= knp yg cm islam nusantara , knp tdk kristen nusantara , budha , hindu kong huchu nusantara ? ? ? '",0
korsa : pernyataan moeldoko bukti istana takut kebangkitan umat islam,0
cowo jago drasex ? ngentot adek - luvian ',0
"user kroasia kapir tauuu , ngapain blajar sm kapir ... udh lupa sm kapling sorga ? ? '",1
user user loh nya mentri suharto yg homo ? ',1
gue tau loh culun cemen orang berubah perlahan2 / buruk : ) ',0
perang salib kerajaan afrika terbagi babilonia pemeluk kristen tobaco pemeluk islam ',0
"kejar setorang bangsad , rupiah turun \xf0\x9f\x98\xa5 '",1
"moga tindak ! ; ; pelaporan ? penista agama ? ade armando langsung ketua fpi kh . shobri lubis bareskrim mabes polri , gambir , jakarta pusat selasa ( 10/4 ) 13.00 wib . ; # perhaps user ;",1
user user user user user user user user bangke.. hajar ! ! ! ! ',1
user user user .\nonta mati klo kebanyakan minum ',1
url ahok tng mrka trus was-was hdpnya user user user user user user user,1
sul teng.. ! ! ! ; ekses akibat tersandera hutang china ! ! ! ; # 2019gantipresiden ; # 2019presidenbaru ; # 2019tetapjokowiganti,1
"6 . pride ( yunani ; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania ) keangkuhan/harga diri/kesombongan\ndikenal sebutan hubris/vanity . harga merubah manusia sombong , kesombongan manusia terkutuk dimata tuhan.dan manusia mencintai sendiri- '",0
"tujuan hati\nlogikaku yg \ntapi hati tenang\naku logika \nhatiku sedih \nku cari wasiat yg beliau tinggalkan . \ndan terasing asing mata manusia . \ntak duhai ,",0
user bertaji nya kpk era ... era komitmen dlm pemberantasan korupsi tdk spt era sby ... .,1
rt user : admin tolol partai tolol\npartai tolol orang tolol ',1
"rt user : ayu ting ting goyang hot raffi ahmad , nagita slavina : kampungan , norak url",0
video ttg tka malaysia mengutip pernyataan user,0
ppp : buru-buru tolak wacana pilkada lewata dprd,0
"random pagi2 bapak2 nyamperin meja kerja trus nanya `` pake bedak sih biar mukanya bersih , istri butek '' \ningin ku pake air wudhu ku kristen . '",0
user user ko gua kampret ',0
memek lonte pengen disodok kontol gede ',0
jokowi aja yg mundur . user tutup . url,1
"user ngomong opo itu.mulut banci ... beli kaca lihat dirimu , . broo '",1
user amin rasis.\nada dani\nada ratna si paiiit.\nada si onta.\nada si lobang anus.\njdi jngan takut wo wo..\nkehabisan obat penenang yh . ',1
user tunggu komando imam bejat cabul user . taik beer \xf0\x9f\x8d\xba\n\nape2 bawa ulama ... \ndasar banj sempak ',1
kabinet berantakan \npemecah belah persatuan ad rezim ',1
"dih ! ngaku pinter dr orang politik , ngaca woyy tampang loe aja k\xc3\xa6k orang bego ! ! ! user ckakakakak '",1
"# pdiperjuanganmenang menekan perusahaan tambang dgn target proyek impossible , dilelang murah antek cina . ntb contoh . pdip menang ? dasar bajingan '",1
user user ga caya mulut buaya mu bwang ',1
"2019 , sby + prabowo menyatu melawan mega + jokowi , peristiwa 2004 terulang dimana pdip yg incumbent dikalahkan mutlak sby . ; ; tp jk jkw+mega+sby melawan prabowo , mk pilpres selesai . ; ; jk 3 poros pilpres , mk salah lawan",0
rt user user kayak banci kaleng gatot gaduh gentleman mundur bersaing pemilihan presidens 2019 melawan jokowi,1
bebal ...,0
"5 . indonesia negara populasi muslim terbesar dunia , islam musuh barat & amp ; komunis menghambat agenda kepentingan . ( obviously ) '",0
user user umuh & gt ; persib\npersib kunyuk ! ! ! ! \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 ',1
user user film muslim pilih ahok mati nggak sholatin ... ... ; dijamin laris ... ...,1
banu banu yahudi beda dgn banu banu kristen syriac . salah perbedaan ad banu yahudi tetep pake `` eloah/ elohim/ yahwe/ '' syriac pake `` alah/ allah '' ',0
user eh muka merah2 tu ? dpt cendol ? la setan cuaca skrg ni panas . ',0
pemberitaan saracen diframing katak seakan tim prabowo anies-sandi . seberulnya media menumpahkan sakit hati katak cebong . *ehe,1
"giat bhabinkamtibmas brigpol mbs sihombing pd , rabu 11 april 2018 melaks sambang desa tatap muka monitoring kamtibmas pilkada 2018 desa lobusiregar i , tepatnya dirumah rudi panjaitan , helman siahaan hotman siahaan",0
syg bgt ya ngeliat perempuan kyk gini ... gak status apa2 tp udah nemplok sm laki-laki . haduh ... .\nnagita slavina blak-blakan ayu ting ting kampungan \xe2\x80\x93 viva url,0
user jgn lupa kang ... . umat katolik minorutas diperhatika . gubernur golongan golongan . ',0
user user user user ane cebong udeh dibilangin maren ngeyel\nsitu maksa ane cebong ? ',1
"user kelemahan gerindra orang , ... prabowo turun elektabilitasnya congor fadlizon spt durno '",1
"selamat kartini , kali dirayakan , maknanya kali  ?  ?",0
"foto bisu , tpi memiliki arti yg sush diartikan , sma susah diartikan , putus ? '",0
user wakakakaka mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n bani abd hadi a.k.a mbahku mek kenal orang \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,0
"abam pres badar n nuqaba pling boekkk ? ? ? , ni hebat dlm bidang agama , x tkut nk tgur member sndiri , n wat lawak hambar ( yg pling ingt smpai skrg lawak klau org ckp jom gerak skrg akn gerakkn badan yg chubby tu )  ? ? ? ,",0
a ? ? anak pekan mengilhamkan dasar ekonomi ( deb ) penggerak utama kemajuan ekonomi bandar . beliau allahyarham tun abdul razaka ? ? - ds user # malaysiamemilih # hogohundi,0
"user user hahaha sialaaan nih si user , ; ; klo lg laper , ; presiden disikat doi ? ? ?  ? ? 12 ; ;",0
"user user user menasehati kali ga ugal2an nih rezim.. eh negeri sdh keburu ancor..nah skrg ekonomi morat marit , , kacaoooooo ! ! '",1
"user aelaah silit kebeler , . ngapa dikasianin , . , org sayang , . , \nsetelah sosmed gw sadar bbrapa seitansai kemarin. , .\ntar gw ceritain , . , duuuhhh , . \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85 '",0
"user iya , tdi cacad '",0
"user 2019 rakyat makan aspal beton ; solusi jitu mengurangi kemiskinan ; ; keahlian cebong 1 , tukang tipu ! ! ! ; cebong mah gitu , goblok nggak ketulungan . plonga plongo mengakibatkan optimisme ; ; # 2019gantipresiden #",1
user baca ttg harun yahya yg 'membelot ' kubu yahudi dgn freemasonry nya ... kdg suka ga percaya ... '',0
maju ulama ; bergerak tokoh agama indonesia ; # nderekgusmus,0
user user user user user user user user user user user user user user user user user user user user user,0
"# mukidikepedean ; mudah ya.. ; yg keras , yg keras , nama ?",0
user kemarin hujat mengharap dasar bani kamprey ',1
"user penjelasan sy fitnah , silahkan dibantah user apollinaris darmawan al-quran kitab sampah",1
"monyet aja koloe dbilang saudra sma elo ogah , hdupmu gini ya.. toe hati comberan ? user '",1
body lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit & amp ; lbh bcahaya info : 087812026394 # bmi ',0
user cacat krn blum bermasa ',0
user user jangan2 penganut bumi datar ? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat orang asing yg notabane musuh . ',0
"becak warga binjai disita tenda bertuliskan # 2019gantipresiden , pks meradang ; ; bukti pemerintah panik takut ? ; ;",1
jokowi mundur..,1
munas alim ulama ppp semarang . menghasilkan rekomendasi syarat kriteria-kriteria calon wakil presiden mendampingi bpk jokowi 2019 . # romahurmuziy,0
user pencerahan nya.. gagal anak ekonomi.. wkwk,0
"user user user user kafan berasal budaya yahudi , umat islam mengklaim ? '",0
rezim skrg kendali negara cina komunis yg mjd patron tunggal rezim anti islam ( jokowi ),1
user user tanda nya pilkada n pilpres,0
misi4 : membangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur # no3jabarasyik # asyikm3nang,0
ketabahan pasangan en taufiq puan nurliyana wajar dicontohi.. jom sumbangan meringankan beban pasangan ... come on twitter do your things ! ; ; bsn - 0510541000096745 ; bank islam - 05058020145124 ; ( nurliyana bte abdul raziff ) ;,0
"user apaansi tai gt doang belagunya udah selangit . ga inget karma ? ntar bbrp taun kalo idol lu flop , gua ketawa keras . '",1
user user celeng kgn gw y ',0
"# teranginegeri budaya , yuk visit purwokerto , mumpung even rakyat . ; . ; # purwokerto ; # extravaganzabanyumas",0
"presiden dana taktis , kepentingan rakyatnya program2 pemerintah . program : pembangunan infrastruktur , kip , kis , sertifikat tanah , perhutanan sosial , bbm 1 harga , padat karya ,",0
user aamiin ya allah : ( ( ( \ntimnya kinan aja pelatihan ular rawa-rawa . dapatnya sungai gede gt musuhnya buaya wkwkw ',0
user user maju ngatain mama bolot ',1
"grombolan kadal jidat gosong , mmg bgtu , sukanya ribut klo grombolanya yg salah pura2 budek..dasar grombolan cingkrang url",1
user user user segitu gentarnya takut kafir ... \xf0\x9f\x98\x81 ',0
rt user user saracen akun kritis dianggap saracen aneh jokowi,1
user bego lu tmn gua najis dah kesel gue ',1
user user kafir kristen ulah,1
"user tau , bau baunya udh keciri sipit buluq '",1
"user kayak memegang , mucikari '",0
"guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax , ujaran kebencian , issu sarah mendukung pilkada damai",0
user anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c ',0
user kayaknya ? bank ? bilang aja jual uang asing/tukar rupiah ',0
user user user user onta yaman ni\n\nsetahun gua deportasi loe ',1
hati-hati berita pilkada berbau hoax # madiun # madiuntoday # 100thmadiun # kotakarismatikmadiun # tolakcukaiilegal ; kunjungi,0
user anak cocot ya user ',1
user \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88udah ketauan hoax ya fahri mangkanye klu ambil berite tuyg update tong sampah diambil ss taunya berit udah,1
mantaaap dm banser bang user,0
"lebah yg gak suka bunga , makan bangkai . gw penasaran madu nya kaya gimana \xf0\x9f\xa4\x94 '",0
user user indonesia mundur bentuk,1
user user user user naahh yg dongo yg bilang hekell hahaha ',0
user user user user hahahaha blunder lu cebong ... yg gak ngasih tuh pem . pusat alasan ham ... rakyat aceh ya kali pun.. cobak kau datangi pemerintah bilang suruh hukum islam kaffah aceh ... klau dpr a,1
bangsad gua dah nyelem ampe bawah2 lgi ! 1 ! ',0
dipancing-pancing dgn urusan penistaan . berbicara pemahaman ttg fiksi kitab suci .,0
user user user user cebong kacung kt temen gw dungunya sampe tulang sum2..jd jgn buang2 energi debat sm mereka..\xf0\x9f\x98\x82 ',1
user partai korupsi sapi ... ... goblog ... ',1
"signal kntl ! ! pemeliharaan ? niat gak sih ? login twitter doank susah , gmn open redtube ? cetan ! ! user '",1
user user matane moh kafir wkwkwk ',0
user inget fesbuk anjir lupa ',0
user kalo aing sih bilang `` hilih kntl '' ',0
"nikita mirzani udah pake hijab , yg ngomong cebang cebong udah fantasiin doi belom ? uh ah ! ! # cokorers '",1
"user tatapannya dialihkan arah , enggan menatap pria mencurigakan . lagipula , kali gaduh suasana ? angie menemukan pria asing tidur sofanya , kejadian .",0
lahir berkembangnya gerakan komunis indonesia dipisahkan organisasi yg bernama isdv ',0
shaheizy sam wajah baharu calpis,0
"`` ya , terserah lo aja . '' balasnya fokus kerjaan . ; ; tugas project seni budaya 2 , setelahnya langsung dikumpul dipresentasikan . bersyukur nilainya memuaskan . ; ; kejadian project",0
ga bro,0
kelakuan bodoh user masuk kategori perbuatan menyenangkan\n\nkelakuan sontoloyo user menganggu persatuan bangsa\n\nkelakuan naif user langsung sbg bentuk intimidasi thd ulama\n\nkelakuan user,1
monyet turun pemukiman warga cibadak sukabumi - url,0
"user kotor ga bahagia warganya , cebong ngerti '",1
giveaway taplak meja menang therichchenle ',0
rt user : kebuka kebusukab kubu anies sandi yg menang berkah url prabowo berusaha cuci tangan,1
user user wkwkwkwk bodo bang ',0
"user user bikan kaya orang bego , bro ? ... , b..ego . '",1
klhk upayakan pemerataan ekonomi tora kawasan hutan perhutanan sosial - tribun medan,0
"user user mahfud md berpaling allah swt pemberang , bangsa ajak buang islam",1
user user orang2 bego kebanyakan minum & amp ; makan kotoran onta ... otak nya somplak ',1
terkuak strategi kampanye tim pemenangan anies sandi url,1
"`` warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan bertemu gubernur banten wahidin halim , sabtu ( 21/4 ) # sebabaduy2018 ''",0
lembaga2 anti-korupsi bubar krn sentuh kekuasaan . giliran kpk pdip partai politik penguasa yg plg ngotot bubarkan kpk ?,1
"user user user mas klo mnyudutkan salah agama trtentu bahaya , rocky cerdik . nyusun kalimat yg & amp ; dgunakan , inti kasih tau pngertian fiksi sbenarnya , ayolah mas nya i",0
pendukung capres gagal move on salalu sibuk urus aseng bawa kabur uang rp 35 t. ngak sadar aseng kabur bawa uang didukung pribumi asu . mustahil aseng . pribumi diam disogok . mental kacung emang . url,1
rt user : user user lo rabun budek ? \ngue nulis gak ngomong ! ! \n\xf0\x9f\x98\x81\xf0\x9f\x98\x80 ',1
bismillah nahan sepo terkutuk ',0
"user brahahahaaa , cebong nya ngahok ! \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 user ( ( ( cebong blm cebok ) ) ) \xf0\x9f\x98\x85 user '",1
"apdet status bikin tugas2 kelar gak ya ? jancuk , mbut ! '",0
"user user muslim , pejabat negara , bertindak bangsa & negara",0
"12 . ikan yg sembuh sakitnya yg terselamatan ( bagus , laik jual ) dipisah diseleksi ikan yg cacat permanen pemeliharaan . \n\n # kesehatanikan\ncc : user user user '",0
? pribumi sadari & lihat ? kecuali cina komunis / misionaris abaikan tweet usir cina indonesia,1
presiden tuduh rezim anti islam berbuat negeri bnyak berbuat umat ... url,1
user user manusia bangsad -.- ',1
rt user tpi ya . sampe cina mengenalkan wisata haram jga indonesia hahaha,1
rt user nanya prabowo pks bib asoy tuh dianggap antek prabowo antek pks . hidupmu dramatis,1
"persahabatan salah-lovren bukti beda suku , agama , ras , halangan dlm membina hubungan dgn umat manusia . ; ; perbedaan warna tersendiri dlm menjalin pertemanan . terima kasih , lovren-salah ! a ? i  ? # favourites # bff # bro",0
"user user user aja lh lae , sdh turun menurun tp ideologi pki sllu melekat jiwa mreka . '",0
"rt user : user sebel kalo yg ngeroko motor , yakan kadang engap kalo ditutup macet\xe2\x80\xa6 '",0
"user user udah maaf kunyuk user bro.\n\nenak bgt rasan ... .sebar hoax , maaf ... .sebar hoax , maaf lagi.\n\nmesti d sapu user biar jera nih orang ... . url",1
"hello warga jakarta , wakil kepala dpmptsp provinsi dki jakarta , denny wahyu haryanto mewakili wakil gubernur provinsi dki jakarta membuka acara `` 2018 junior chamber international ( jci ) indonesia national event '' # setiamelayanijakarta",0
"2 . perkuat jaringan , gubernur user menekankan menguasai state of the art knowledge bahasa merantau indonesia user",0
pandangan tgb agama politik,0
rt user : provider brengsek ',1
susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat . no 1 ! # baguss,0
user user user dungu orang ganti presiden ! ! ! tp g tau ! ! ! mikiiiir ! ! ! ! ',1
rt user : bokep cewek bispak bandung ngentot croot \xf0\x9f\x98\x80\n\ndownload full : url url,0
user kampret complain rag ditanggepi fuck ',1
kaya jablay gta maunya dijemput pake mobil ',1
lihat memek tante ',0
user kerjanya musuhi dakwah islam & bubarkan hti.. ! rakyat jg berhak lengserkan jokowok tukang pencitraan ! !,1
"user user user user hah , melengkapi . orang buktinya goblok . gimana si ? '",1
"\xe2\x80\x9ctidak ! \xe2\x80\x9d salah khalifah rasyidin , \xe2\x80\x9ckami memerangi orang kafir mereka\xe2\x80\x9d . \xe2\x80\x9ckalau , orang-orang munafik\xe2\x80\x9d . \xe2\x80\x9ctidak . , orang muna",0
user user user user user user user user user user user user user user user user user user doyan nete un maklumin ',0
