text,hs
 failli postuler magasin fringues fait penser a garde-robe bobo-gauchiste non-bina... @ url,1
@ user @ user  islamisation marche ! pauvrete generalisee partout france .,1
nan attends va trouver raciste non plus si campion l'appelle jaune ching chong fu man shu @ url,1
@ user sale payday juif arabophile retourne cuisine !,1
encore gens 2018 lache sale arabe merde rue trouve ca normal . l'ignorance tuera tous .,1
renois mere payent jamais taxis,1
@ user  extreme droite pouvoir (  police coupe semelles enfants migrants ment age expulser ...  ) ... @ url,1
@ user @ user  france  ... .  afrique  propos  ri... @ url,1
mdrr mec parle bites noirs ca voit connait teubs rebeus  bon ca mdrrrr stop @ url,1
@ user salut islamotrump ! demande juste gauchiste gardiez foi ... . @ url,1
nouvelles yeezy pue grand mere  renois rebeus gile-fra suceur bite suivent mode,1
appeler enfant mohammed aidera integrer.. forme terrorisme intellectuel ... @ url,1
@ user bah nn rebeux  haine envers renois yen bcp + renois jtrouve,1
ca heureusement  cote italien sauve rebeus entre trop grave @ url,1
ceux contre l'avortement ceux-la memes peine mort,1
entre vals moix france perd ... .. euh grand chose fait . exile refugies qu'on peut . @ url,1
@ user @ user selon doit laisser enfants traiter l'autre sale arabe sale blanche ? drole d'education,1
rt @ user hashtag # pasdevague sonne enfin glas l'ideologie laxiste gauchiste predomine depuis annees sein,1
evidemment bon gauchiste ca faydeuxtweets apres ca  a plus  arguments sinon contredit meme ... ... @ url,1
sai ciume mongol,1
pittsburgh : poison  antisemitisme encore tue ( pcf ),1
@ user contre  avortement  pire contre transexualite trouve,1
faut refuser d'accueillir l'aquarius transporte surement faux migrant... @ url,1
absolument ! faut l'arraisonner mer marine nationale arreter tous occupants expulser migrant... @ url,1
l'europe n'est menu a carte lance macron pays refusent d'accueillir migrants @ url,1
@ user c'est donc ca secret beaute bonheur eternel,1
@ user sale arabe arrete d'envahir pays violer filles voler travaille !,1
noirs rebeus veut tous eradiquer...,1
allez nique mere sale juif @ url,1
@ user pendant 40 ans anonne :  immigration ( africaine ) chance france ! resultats... @ url,1
ilham aliyev recoit homologue mongol - photos @ url,1
@ user ah ? jsp j'ai bloque direct cmb ?,1
sud-coreennes veulent migrants ! @ url via @ user,1
arabes presque reussis a faire croire coca cocaine israel faisait complot cette boisson,1
probleme migrants c'est comme moustique testicule violence sert a rien ...,1
comment  plus beau tout rebeus @ url,1
 bien gauchiste,1
@ user app mongol,1
@ user si arabes disent coupables  surement innencents,1
arabes vont dire   oeil gens @ url,1
@ user oui veut non plus migrants islamo-africains !,1
imaginez seulement si enfants preferent sortir renois reubeu asiat @ url,1
rt @ user parti melenchon condamne visite 185 patrons francais isralnla section rennaise parti islamo-gauchiste,1
# muslims # islamisation # grandremplacement... @ url,1
allemagne : clans arabes font loi . police decide reagir eviter faire traiter d... @ url,1
@ user  attarde verite souviens 2015 quand fait sortir contre juve nombre  occa... @ url,1
@ user  aime voir fr lyncher pr vrai arabes noirs ca comptes pr beurres mais... @ url,1
@ user ultra-religieux n'ont rien contre viol ! contre l'avortement !,1
soutenons patriotes allemands comme luttent contre l'islamisation pays destruction not... @ url,1
@ user comme quoi c'est bien gauchiste pire espece .,1
@ user mec origine ti parle mdrr sale arabe,1
n'y d'islamisation france .,1
mdr rebeus discrets connais  inquietes @ url,1
ah ouin  contre  avortement sais-tu  quoi vasectomie,1
 reduire couts d'une immigration exageree expulser plus rapidement delinquants faux dema... @ url,1
d'apres @ user police ferait mieux travail s'il plus d'arabes noirs parmi policier... @ url,1
@ user balkaniques font tout violence sauvagerie . peuples n'auront jamais paix int... @ url,1
putain quel mongol @ url,1
@ user c'est totalement cas deja essaye prononcer ca tele verras c'est peu comme l'expression gauchiste,1
prenez cque voulez delire meufs rebeus france  vraiment  plus dego... @ url,1
qu'en pensent obscurantistes pro-agrochimie pro-developpement a outrance anti-ecolos autres climato-scepti... @ url,1
tout noir quand negro refusent rentrer dormir # ceweekendilsvonttropabuser,1
@ user dis j'essaie faire meme meme attarde,1
@ user c'est acte antisemite mot n'est facile a prononcer car l'auteur n'est ni noir ni arab... @ url,1
manuvre gauchiste habituelle : @ user essaye detourner l'attention portee # nickconrad utilisant... @ url,1
rebeus connais ni  eve ni  adam ( oui expression vieille ) arretez rajouter fb ca  arr... @ url,1
bizzarement  a renois  insultent plus grosses putes  univers ? mdr,1
ahahah croit dur comme fer l'avion ligne fait pirouettes quel giga mongol @ url,1
rappel :  annee dernieretrump suggere juifs pourraient commettre crimes haine antisemites e... @ url,1
s'imaginer ' # africain vient # europe n'est qu'un pur fantasme etant donne 90 % # migrants africains re... @ url,1
corse rachid.. soir traite sale arabe direct a tele . ..ahahah . .rachid ... @ url,1
s'il fallait decrire armee policiere nazi etrangere implante e centre prisons refugies essaye secret hypn... @ url,1
@ user bordel attarde force,1
rt @ user @ user @ user @ user @ user @ user bonjour gauchiste bobo reveille apre,1
donc vient vraiment sortir rue   raciste sale arabe ?  ? grenoble epatant,1
chez arabes meme peine poser question @ url,1
bensebaini quel gros mongol merite beau pied bouche . # srfcpsg,1
# hapsatousy - # zemmour parfaite illustration denonce # zemmour : l'hysterie dictature terror... @ url,1
@ user encore attitude bobo gauchiste ..,1
splash identitaires pensaient tomber negro stupide meres @ url,1
non non disent pauvres bobos gauchistes deja soumis a l'islam ...,1
1 - prenoms arabes .,1
islamo -gauchiste peut etre elu lorsque communautarisme majoritaire ! @ url,1
senateur pillon contre  avortement contre mariage gay contre divorce contre pensions aliment... @ url,1
@ user beau musee lequel nom bourreaux cache ! seul terrorisme connaissons porte nom :  islam,1
@ user rebeus baises leurs frangines deboussoles,1
@ user @ user renie mange tout . mangerai bien gauchiste bobo j'ai... @ url,1
@ user apporte quoi part sale geule  arabe grand mere,1
@ user @ user @ user l'islam n'est terrorisme ... .mes tous terroristes pratiques l'islam ... . attentats islam ... .,1
wesh cameraman cssse couilles filme gros porc rebeus hagrid remplace simeone # asmatl,1
@ user remplacez  education nationale   islam   pedophilie   terrorisme   professeur  p... @ url,1
@ user @ user faut arreter discours stupide humanotaro-gauchiste consiste a importer gue... @ url,1
@ user @ user musulmans vaste terrorisme voile religion fiche assise islam langue... @ url,1
@ user quand plus  agneaux  aid comment vas faire sale arabe barbu terroriste crie tt a... @ url,1
@ user ptydttyddtrrtdd ouf mprends sale arabe,1
@ user @ user bonne blague . l'esclavage arabo-musulman terrorisme l'islamisme c'est deja mal comme degats .,1
@ user @ user tg fdp sale chien sale juif gaz encetr,1
zizou sale arabe deteste  possible prends influencer sais quoi espece s... @ url,1
@ user non sale noirs sale arabe,1
@ user @ user @ user s'il l'a fait c'est bien . gauchiste sait bon .,1
@ user @ user ... vrai anchois aller lune invente million technologie !,0
eh renois faut reveiller @ url,0
@ user sjw feministe twitter sale combo,0
@ user @ user sais aussi pourquoi dessus ? parce si veut demain bah ya plus d'ani ... @ url,0
@ user dekoi parle jte dis ps honte dire half black lieu half pakpak attarde,0
@ user ohhh violence meuuurs,0
@ user @ user l'empire mongol,0
@ user @ user @ user etes contres pma tout monde contre  avortement . el... @ url,0
@ user contre l'avortement ?,0
@ user @ user @ user d'autant plus bizarre flavius josephe reste juif jusqu'au bout ongles .,0
quand sors chez coiffeur  vraiment plus beau tous rebeus,0
@ user @ user oui comprends pourquoi ceux veulent accueillir migrants n'en prennent pas... @ url,0
@ user @ user j'essaie bien comprendre maintenant sais quand dit qu'on antisioniste il... @ url,0
doudoune ugg vraiment renois abusent # jaimelestylehivermaispaslefroid # jsuisunevraigwada,0
@ user decidement n'importe quel attarde peut jours detenir carte professionnelle . revoyez con... @ url,0
@ user @ user @ user mr simon pouvez justifier voir attenuer violence propos mr zemmou... @ url,0
vegetarien voici rencontre eleveur mongol m'a fait realiser l'ecologie @ url,0
dc maintenant dire @ user @ user lobby juif sioniste sachant  revendique tel que... @ url,0
 tous renois suivent raisonnement  insulte perds hassanets rien @ url,0
@ user @ user @ user arabes empruntent zero indiens ix eme siecle ! ! !,0
deter aller chinois ds semaine ... trop envie ... noich,0
euthanasie avortement peine mort # pma # gpa societe contre vie bat plein diable embra... @ url,0
c'est tres classique qu'apres periode gauchiste redressement s'effectue d'autant plus violent period @ url,0
@ user  violence dont etes produit ?,0
@ user @ user @ user @ user @ user juste gauchiste toujours a donner lecons morale,0
@ user @ user comprenez tout travers . n'appelle africains a franciser leurs noms... @ url,0
bien migrants vivaient aussi l'illegalite etats-unis @ url,0
@ user @ user mairie socialope islamo-gauchiste traitre a france resumer,0
l'islamisation france pleine expansionle resultat l'infiltration musulmans ds ts strates la... @ url,0
rebeus glo a fac grace a barbe,0
tutos francais youtube  insupportable 3/4 videos  mecs parlent comme si  etais attarde,0
@ user dirait gros daron antillais derniere,0
@ user gauchiste comme dis . jamais considere gauche . ... @ url,0
@ user @ user @ user ouais si arabes perdu ailleurs c'est aussi parce nous... @ url,0
@ user @ user @ user @ user ? quelle forme violence ? pose juste question savoir q... @ url,0
@ user deteste alain soral .  raciste antisemite complotiste manipulateur,0
@ user si voulez avis patient mike doit canaliser tout amour sous forme violence ...,0
@ user bouahahhaa branle cosplay sneaky cet attarde,0
# harcelement sociale . piratage informatique . vandalisme auto,0
mongol germain court jusqu  champs elysee lieu rester place devant cages,0
@ user vive rebeus @ url,0
pensez-vous rebeus renois  aiment reellement ?,0
@ user @ user 2/2 predateurs mangent aussi gout renseigne chat ... exemple ... @ url,0
# europe # france grece : transferts refugies migrants vers continent  accelerent @ url,0
rt @ user logique d'un gauchiste # npc # npcmeme @ url,0
normalement afrique dirigent doivent utiliser 50 % dictature 50 % democratie,0
@ user vraie question : france veut-elle encore peu plus violence ! ?,0
@ user aussi complotiste anti-vaccin ?,0
@ user @ user plus fait communaute musulmane rohyngia tous dirigeants arabes reunis... @ url,0
paris : centre d'hebergements refugies ouvre 16e @ url via @ user... @ url,0
chatelet a gare nord croise renois/ tysmes survet + teinture blonde flm,0
@ user @ user  aimerais bien savoir pourquoi   islamogauchiste  ennemi principal et... @ url,0
regarder attarde ptn merde 2019 ... @ url,0
@ user @ user @ user @ user prefere violence libre a . prefere fin... @ url,0
# migrants clandestins armes s'affrontent devant fac d'eco-gestion a # marseille . expulser urgence... @ url,0
@ user etre gauche voir gauchiste n'est crime non plus .,0
( charente libre ) : ' # italie adopte loi expulser plus vite migrants : conseil ministres italie... @ url,0
@ user peut-on imposer ( 4x4 pue | caractere pourri | imbecilite | violence | chat | incontinence | a... @ url,0
pq  vois states renois saute a  eau chaussettes tout mdrr,0
@ user @ user @ user dieu ! ca doit etre formidable d'avoir cerveau gauchistes ... .. @ url,0
@ user l'endoctrinement gauchiste fonctionne plein pot cliches pille leurs richesses ... @ url,0
tout jours negro c'est fridayyyyyyyy,0
@ user @ user @ user l'islam interdit terrorisme maniere plus claire :,0
@ user @ user grosso modo ouighours peuple turc ( turco-mongol ) musulman . bien s... @ url,0
@ user quand fait choc civilisations base lutte contre terrorisme revigore l'at... @ url,0
@ user temoin l'empreinte presque trois cents ans d'existence cumulees l'empire mongol horde d'or .,0
@ user @ user ps el acquiaissais tout qu'el disait el disait a russe laisser tomber faut ps par... @ url,0
ecoutant cette chanson entier rend compte influences arabes grace sonorites utilisees fond.... @ url,0
@ user vois donc etre contre l'avortement c'est etre contre liberte femme ? cela n'a aucun rapport... @ url,0
@ user tous gens refusent ceder terrorisme intellectuel ca doit effrayer plus d'un .,0
renois leurs flow c'est tellement douceur yeux : ) ),0
macron annonce creation d'un musee-memorial victimes terrorisme @ url via... @ url,0
etes contre  avortement ?,0
@ user @ user rothschild grande finance rothschild = juif  inconscient collecti... @ url,0
rt @ user @ user @ user zohra madame islamo gauchiste rigolent blancs asservis dhimmis,0
@ user l'ua sert a rien finance l'occident dicte conduite crise migrants l'ua... @ url,0
@ user @ user si considere c'est nature pense contre l'avortement bien entendu ?,0
@ user sauras ca s'appelle chaine alimentaire apprend ca l'ecole,0
@ user comme d'habitude ! ! pauvre petit bonhomme ! ! ! n'y d'elections afrique ? ? se... @ url,0
@ user @ user @ user plein d'animaux voie ... extinction donc dit merci merci mussoli fermier,0
quand experts arabes eclairent l'islam xxeme siecle & gt ; dirige # arabiesaoudite + epuration mecque nou... @ url,0
@ user lis surtout papiers signes @ user @ user philippe leclercq . t'attarde p... @ url,0
@ user @ user @ user ben exactement,0
@ user @ user @ user dis-tu : qualifier violence degradations sabotage... @ url,0
@ user @ user lion mange viande meme si ... ... essentiel . donc cal ... @ url,0
ptdrr qu'est raconte cet attarde encore ? parle quartier comme si c'etait l'anarchie j'pleure @ url,0
@ user @ user ouaip c'est dur comprendre 16eme paris intramuros quand seuls vac ... @ url,0
peux m'empecher penser c'est meme mecanique qu'avec faux compte gauchiste provocateur @ url,0
comment sortir debat  contre   avortement entrer dialogue  ecoute  amour co... @ url,0
 ozil  mongol  invente vie @ url,0
@ user @ user oh dieu non bloquage supreme @ url,0
@ user pourquoi contre autistes ? trouve ca debile d'en faire sorte chose obligatoire mais... @ url,0
@ user @ user donc qd traite quelqu'1 sale arabe normal qud arabe traite qlq 1 sale blanc c'est normal ? !,0
vs vs rendez compt jrisk sauter pcq jecrii com mongol jui deg : ( (,0
decouvrez solidarite femmes burundaises # burundi . l'association bat contre # violencessexuelles de... @ url,0
@ user coup  attarde  celui emet jugement celui juge sans avoir vu,0
nagui pro charia peut s'empecher placer touche d'islamo gauchiste pro migrants zappe direct cette em @ url,0
@ user l'insignifiance merite qu'on s'y attarde ! !,0
 africain vais plie  @ url,0
contre c'est ca j'aime l'envoie inde faire avorter frere avortement ausis c'est haram peu... @ url,0
@ user oh sens autant demunie . coleres cris violence refus grandir ( tellement poin... @ url,0
@ user @ user insulte appelle cela insulte . sale blanc sale arabe sale noir... @ url,0
objectif mettre rebeus a mode japon . reussi plutot bien lol,0
quand plus violence sociale ( perte... @ url,0
@ user @ user @ user ecoute j'ai obtenu titre tres prise bobo islamo gauchiste donc bon,0
j'suis gauchiste 100 % raison . c'est inadmissible @ user poissons besoin plus @ url,0
@ user @ user @ user @ user espece retrouve nature sans ... @ url,0
@ user @ user @ user @ user  a plus detestee vs mondel islam religion terroris... @ url,0
@ user faut arreter mlp c'est qu'une gauchiste !,0
@ user violence peut etre norme . force necessaire l'est quand interventions requier... @ url,0
france : jeudi prochain a librairie resistances :  naufrages .  odyssee migrants africains etienne du... @ url,0
bref jamais trop tard tomber amoureux a stade  accepte tout monde surtout renois... @ url,0
@ user @ user @ user vraie histoire l'invasion-islamisation berberes arabes ? faut rever ...,0
@ user @ user bobo citadin pleure parce qu'1 vache va finir steak assiettesil ... @ url,0
plus enfants refugies diplomes plus developpent :,0
fait point.nregarde estns'attarde virgulesnouvre parenthesesnle trema naeve ch @ url,0
@ user @ user peu trop violence a gout,0
@ user @ user mdr excuses prend train viens  temps  attarde minus 16... @ url,0
@ user @ user france  europe bonne partie monde arabe monde tout court considere h... @ url,0
@ user j'ai explose rire c'etait parfait xd,0
si zemmour disait verite terrorisme reclame l'islam n'aurait pu finir phrase . onpc couc... @ url,0
femme fait agresser insulter sale arabe . confrontation personne a gendarmerie . flic d... @ url,0
@ user  empire mongol  ordre assassins,0
video gaza : voila medias appellent manifestations . d'apres pourquoi arabes envoient-ils d... @ url,0
@ user dites-moi ca sort pile-poil maintenant parce qu'il pris position contre l'accueil migrants europe ?,0
@ user @ user resultat ideologie gauchistequi nom l'egalite chances veut g ... @ url,0
mbz a tete emirats arabes unis moyens . mubadala impressionnant fonds souverain plethore... @ url,0
tellement contente smythe davis sortit mongol dorjsuren alors aussi aidee pa... @ url,0
@ user non a dictature pensee non terrorisme intellectuel . oui a liberte d'expression conscience d'opinion .,0
@ user @ user allez apprendre faire difference entre gauchiste comme lula/melenchon f ... @ url,0
~ne t'attarde dtails risques rater devant toi~,0
@ user @ user @ user permis effet reconnaissance droit a ' # avortement droit a l'... @ url,0
l'invasion subissons celle touristes cet homme historien gauchiste @ url,0
@ user @ user ceux meritent meme qu'on s'attarde dessus ..j'vais faire unanimite dessus... @ url,0
@ user reponse ici =i & gt ; ecrivaine blogeuse engagee . liberees - combat feministe gagne... @ url,0
@ user @ user @ user ca change quoi chiffres hein ? trois mille migrants trois millions migran... @ url,0
@ user assia vallah  plus rien a perdre fait deja terminer depuis tweet rebeus,0
@ user @ user rien a voir terrorisme l'islam ! ! c'est dingue fondu cable !,0
meme persuadee # zemmour ... c'est pensee dominante francais hors gauchistes bien c... @ url,0
parti danois veut expulser  migrants musulmans abusent aides sociales  developpe rapidement @ url,0
@ user /o sais . comprends . j'en marre . va encore reprendre toute cette violence gueule . # lassitude,0
@ user oui depuis matin attarde apres match,0
@ user meklat a badroudine : quand # inrocks soutiennent l'antisemitisme islamiste gauchiste bien-pen... @ url,0
@ user comprends pourquoi plupart gens disaient ... etais arabe quand streamais . nce genre ... emissio ... @ url,0
@ user @ user j'aime rebeus,0
rt @ user l'histoire quebec vaut peine qu'on s'y attarde . tellement triste qu'on l'enseigne presque plus . texte fort interessa,0
@ user peut-etre gauchiste ? @ url,0
ptdr tout a fait raison commentaires grave meufs disent renois mettez aussi... @ url,0
israel migrants africains sentent victimes  racisme  - @ url @ url,0
migrants gagnent/recoivent davantage l'etat p... @ url,0
@ user @ user fallait rever quelqu attarde vendredi ... un.petit effort operat... @ url,0
@ user racisme blancs envers noirs arabe tellement ete gomme france meme individuellem... @ url,0
rt @ user @ user @ user cassons gueule gauchiste faisons comprendre qu'en jouant vies,0
@ user @ user @ user @ user si etes coherent meme cela signifie etes contre l'avortement .,0
@ user contre jparle couramment chinois jpeux dire ching chong ca veut rien dire,0
@ user exactement xd comme ami precieux m'attarde beaucoup genre details xd,0
quand meme aime atmosphere garde identite violence dessin ryp . : ),0
@ user @ user l'argument c'est noirs arabes revendiquent comme noir arabes pigeon g... @ url,0
@ user pq y'a autant rebeus tiennent l'ol ?,0
l'idee qu'il existe 1 lobby juif classique l'extreme droite desormais declinee sous l'avatar lobb... @ url,0
@ user pire ( deso pr potes prison^^ ) c'etait press ' violence policiere & gt ; apres & lt ; . ca d... @ url,0
plus terrasse plus lumiere ... refugies caveau etat desarroi certain gardons malgre t... @ url,0
@ user c'est jargon gauchiste tellement galvaude s'en devenu running gag .,0
etes-vous  accord bernard kouchner dit  devrions prendre plus migrants  @ url,0
@ user @ user @ user @ user @ user @ user  ouf comment rebeus qua... @ url,0
@ user @ user ah ben cest difficile quand connait smartphones beton immeubles,0
@ user long comme regard s'attarde corps,0
@ user theorie deep state terme trump renie reprend bien canons l'antisemitisme c... @ url,0
@ user pareilj  aime voir gens malheureuxmeme ceux connais vraimentje  attarde toujours u... @ url,0
@ user dit gauchiste . quand recoit menaces extreme gauche voit millions degats les... @ url,0
@ user etes fatiguant donc dit fermer bouche grr blackos face normal porte tee shirt bande faux derch,0
question simple passe t'il tete certains renois regarde comprends wesh j'exige d... @ url,0
loon-plage : cycliste invente agression migrants . simplement tombee velo . @ url,0
@ user @ user  islamisation france marche ... financee caf .  probablement premiere... @ url,0
@ user @ user @ user non prefere juste arretes d'employer vocabulaire gauchiste ( c... @ url,0
@ user @ user @ user @ user  juste  habitude  attarde plus couleur fringues,0
@ user @ user aucun rapport sachant rebeus rois matiere,0
rebeus doux civilises jvs love,0
@ user attarde point . resumer cout seule partie ferme projet = 100m s... @ url,0
@ user tant violence ... @ url,0
apres renois  voulait  a raille ca liste,0
dc fait n'ont tjrs legalise l'avortement ca reste sujet tabou . contre ca fait 4ans qu'on appren... @ url,0
marocains debate mongol croit lportugal amerique nord jsp cmt vs pouvez tenir jlaur... @ url,0
 3 milliard d'homme terre t'attarde quelqu'un d'indeci   avoue mal celle-la..,0
@ user tout a fait ! vois a quel point coeur grand meme envers refugies d'une peupla... @ url,0
c'est mieux m'attarde plus certaines personnes fait,0
@ user y'a aussi plein pays africains guerre pouvant accueillir . avant de... @ url,0
@ user mediapart islamo - gauchiste ? titre plenel mal compris ?,0
bah y'a qu'a quand meme tres belles phrases si s'y attarde peu @ user @ url,0
voila resultat rapport l'islamisme confond islam terrorisme .,0
nn ctoi va menvoye  bah envoie dm jpeux savoir c'est mongol @ url,0
@ user @ user @ user gne ? agrandir l'interface s'adapter a ecran beaucoup plus petit c... @ url,0
@ user @ user @ user ah oui ? ca ... quoi ? @ url,0
@ user soma gros mongol cinnamon  quoi ?,0
france pr autiste - debile - came . j'arrive plus a savoir . @ url,0
y'a meuf classe pleins racisme envers arabes taleur traiter asiatique ... @ url,0
@ user toujours vas trop loin,0
meme etant gauchiste pro migrants j'aurais baille lisant c...,0
cyber-harcelement : jeune homme 25 ans reconnu coupable viol a distance @ url via @ user,0
@ user @ user @ user gauche anti religieuse general extreme droite anti islam tout court ( pou... @ url,0
mdr renois disent rien a 69 honte a,0
macron  islamisation france plan bien ficele  institut montaigne @ url,0
