text,hs
"wieso festgenommen , gleich nachschmeien meer !",1
"wieso festgenommen , gleich nachschmeien meer !",1
drecks pack . ...,1
drecks pack . ...,1
spielen bimbos versenken,1
spielen bimbos versenken,1
tja mal herzlich willkommen christlichen land bescheuerten gutmenschen ! ! !,1
tja mal herzlich willkommen christlichen land bescheuerten gutmenschen ! ! !,1
hetze,0
dafur gibts torpetos,0
gebt schnell bohrer,0
nazis..traurig,1
nazis..traurig,1
"ganze bereicherung verdanken christlich verblodeten vollpfosten . kardinal francesco montenegro , sizilianischer erzdiozese agrigent fluchtlingsinsel lampedusa zahlt , appellierte italiener , fluchtlingsnotstand verschlieen . ganze bevolkerungen wurden derzeit bewegung setzen , konne wegschauen .",1
"ganze bereicherung verdanken christlich verblodeten vollpfosten . kardinal francesco montenegro , sizilianischer erzdiozese agrigent fluchtlingsinsel lampedusa zahlt , appellierte italiener , fluchtlingsnotstand verschlieen . ganze bevolkerungen wurden derzeit bewegung setzen , konne wegschauen .",1
manchmal macht eben richtige mischung ... ! ! !,0
warum schleppt dieseschiffe zuruck afrika ? ?,0
na vielleicht merken jetz vielen gutis wahren grund aktionen ! ! ! aufwachen ! ! !,0
"zuruck schicken , garnicht erst land lassen..",0
"genug genug , brauchen teppichbruder ! ! !",0
roth fur mehr fluchtlinge lief gerade tv roth einziehen losung,0
"fresse , labert scheisse ... ..",0
"echt kotzen , andauernd kommentare geloscht",0
"sicher . schade , deutschen moglich d verlassen . ware interessant unfagigen politiker hinstellen pack `` bereichern ''",1
"sicher . schade , deutschen moglich d verlassen . ware interessant unfagigen politiker hinstellen pack `` bereichern ''",1
"sags ja immer gerne : lautesten toleranz schreien , intolerantesten . rein land ganzen gesocks .",1
"sags ja immer gerne : lautesten toleranz schreien , intolerantesten . rein land ganzen gesocks .",1
demnachst deutschlands moschen salafistenveranstaltungen straen . hoch politiker .,0
schiff entern zuruck schleppen versenken,1
schiff entern zuruck schleppen versenken,1
kennt musels.ist halt hinterhaltiges pack .,1
kennt musels.ist halt hinterhaltiges pack .,1
"tja ... konnt gestern fatima roth zdf bewundern leute nazis macht fluchtlingsfrage meinung ... .die dame afd punkt gebracht ... .wir deutschland gesetze fur asyl zustandig ... ..da gepruft jemand politisch verfolgt , minderheit heimat angehort verfolgt ... .usw ... .da tauchen fur fragen : ... ... .wer pruft eigentlich wahrheitsgehalt menschen her kommen ? ? ? ? ? kleine scheiss beamte ? ? froh 16.00 uhr ? ? ? ? nachte frage ware ... ... wozu gibt uber haupt gesetze mal durchgesetzt ? ? ? ? ? ? ? deutschlan leben offiziell ca . 65000 menschen deren asylantrag abgelehnt wurde ... ..was bitte ? ? ? ? ? ? ? ? ? ? ?",1
"tja ... konnt gestern fatima roth zdf bewundern leute nazis macht fluchtlingsfrage meinung ... .die dame afd punkt gebracht ... .wir deutschland gesetze fur asyl zustandig ... ..da gepruft jemand politisch verfolgt , minderheit heimat angehort verfolgt ... .usw ... .da tauchen fur fragen : ... ... .wer pruft eigentlich wahrheitsgehalt menschen her kommen ? ? ? ? ? kleine scheiss beamte ? ? froh 16.00 uhr ? ? ? ? nachte frage ware ... ... wozu gibt uber haupt gesetze mal durchgesetzt ? ? ? ? ? ? ? deutschlan leben offiziell ca . 65000 menschen deren asylantrag abgelehnt wurde ... ..was bitte ? ? ? ? ? ? ? ? ? ? ?",1
haken nehmen ausgangshafen zuruckschleppen !,0
immer weien hai braucht nahe : ),1
immer weien hai braucht nahe : ),1
hilft eins boote unten anbohren . gebraucht gewollt,1
hilft eins boote unten anbohren . gebraucht gewollt,1
zuruck denen,0
islam gehort strafe verboten .,0
"grossten not , tun menschen grausames . pfui teufel ? ? ? ? ?",0
"viele kommentare gelesen feststellen , genau unuberlegte aussagen politiker aufschreckt nachdenken animiert . ausgewahlten worten , politik beeinflussen . hass ( predigten ) erreicht gerade mal gegenteil . wahlen parteidemokratoren abstrafen . richtig ware , frau petri ( afd9 argumentieren , asylanten immer ubergangsbleiberecht beantragen konnen . ca . 30 % ankommenden . 70 % sollten sofort zuruckgewiesen . kommentar , muslime warfen christen meer , wahrheit entspricht , kirche stellung beziehen . wiederum staatszuschussen abhangig . wer assylantenheim troglitz anzundete ja immer nachgewiesen , medien stimmung zerstoren gesellschaft . eigentliche schuldfrage fur fremdenhass bundesregierung steigbugelhaltern ( landesregierungen , landratsamter usw . ) zuschreiben lassen . a ... .. hose .",0
"warum schutzt italienische kustenwache verbrechern ? ? ? ersten 5 boote versenkt wurden , esw vorbei spuk ! !",1
"warum schutzt italienische kustenwache verbrechern ? ? ? ersten 5 boote versenkt wurden , esw vorbei spuk ! !",1
"sofort ort stelle einfach versenken , rum spricht mehr viele versuchen europa kommen .",1
"sofort ort stelle einfach versenken , rum spricht mehr viele versuchen europa kommen .",1
moslems gewohnt.das pack mitlerweile morden hinterhaltig toten .,1
moslems gewohnt.das pack mitlerweile morden hinterhaltig toten .,1
neonazis schon recht drecksauslander gehoren vergaast mal mer freundin einkaufen gehen 2drecksturken eingang dumm anmachen asozial sowas un staat macht nix auslander raus ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1
neonazis schon recht drecksauslander gehoren vergaast mal mer freundin einkaufen gehen 2drecksturken eingang dumm anmachen asozial sowas un staat macht nix auslander raus ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1
sobald muslime mehrzahl fangen automatisch gottesstaat errichten . terror nimmt lauf .,0
ganze schiff versenken bundeswehr jagd versenken,1
ganze schiff versenken bundeswehr jagd versenken,1
na gute .traumatisierte kindlein halt . ?,0
"groe worte , jugendbande zerschlagen ...",0
macht mal banden grostadten versager drogen menschenhandel,1
macht mal banden grostadten versager drogen menschenhandel,1
scheis nazis,1
scheis nazis,1
russen !,0
facharbeier,0
darf ja nix sagen gleich rechten ecke gestellt .,0
45 geboren schulde rest welt scheissdreck ! dreckspack einbrechen wurde-ich wurde bullen rufen-aber die-garantiert !,1
45 geboren schulde rest welt scheissdreck ! dreckspack einbrechen wurde-ich wurde bullen rufen-aber die-garantiert !,1
"schone kommis , geht runter schweineschnitzel , ...",0
@ 137c9c6970afb7fc daran schlimm rechten gestellt sage immer offen meinung schei auslandern egal andren denken sagen finde sollten mehr endert staat nie gibt wenige neonazis sagt meinung offen schei kanacken solln raus land ! ! ! ! ! ! !,1
@ 137c9c6970afb7fc daran schlimm rechten gestellt sage immer offen meinung schei auslandern egal andren denken sagen finde sollten mehr endert staat nie gibt wenige neonazis sagt meinung offen schei kanacken solln raus land ! ! ! ! ! ! !,1
"kriminelle auslander hinrichten ! eiern aufhangen , ganze familie auspeitschen ausweisen.an grenze solange knuppel kopf hauen gedanken deutschland dauernt angst hose scheien ,",1
"kriminelle auslander hinrichten ! eiern aufhangen , ganze familie auspeitschen ausweisen.an grenze solange knuppel kopf hauen gedanken deutschland dauernt angst hose scheien ,",1
furchterlich,0
"eltern wohnen , konnen kommen , zwei meter en schlagring , baser totschlager gebunkert , polizei erst gerufen invasoren tot !",1
mochte altes deutschland,0
"wurde finden schwer verletzen . moglicherweise konnte sogar hinkriegen , erwischt . eltern 77 . wer anfasst , erledigt .",0
"fallt : niemand fremdlandern gesagt . na ja : 99,8 % warscheinlich , osterreichische buben : -/",0
"schei drauf grune gesox denkt : paar tagen berlin unterkunft fur kriminelle asylbewerber gebrannt . kriminelle asylbewerber = doppelt nichtsnutzig , ruhig benzin feuer gieen konnen .",1
"schei drauf grune gesox denkt : paar tagen berlin unterkunft fur kriminelle asylbewerber gebrannt . kriminelle asylbewerber = doppelt nichtsnutzig , ruhig benzin feuer gieen konnen .",1
"schei drauf grune gesox denkt : paar tagen berlin unterkunft fur kriminelle asylbewerber gebrannt . kriminelle asylbewerber = doppelt nichtsnutzig , ruhig benzin feuer gieen konnen .",1
"schei drauf grune gesox denkt : paar tagen berlin unterkunft fur kriminelle asylbewerber gebrannt . kriminelle asylbewerber = doppelt nichtsnutzig , ruhig benzin feuer gieen konnen .",1
... darf sowas ja beim namen nennen-herr pleitgen dagegen auslander benannt,0
"fruher wurden denen hande abgehackt , zeiten , gestreichelt",1
"fruher wurden denen hande abgehackt , zeiten , gestreichelt",1
wirtschaftskrise macht grenzen dicht .,0
fachkrafte,0
fachkrafte `` dringend '' brauchen frau merkel gesocks,1
fachkrafte `` dringend '' brauchen frau merkel gesocks,1
"wieso deutschland , sofort abschiebung , samt familie.und kriegen geld deutschland , klauen konnen , widerliches deutschland , tut entlich ...",0
gleich erschiessen !,1
gleich erschiessen !,1
7 leute klauen 400 fahrrader ?,0
"gibt deutsche , sowas leute : d",0
fur wichser taterschutz ? lachhaft !,1
fur wichser taterschutz ? lachhaft !,1
hoffe asylbefuhrworter mal besuch leuten kriegen .,0
gleich erschiessen !,1
gleich erschiessen !,1
"facharbeiter , ganz klar ! ! !",0
"sieht wien schei kosovoalbaner , immer sofort raus pack",1
"sieht wien schei kosovoalbaner , immer sofort raus pack",1
rumanischer bettler .,0
ruckfahrkarte .,0
erkenne . egon . sicher ralf klaus gegend unsicher gemacht ?,0
"8acea189036f77df , deutsche auslaender , groesste einwanderungsgruppe ... .sagt ? ?",0
kommt uckermark ?,0
"... ... lasst leute mal schwer arbeiten ( 10-12 std./tag ) , aufenthalt antragsstaat bezahlen , vergeht pobelei , schlagerei , , . vieleicht hause .",0
albaner tschetsche sau ja genug davon,1
albaner tschetsche sau ja genug davon,1
zeit islamisten licht knipsen .,1
zeit islamisten licht knipsen .,1
lol gibt auslander mist bauen . xd : d,0
"tja , einfallsreichtum . auslandern/migranten lernen heit siegen lernen .",0
na servus . einzelfalle ? ? ?,0
menschenschrott darf,1
menschenschrott darf,1
ja dicken minister mitglieder heidiebummsvallera,0
gab bestimmt > > > >,0
langer zeit ? kommt schon fragwurdig . niemand 8 jahren mitbekomm ? klar ( wers glaubt ) ... europa infiltriert bzw . infiziert ! gerade tagen immer deutlicher .,1
langer zeit ? kommt schon fragwurdig . niemand 8 jahren mitbekomm ? klar ( wers glaubt ) ... europa infiltriert bzw . infiziert ! gerade tagen immer deutlicher .,1
raus mauer aufbauen,0
http : //goo.gl/wlc7qw irrtum ... . klar i schworre,0
scheiss gsindl,1
scheiss gsindl,1
"schuss knie , laufe leben !",1
"schuss knie , laufe leben !",1
linke grune,0
"aufhangen , kosten steuergeld ( verschwendung )",1
"aufhangen , kosten steuergeld ( verschwendung )",1
"na geh , ja , wenig unterstutzung erhalten . 1.sicher menschen , gebildeter 2.der ubliche bedauerliche einzelfall *kotz*",0
tod strang,1
tod strang,1
sag immer raus deutschland dreckspack,1
sag immer raus deutschland dreckspack,1
fragt warum religion leiden,0
schei islam,1
schei islam,1
"wer leute rein lasst wundert , benehmen heimat . grunde verstanden , warum organisationen pegida strae gehen . wacht endlich .",0
"soweit gekommen , angst eigenen land mussen , armes armes deutschland.raus bande , verloren .",0
"pack tag nacht gejagt , ehe deutschen ! !",1
"pack tag nacht gejagt , ehe deutschen ! !",1
gesindel .,1
gesindel .,1
dreckspack gehort sofort raus,1
dreckspack gehort sofort raus,1
idioten braucht schwein,1
idioten braucht schwein,1
"unsagliche islamisten pack gehort sofort abgeschoben . pegidaner gehen umsonst woche strae . buckbeter image zuschreiben dafur uber jahrzehnte europa gesorgt . sehe schon guterzuge rollen , diesmal kz 's gen nahen osten .",1
"unsagliche islamisten pack gehort sofort abgeschoben . pegidaner gehen umsonst woche strae . buckbeter image zuschreiben dafur uber jahrzehnte europa gesorgt . sehe schon guterzuge rollen , diesmal kz 's gen nahen osten .",1
seid einfach sorte menschen sack packen merkt innerlich lebt adolf,1
besten schon gestern,0
"`` illegal '' wirklichkeit untersuchen : perverse unterdruckung spezialisierten fruher besonders gut religioten art , heute speziell moslems etablierten politschweine brd eu sowie lugenpresse .",1
"`` illegal '' wirklichkeit untersuchen : perverse unterdruckung spezialisierten fruher besonders gut religioten art , heute speziell moslems etablierten politschweine brd eu sowie lugenpresse .",1
"`` illegal '' wirklichkeit untersuchen : perverse unterdruckung spezialisierten fruher besonders gut religioten art , heute speziell moslems etablierten politschweine brd eu sowie lugenpresse .",1
"`` illegal '' wirklichkeit untersuchen : perverse unterdruckung spezialisierten fruher besonders gut religioten art , heute speziell moslems etablierten politschweine brd eu sowie lugenpresse .",1
recht geben .,0
"sollten lieber angeklagt , ganz mulm europa holen . sag ja immer franzosen ahnlicher denkt , sozusagen westlichste bundesland .",0
"wer wahrheit sagt , angeklagt",0
habt lust blasen ?,0
"ja , egal sagen , immer nazis dargestellt . einfach angst groe angst kultur . treffen welten aufeinander . gestern gruppe auslandern vorbei dumme bemerkungen gemacht kopftuch trug . pfefferspray gekauft , sehe , wehren darf . leben freien land recht meinung sagen .",0
bestes beispiel auto wurde geklaut schrottgefahren,0
postet mal deutschen kriminellen . findet mal wen schreiben wurde deutscher christlichen hintergrunden gemacht,0
rechtsverdreher unteren 10.000 kennt eben .,0
"gefallen lassen , genug , reicht , wen reden bringt mu eben gehen ... asylanten mehr schwarze kriminelle schon garnicht raus deutschland pack ...",1
"gefallen lassen , genug , reicht , wen reden bringt mu eben gehen ... asylanten mehr schwarze kriminelle schon garnicht raus deutschland pack ...",1
tausende taliban is wer ! lassen ausbilden boom ! mann brauch einzigen davon deutschland / europa !,0
"richtigen fluchtlinge lassen zuruck geben , 100ten nem boot treiben . uberleben : fast unmoglich . denk mal , warum trzd fluchten . stinks ja wohl selber",1
gehort nachste laterne geknupft !,1
gehort nachste laterne geknupft !,1
genau fachkrafte braucht staat,0
na super mussen wohl kopfe furchten .,0
"na denkt viele abschaum schon ! ! ! linken grunen sagen ja , harmlose fluchtlinge ...",1
"na denkt viele abschaum schon ! ! ! linken grunen sagen ja , harmlose fluchtlinge ...",1
"passiert ? ! ! ! sogenannten `` guten deutschen '' mussen erst diskutieren , menschewnrechte verletzt werden/wurden . kriegt tolle bleibe , freie krankenversorgung , freien busausweis , immer wqunschzettel !",0
selbe damals 89 mit unserer elterngeneration . gedacht bekommen westen goldene kalb serviert gut kopf gehauen `` ruber '' konnen kindern ging denen zone zuruckgelassen blode sau interessiert . festzustellen `` '' gold glanzt,0
ovp/spo - reicht grunen osterreichs - nein danke !,0
raus drecks pack,1
raus drecks pack,1
eu holt terror her ! total bescheuert ? ? ? ? ? ? mull ! reicht langsam ! ! ! ! !,1
eu holt terror her ! total bescheuert ? ? ? ? ? ? mull ! reicht langsam ! ! ! ! !,1
einzige bleiben,0
steht nie bildzeitung,0
passiert ratte,1
passiert ratte,1
lassen pest land,1
"na , is , kopf ab .",1
"na , is , kopf ab .",1
"3.000 , - 15.000 , - euro fur flucht . soviel geld nie hand gehabt . konnte tuchtiger mensch uberall neues leben aufbauen . gerade afrika ! ! !",0
"fest genommen , verhort fur immer eingesperrt ! ! nein spa xd kommt schones fluchtlingsquartier platz technick , gegenuber kindergarten angrenzenden spielplatz immer lang gehn .",0
woher nehmen geld ? ? ? ?,0
boot zuruck ab,0
keuzfahrt kabine fenster balkon buche mu mehr bezahlen.wurde interresieren butler kostet .,0
zuruckschicken..,0
": v hallo freunde !  zeig , mohammed neues gebracht , schlechtes inhumanes finden , vorgeschrieben , glauben , predigte , schwert verbreiten.  *** `` zeig , mohammed neues gebracht schlechtes unmenschlich , befehl , schwert verbreiten glauben , predigte , finden . '' +++ papst benedikt xvi berufung byzantinischen christian kaiser , xiv jahrhundert , manuel ii palaiologos ,  aula magna  universitat regensburg ( ratisbona ) , deutschland , jahr 2006. : ) ? lasst beten umwandlung franziskus kardinal bergoglio ! ? ; ) / teilen :  genieen  /oder  aktie  : himmelfahrt herrn jesus christus . ( christi himmelfahrt ) https : //www.facebook.com/photo.php ? fbid=249737181834189 & set=a.125480024259906.21621.100003937266126 & type=1 & theater +++ herr bonfim ( beruhmter hingabe bundesstaat bahia , brasilien . ) https : //www.facebook.com/photo.php ? fbid=494622750678963 & set=a.125480024259906.21621.100003937266126 & type=3 & theater  hoc signo vinces ! ! ! ",0
wenigstens schlepper davon leisten konnen ja geld brauchen merkel co mut mal ganz kurz daruber nachdenken tun steuergeld sparen ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0
kommt zeitung preisen.waren personlich vorort fragen,0
uberlegt mutter + balg steuerzahlern kostet ... ! macht augen ! ! ! 111,0
"schlechte maximal hetzende bericht erstattung . weniger journalist , menschen kopf glauben ...",0
"schlieen ganze familie verwanten sofort abschieben-jeder kriminelle auslander , gleich ganzen familie abgeschoben , passen altern fieleicht jungern ...",0
mutter schlimmer !,0
scheiss nazis,1
scheiss nazis,1
wixxer nazi haltet fresse,1
wixxer nazi haltet fresse,1
schei islamisten eigentlich bezeichnen ? restmull sondermull ! ! ! ! ! ! ! ! !,1
schei islamisten eigentlich bezeichnen ? restmull sondermull ! ! ! ! ! ! ! ! !,1
jawol direkt raus kriminellen,0
bedauerlicher einzelfall ? ? ? ?,0
"gute daran , pack legt selber",1
"gute daran , pack legt selber",1
egal woher kommen . straffallige auslander gehoren raus ausnahme,0
mehr wegzudenkender facharbeiter ?,0
"drecks albaner ! ! zwei jahren 2012 mist schweine ficker albaner freund erschossen wegen ! ! ! sollen zuruck albanien verpissen gegenseitig abknallen ! drecks volk ! ! ! raus , pack ! !",1
"drecks albaner ! ! zwei jahren 2012 mist schweine ficker albaner freund erschossen wegen ! ! ! sollen zuruck albanien verpissen gegenseitig abknallen ! drecks volk ! ! ! raus , pack ! !",1
sofort abschieben,0
sofort raus ! !,0
"polizist schaut , nen geist gesehn : d",0
"fehden ausgetragen , autos zusammengeschraubt",0
drecks pack,1
drecks pack,1
wenigstens gegenseitig ... ... ... ... ... .,0
"solls , wenns dadurch weniger pack ,",1
"solls , wenns dadurch weniger pack ,",1
schade auto wohl leider langsam ! ! ! !,0
nervt langsam schei,0
zirkus sollen land veranstalten,0
warum polizei beiden serben streit ende fuhren lassen . heute zwei probleme weniger .,0
wars eigenen schei kummert ? : d,0
"gut gemacht super regierungspolitiker . staat mehr fur sicherheit burger sorgen - irgendwann hand nehmen . seid schuld daran , staatsburger land immer radikaler !",0
"deutschland , `` einzeltater '' lacherlich politiker",0
einzelfalle ! ! ! ! warum beschweren ? gewollt brauchen facharbeiter,0
"kay . finde auslander , sud-osteuropa kommen ganz nett . mag bisschen action strae bringen . langeweile mehr .",0
"wieso 15 jahre , mord ...",0
siebeneinhalb jahre fur menschenleben ...,0
bedauerlicher einzelfall-wie immer .,0
"todesstrafe ware besser , eigefuhrt ,",1
"todesstrafe ware besser , eigefuhrt ,",1
2 jahren raus .,0
"a witz , 5 draussen ! abartige justiz",1
"a witz , 5 draussen ! abartige justiz",1
"sudlander kinder , daher milderne umstande , sudis wissen wann trannenduse aktiviert .",0
"moslem recht alte kalt , minderwertig fur , gebahrmaschine fur typen .",0
"lol ja bose bose kiffen , leute kommen freien fu , erzahlen ; solange einsitzt .",0
"mord lebenslang geben , scheissegal freggel herkommt . deutsches land , deutsche gesetze .",0
"ach einzelfall , warum lebenslanglich ?",0
bosnien : moslem ? ? betimmt .,0
wenig,0
affen seit untergebildet reicht beim schlagen vater filmen pedos,1
affen seit untergebildet reicht beim schlagen vater filmen pedos,1
tierschutzer ! gesochs raus,1
tierschutzer ! gesochs raus,1
einzelfall ! ! !,0
neuen facharbeiter eben :,0
warum hangt abschaum ?,1
warum hangt abschaum ?,1
auslander dreck,1
auslander dreck,1
raus deutschland dreckfressen,1
raus deutschland dreckfressen,1
raus pack,1
raus pack,1
ware dafur,0
"warum kreaturen ganz einfach deutschen knast 5 sterne-hotel vergleichen , mussten behandelt weren se herkommen ganz einfach",0
"ja , deutsche polizisten deutsche kampfflieger deutsche raketenstationen mitten tirol , ausladerkriminalitat ! ebenso - sicht - kriminellen tagungen , tage auslanderkriminalitat bedingen ! ! ! ditie",0
deutschland deutschen ganz einfach ! ! ! !,0
"hieen deutschen straftater osterreichischen kriminalstatistik ? etwa murat , ali , chem aiche ?",0
? ? ? ? fur hurensohne,1
? ? ? ? fur hurensohne,1
thema https : //pbs.twimg.com/media/ciifweaw8aamp34.jpg,0
"..die frau gab beamten protokoll , gatten wiederholt geschlagen , gewurgt eingesperrt worden sei . schlagen gezwungen , -- -- -- -- -ein kopftuch tragen -- -- -- -- -- . ... ... .daher weht wind ... ... http : //www.kleinezeitung.at/s/steiermark/chronik/4760631/graz_altes-gutachten-stufte-amokfahrer-als-verlaesslich-ein",0
"`` follower '' , ?",0
erklaert : (,0
"na stumm geworden hetze gesehen , traurig !",0
bleiben lichterketten demonstrationen ? gibt fuer opfer ? ? ?,0
affen seit untergebildet reicht beim schlagen vater filmen,1
affen seit untergebildet reicht beim schlagen vater filmen,1
ja drei jahren stellt sogenannter psychologe freifahrtschein drehen . sowas wegsperren zubetonieren,1
ja drei jahren stellt sogenannter psychologe freifahrtschein drehen . sowas wegsperren zubetonieren,1
"kommentar ... .. benehmen schwein , begehen straftaten , bekommen keinerlei konsequenzen ... unmoglich ... . o.o",0
"gefallt , ehemalige rote burgermeister graz , nagl , hautnah miterlebt , gesindel , graz geholt sagen darf , verhalt . multikulti super , genosse nagl ?",1
"gefallt , ehemalige rote burgermeister graz , nagl , hautnah miterlebt , gesindel , graz geholt sagen darf , verhalt . multikulti super , genosse nagl ?",1
asoziale familie ganz einfach ausrotten .,1
asoziale familie ganz einfach ausrotten .,1
"typisches balkangehabe , ... ... erschuettert wenig-ist deren `` kultur '' stur beibehalten . haette nie sissi dorf heiraten , nein fahr ma schlechte heimat ja verlassen importiert gleich ... ..unfassbar zugesehen . m.e . verbrechen behoerden auffuehren ... ..",0
durchgeknallter auslander rechtfertigt pauschalen auslanderhass .,0
affen seit untergebildet reicht beim schlagen vater filmen,1
affen seit untergebildet reicht beim schlagen vater filmen,1
wer kommt deutschland !,0
immer schon aufpassen wachsam .,0
"fur'n `` religioser '' extremismus ? ? islam religion hort endlich religion behandeln ! ! erkennt endlich religionsstatus ab , macht vieles einfacher ! !",0
kreuzzugen muselmanen eins eier bekommen . sollten denen geburt kloten gleich abschneiden,1
kreuzzugen muselmanen eins eier bekommen . sollten denen geburt kloten gleich abschneiden,1
oh ganz neues ! ! ! ! !,0
keinglaube wer besser ! !,0
"unglaublich , gutdeutschentum immer kriminell gewordene auslander migranten beschutzt . dreck gehort abgeschoben , notfalls harter hand eiserner faust , koste wolle .",1
"unglaublich , gutdeutschentum immer kriminell gewordene auslander migranten beschutzt . dreck gehort abgeschoben , notfalls harter hand eiserner faust , koste wolle .",1
"mal kurz aufm punkt gebracht aggressivitat etc gehen ? nehmen durft nich ausland seit auslander habt eis , doner , ferrari , lamborghini , spaghetti , vodka , obst gemuse ausland kommt , i phone habt gut gar nix . schon krass menschen glauben gesagt",0
"wow , erwachsen seit , scheiss nazis .",1
"wow , erwachsen seit , scheiss nazis .",1
"danemark gabs ne demonstration fur is ... politik erlaubt .. 100en sinds schwarzen fahnen stadt gezogen allahuakbar gerufen ... . meinung , burgerkrieg geben . halt 5 jahren , tippe 15-20. kinderficker sei dank heimat schon verlassen . ps : gesamte asiatische welt lacht uber witz !",0
*hust* kreuzzuge *hust* grad kreuzzuge gesagt ? hm immer husten..,0
seite immer rechter,0
transport lohnt ? ? ?,0
"ruhig stellen , bahngleis setzen , lokfuhrer ablenken warnen .",0
"sowas 20 -30 jahre , ware rollkommando zelle gekommen ruhe war.heute jva kindergarten .",0
