text,hs
lma telq kl ywm bejqat syr xanqp lazm tfrh wtt*kr < nk eay $ bbld mntj wqwy aqtsadyaf wmalyaf wqwy ajtmaeyaf wmey $ yaf wkl $ y fyh qwy > jl~k,0
ma tfdlt bh ya > xy hw mnt $ r mn* eqwd wmn* qrrna klbnanyyn > n...,0
wallh lw fy dwlh ma trktk ant wr } ysk,0
yjb mharbp alfsad,0
mtl nbyh bry,0
anna mwhdwn twhydyyn < ly ywm aldyn,0
yrhmha wysbr ahlha,0
ya mhla e*ab algrb mn e*ab ayran wma tfelh mn e*ab wtnkyl wtjwye wanhtat axlaqy lahl aleraq alaby,0
wtn alteay $ w alhryp  wtn alsdq w almhbp h*a kl ma nhn bhajp < lyh lnhsl ely h*a alwtn elyna an ned $ eb waey...,0
tyb xlyna balns ayran kamyrwn,0
byky > ndrswn ts > l jbran basyl almezm fy elm alaqtsad hwl m $ akl lbnan whw yjybha brdyp zjl en al $ eb allbnany alezym...,0
myn jab syrp eqdp > glbyp al $ eb allbnany jbran basyl,0
nsrallh klam wzyr alxarjyp jbran basyl en drwrp hl ms > lp axfa ' al < mam alsdr kan mhmaf,0
klmp jbran basyl > xjlth w > xjlt kl al > mp alerbyp,0
fela zmn alrwybdp wmnasb jda,0
sbah jmyl kjmal qlwbkm,0
dby rzqha allh b mhmd bn ra $ d eml ely tnmytha w < dartha k > hsn ma tkwn altnmyp wal < darp zrtha qbl s...,0
h*h emamat swda ' tlbt balabyd,0
shafp > rdwgan bl $ t txw~f > wrwba mn mwjp laj } yn jdydp $ klh alhdwd altrkyp rh ttskr bw $ yly bdh yhawl ytle mn < dlb,0
mrhba ya rjal qlep almmanep byslm elykn abn ramy mxlwf mn dby wbyqlkn asmdw wmwtw kman $ wy jay alsyfyp wsfrt alkwt dazwr mkl...,0
fhmtwa ya hqwdyn ya jmaep alhrkp,1
al f mbl $ yn mn allylp balhmlp e jbran basyl b mna wjr,0
rbma ykwn emad evman bmvabp sndwq aswd llm $ nwq,0
slym ewn la ysttyewn altswyb ely alr } ys my $ al ewn fyswbwn ely r } ys altyar  jbran basyl aw elyna lsna mksr esa l > h...,0
da } ma ant ely hq,0
xlyk by aljahlyh lanw ma alk aly aljhl tbek qtr am alerb wam lbnan wstbqy qtr walxlyj asyadk ya far mn aledalh,1
yaryt $ ebk bysme wa*a sme ywqf wa*a wqf yhdv alfrq $ eb lbnan tebanp,0
maendna barat llasf albarat bbldk wynzmha anty wamk wbnat bldk,1
alwzyr jbran basyl kan awl mn trh mwdwe ewdthm aly bldhm lys antlaqaf mn mwqf ensry metbra an aljmye lahqaf altqwa ely a...,0
kl almyly $ yat tktlt ttwajh jbran basyl m $ gryb ma hda qdr ylaqy dlyl yharb jbran fyh myawmw al < elam,0
ahyyyyy ya qda ',0
hl ant syasy balbld aw l > ,0
wtnna yhtaj aly tbqp hakmp gyr fasdp,0
ahdr ly tsryh wahd tqwl fyh asra } yl s > hrq ayran w alayranyyn w lbnan w allbnanyyn aw swrya w alswryyn ...,0
alxwl jbran basyl rwh tle hzb allat walmly $ yat al $ yeyp mn bldna lyrjewa alnazhyn yly ahtlytwa > radyhm whjrtwn ya mjrmyn,1
lw smht wahd salwnh lhm wey $ $ lany wwahd sf ab,0
w hw b*ath yly eml ftnp balbld w hw kman yly bystxdmwa nzam al > sd mvl aldwmynw w hw k...,0
alrjl ma qal amn asra } yl hq  nsyhty llwzyr jbran basyl yhky allgp alerbyp b > yp mq...,0
eay $ yn ely a $ hath h*a tbe a $ yeh ye $ wn mrtzqh,1
ya yasyn alzlmh ma endwh sywlh ax*t mnwh bdwh hda yskt tmh b $ wyp msar...,0
jbran eflq hb $ alx ely altryq,0
jbran basyl jme yly ma bynjmewa,0
nta } j ktab aledl tjrbp ra } dp lm t > x* > y hsab ta } fy > w m*hby why tjrbp yjb > n temm mbrwk lwzyr aledl wlljnp alqdap h*a al < njaz,0
felaf la ynasb ala zmanna fy zman ely fyh swt alrwybdp lkn endma thyn alsaep syewd kl aly hjmh wlw ka...,0
fhman xdmh alnas glt,0
$ w bdk mn ela ' alxwjp ma tebt want tsrx elyh ansy almwdwe ma rh yetyk msary,0
swf ythasbw jmyealan alhq sltan,0
sbhan allh tqwly hqyqp,0
jbran basyl ll rbma elyna > n nelm wa $ ntn wlndn kyf ydyrwn bldaf mn dwn myzanyp,0
ly $ ma qahrkn ala alwzyr jbran basyl lw btfkwa $ wy en smah mna wjr,0
$ w ray alemad ewn btelyqk,0
lk kant sfr sfr rht talet alklab y $ xwa km dqyqp rjet,0
km shrna mn lyal llsbah la nnm,0
lw btxff bs knt awl almejbyn bqtr bs demt ljnwb wemrtw bed hrb tmwz > w axdt mn lgnymh ws...,0
klmp jbran basyl fy alqmp alaqtsadyp thtaj aly sdadat a*n,0
ana atmny slyman frnjyp lkn $ ewry ban jbran basyl sykwn alr } ys alqadm,0
fy mwaqf wzyr xarjyp lbnan jbran basyl alm & ydp lb $ ar al > sd ma hw > bed mn alsyasp altfsyr fy alta } fyp alfaqep alty ysdr e...,0
xlyk mxb > b aljahlyp,0
en > y dwlp em thky en ehd altbeyp walf $ l waljra } m walfsad walsfqat ylly ehsab kl almwatnyn  alehd yl...,0
antw ya jmaep awskar ma xskm belaqp jbran basyl fyna,0
jbran basyl y & kd jr > th mrp axry bhdyvh fy alm & tmr alshfy me abw algyt en t > vyr aldwl algrbyp ely qrar alqump alsabqp b...,0
sbah alanwar ana bs e~m hawl afhm,0
albywt alhmra bl almrjp  waljame a $ rf w > thr mnk,0
hyda alshyh slmt ydaky,0
ana bqwl alhq ely jbran basyl,0
tlat r & sa mtqasmyn alslahy~at > kbrhm sn~a my $ al ewn ma bytdx~l b $ y bs b*at alwqt twqyew > sasy lnfa...,0
anw b $ rfk alkamyrat ma kanw $ galyn,0
lma tql~k > wlaf m $ tayqtk $ w < lw lzwm tanyaf,0
$ y ' xtyr h*h almqalp al > wly,0
yhtaj $ eb jdyd aly vwar,0
axrs ya > yha alnjs alxnzyr aldywv ant wb $ ar alkymawy whzb al $ ytan walmjws < ly mzblp altaryx,1
ana wem bhdr el alywm axtsasyp tg*yp lahzt $ glp lyh kl axtsasyat altg*yp byhkwa bnfs altryqp,0
$ w qstk ant wallwa ' evman  lhaldrjp qahrk ma fy tgrydat ala enh wen al $ yx ,0
lw fy dwlp mhtrmp wahd mtlk atlq alnar ely qwy al > mn kan mkank balsjn > ql $ y,0
whab ythd~v en anjaz ysj~l llr } ys ewn,0
ya jmaeh ally bdw ydey aw ykbr aw ysly aw yxtm alqr|n b < mkanw yeml kl halhky beyd en twytr bnwbkwn vwab aktr l > nw alrya ' ba...,0
llasf ya ezyzy nzar zka laymlk almal w < la kan thrk jbran basyl kma fel bxsws karlws gsn,0
> wl $ kr kan llwzyr jbran basyl $ w r > y al $ bab  btwqyt nsrallh,0
sbah alksmk ya mywnx ya mdynp xry bnt wsxp,1
lbnan el~m alealm al > bjdyp wkyf bym $ y albld bla dwlp,0
ma etywk $ y grfp fyh bla $,0
ly $ mnnfhm anw nhna haqdyn ealealm l > ya jmaep alqsp wma fya m > lhyn jbran basyl w $ ayfyn halna fyh wbftkr bhqlna laqwa a*ky...,0
ya asta* wdye antm jmaep mvqfyn mehm la ynfe ay $ y ' hram an ykwn lh*a albld r } ys mvl alemad ewn wmvl jbr...,0
hmak allh,0
ay yeny $ w bdy qlk elmhn t yey $ wa balbhbwhp zy...,0
jbran basyl km jmyln mvlaf an nxrja ely $ ewbna bsk~p hdyd trbt bldanna bxt gazk y > x* gaz lbnan aly aleraq wnft aleraq aly l...,0
al < rhab alsewdy < ly mzabl altaryx wkl myn b $ d ely m $ dha als & al lma*a h*a al < sthtar wyjb ely swrya...,1
yeny lw alst dyma ktbtaet*r en alxt > kant wfrt ely ma la yql en mygabayt mn ejqp altaymlayn alnajmp en ahsa } yatha alxzeblyp,0
alaswd llhrymatalfw $ y ylyq by,0
lw fy dwly ma kan bedw emad evman xarj alsjn,0
anh ant bthky lthkymyn jab syrp alhbhkl al $ eb allbnany alwaey walmvff ewfan anh wadyeh bs ant $ ...,0
m $ $ glty hbyby fadh halw bla jmyltna bs ejbny tfkyrk,0
wtn alteay $ w alhryp  wtn alsdq w almhbp h*a kl ma nhn bhajp < lyh lnhsl ely h*a alwtn elyna an ned...,0
whab me alhkwmp aljdydp yjb > n ykwn mlf < qalp allwa ' evman ely altawlp lbnan,0
ayyyh hyk hlm jbran basyl bdw yeml hyk,0
hw fqt qal alhqyqp ma qdmt qtr llbnan lys mnhp a dem aw hdyp h qrd bnsbp,0
jbran basyl lm yqdm hw y > x* fqt btht nfsk bmwaqf bayxp,0
qbl ma ttrhm wsam alhsn kan m $ ark bqtl alhryry walhryry kan earf wmn agtalh llhsn hty y > x* v } arh lwaldh...,0
ma b > vr nkwn xwaryf afdl ma nkwn xnazyr mnbzq balbyr ly $ rbna mnw mtl melmk ly akl lkb...,1
ql klmtk wasmd whab ma byhab,0
la tfrd wla < lga ' nem lthryr alta } fp mn bravm alastbdad,0
w > kbr dlyl lly bsdqk ya abn $ eban,0
mafy gyr jbran basyl aly em yleb b alnar tht mr > y w msme r } ys alhkwmp,0
rwh ea dm $ q yaman $ w bedk natr hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0
qwyyp,0
lw ma fy slah hzb allh kn~a $ fnak balsjn kn~a $ fnak em tthakm lank qtlt mhmd bw dyab kna $ fnak mtl...,0
> m~a elaqtna me jbran basyl fhnak sdaqp bynna w < ...,0
synhar akvr w > kvr ltalma nmw*j w } am wham mwjwd fy mjtmena,1
adf aly *alk anh daem layran whzb allat,1
lyk ya w } am whab smae $ w bdy qlk kl ywm em thky ely dwlp lkant llgrb > w ll $ rq whny me bedhwn b > lf xyr b...,0
jbran basyl rjl enyd ytalb b < strdad hqwq almsyhyyn alty > x*t mnhm fy alta } f lh*a hw mkrwh mn trwyka alta } f walfsad,0
jnshm jbran basyl wqbs ally fyh alnsyb lk ylen hyk syasyyn watyyn,1
jbran basyl mn hq asra } yl an tey $ bslam byn jyranha wbalams mn hq asra } yl an tdmn amnha,0
lk ya rafep menwyaty anty,0
qdy $ srt katb smet $ y mrp albyk ttle elyk aw rd ya mftn altayfp ya abn $ eban allh la ywfqk kma qalwa...,1
mhma t|mr almfsdyn wtajrw b > sm syerf alealm b > nhm emla ' mtshynyn,1
walnem mn trbytk,0
yl~y bd~w yjyb syrp alwzyr jbran basyl baleatl bd~w ysme klam > wsx mn > emal hrkp > ml,1
kl klab al sewd mkanhm qfs alqrwd,1
xswsa an sy an an trdt,0
layam jayp raskn blard rah ykwn ya emla ' < yran,1
jbran basyl bthbw aw btkrhw ma fyk tnkr anw qbday wbbyd alwj kwzyr xarjyp syady wtny lkn tbqy m $ klty meh an hzbh y & b...,0
hhhhhhhhhhh ya hbylp myn jab syrp tmym wqtr gyrkant btqwl < nw > myr al < rhab tmym,1
wma tnsy anw al $ yx neym hsn hw al $ yx aleql almetrf bh mn aldwlp wmn alhkwmp wmn alzeym wlyd byk jnblat,0
mealy lbnany wtny m $ sewdy lysafr,0
falr } ys alswry yvmn wyqdr mwaqf fxamth wwzyr alxarjyp jbran basyl alty tnbe mn r & ythma alastratyjyp llsrae fy al $ rq alaw...,0
bdk teml brnamj ynjh hky en jbran basyl myawmw al < elam,0
kyf byqdr halhkm yelk wyswfr,0
albld em ynhar bwjwd alehd alqwy wlykw ealhbylp alewny wyn raswa,1
mn* alvamnp sbahaf w > na > tabe xbraf en ttwrat qdyp xa $ qjy ely qnap aljzyrpw lsp alxbr ma xls hty hazhy allhzp,0
wadh an alsyd nsrallh allylp bklamh yrmm alelaqp me altyar alwtny alhr,0
w } am whab alta } fy sbq wwsf almr > p alsewdyp b $ wal alfhm ll > sf al < marat lm ned...,1
qal tealymn eml salhaf flnfsh wman > sa ' felyhawlatstwy alhsnp walsy } p adfe balty hy > hsn wql syrwa...,0
ya ryt nfwsna bjmal wnzafp wtna $ w kan ebalna alm $ klp m $ balwtn > sta* w } am m $ kltna bal $ eb vm baldwlp...,0
kl ma ena slah bhl tyfh mn m $ ayxna w lyd byk la xwf mn abwaq lasd w tshyh wzyr sabq fy hqbp alnzam al...,0
em thky bqlwbna dayma,0
$ y mftxr ll > manp,0
la ma hda em yzayd elykn balmqawmp antw mqdmyn alaf al $ hda ' w asra } yl bthsblkn alf hsab bs jbran basyl > xt > bhqkn w hq...,0
wzyr alxarjyp allbnany jbran basyl amyr qtr ksr alhsar ely qtr fy badrp lksr alhsar ely alqmp alerbyp altnmwyp alqmp al...,0
qdh wjm a*a rbht rh aety ns almblg l jbran basyl,0
ahsasy anw kan bdk tqwl dabt swry m $ swy bs ymkn l > nw bedk bla gda w jwean f > klt l aetrf aetrf,0
dehm ytlhwn bftat alaxrynlna zeym qa } d w $ yx eql wla netrf bmn la yjr > e...,0
allh ylen kl mn dmr lbnan wdas e rqab allbnanyyn < btda'f b < sra } yl > bw emar nasr hafz memr sdam alxmyny...,1
alrws almfrwd yn $ hrwa balwqahp mw balwdka,1
allh ylen al < xwan almslmyn w bly b*rhm llmrp alalf ely altwaly > una $ d r } ys kwrya al $ malyp almhtrm kym...,1
myn hal $ yx  wmyn whab wmyn tlal  me bedn m $ mxlsyn la baldnyy wla bal|xrp ...,0
la tndhy ya rabep ma fy hda,0
balt > kyd jbran basyl syjel almsyhyn ynswn $ y'waetqd sykwn alhlyb al*y rdewh,0
alsn~p mfhwm bs al $ yep ly $ ,0
hahahaha hahahaha enjd hbyby $ w em thky wallh ya byby ana ma berf $ w yeny shywny bs $ ftw...,0
$ fyk yadktwr wla gyr mtabe h*a *nb ayran almjwsyh almedyh almtxlfh malqyt tmdh > la h*a al $ xs llt*kyr w } ...,1
m $ mhm mty hslt wlkn h*a alfel nhtajh fy lbnan b $ dp mn > jl kl > lsyasyn bdwn < stvna ' mn kbyrhm < ly sgyr...,0
|xr fdyhp,0
sed alhryry mn ywm ywmh yxdm alnas sed alhryry rjl alaetdal walansanyp walkramp lw la sed alhryry lkan...,0
lykw byktb erby hayda $ w asmw ayh wallh lk lyxrb eql l $ w bdk fyma tqle ely halk w xlyk balyt,0
y > llh abd > l $ wf ya btl nbyh bry sed alhryry hsn nsrallh > myn aljmyl jbran basyl nqwla ftw $  wly...,0
hy wqft ely zeabyt altwytr fy zeabyt emlwhm wzra ' wnwab,0
sh llhqd wla albgd rah ywslwa lntyjp ya ryt bysthy ely kbrwa eyb balnhayp ahla wshla b...,0
qbl ma tqtrh $ wf nfsk ely almraya,0
jbran basyl lan fyh n $ m ra } hp algyrp walhmas lkramp lbnan,0
whab gyab swrya en alqmp alerbyp afqdha ahmytha,0
nhna jmaeh dylfyry m mnfhm ntrjm klam almvqfyn amval jbran basyl awk,0
em thlm,0
em ytsabqw bthryf w bqlb hqayq mqablp jbran basyl yly wadhp mtl eyn $ ms mtl ma wtnytw wadhp mtl eyn al $ ms w < bdaew w fxrw bl...,0
bsytp hlq byfqewn xtab klw m $ aer w $ wyp ta } fyp bym $ y alhal wbtrwh alryhp,0
myn qdr yws~l rsalp wjwb m $ arkp swrya balqmp alerbyp wedm mqatetha btryqp afdl nbyh bry am jbran basyl alawl asteml albl...,0
flws qtr mhmtha alsytrh ely alhywanat walbhaym wfy alaxyr y $ tglw fy alqwadh h*h nhayp kl $ xs ydxl aw yhtm bqtr,1
ally ma fhm bed < nw al > xbar ally em ttle kl ywm e jbran basyl hyy tlfyqat > ql ma yqal en~a tafhp  bykwn sa*j b > ql...,0
km tedad aljy $ alardny,0
mn aetak mftah byrwt hty tmne mn tryd wtstqbl mn tryd byrwt easmp m $ rep alabwab,0
ma fhmt mn almxt },0
> nt > kyd bt $ bh wlyd jan bwlad,0
syry alnas kyf syzhf kl mn > sa ' lswrya whlfa ' swrya ll > et*ar nadmyn xaneyn,0
ma bystqw ala ely ldeaf,0
ant bwq ayrany mjwsy rxys serk klfwl alswdany,1
yjb an temm ely kafp wza } f aldwlp,0
wallh alezym ana m $ fhman wla klmh qalha whab hda bs ytrjmly,0
wqatlp kmal jnblat wqatlp alhryry wjbran altwyny wsmyr qsyr wslym allwzy wal $ yx hsn xald wktar mn alahrar fy bl...,0
dyma aktr $ xs mstfz ea ty fy hwa alhryh,0
$ w yly bydh alerb mw byd,0
my $ ydyaq nahsp sma halhkwmp ya jmaep gyrwha brky bym $ y alhal,1
bdna nyzk aw $ y qnblp hydrwjynyp,0
mn > hm al < $ arat fy hdyv alsyd nsr allh *kr wva } q wkylyks balnsbp llvqp balr } ys ewn walwzyr jbran basyl,0
bed t > kydh > n la xlaf < ydywlwjy me asra } yl wzyr xarjyp alehd alqwy jbran basyl y & k~d fy mqablp me qnap sy < n < n > n > mn...,0
hda al $ eb ally trd alasra } yly  lazm yshy ywm wytrd > shab almwakb  lbnan kan drp almntqp  mw hram...,0
$ kra mealy wzyr aledl,0
hyk btzel emk alsy ' nsr allh wemtkn klkn $ ryfp < yran > nt wtmym w > bw swawyx tht syadp < yran wklkm > l...,1
mnyh telmt $ y mnyh mn alfrs alsbr,0
mn rfe aldewy  w > y~ aljwabyn > fsh w > tm~ qwla,0
mek hq axy wlkn hw mn aty bhm,0
wly anty qwat anty m $ me almnasfp  lkn skry haldkanp bmerab wnzly althqy balhzb al...,0
basyl l < eadp alnazhyn wdem qtry llbnan basyl ybhv lhl eqdp t $ kyl alhkwmp,0
la txrbwa > wtankm kma fel alerb,0
lw bda ttajr kant mn > wl ywm > elnt mrdha bs ya syd ly k $ f > nw mrydp hwy almrkz ly tealjt fyh mn bed $ fa } ha wrjet hyy > elnt hlq < *a hyy dd twjhatk alsyasyp m $ drwry tkwn rxysp hyy < mr > p < radtha qwyp wbhqla mtla mtl,0
tyb nhky mntq meqwl al $ yx neym hsn yqwl ely alml > n & yd syasp wlyd jnblat meqwl yemlwa < jtmae mn lwn...,0
} wbp klab xrbwha wqedwa ely tltha,1
dwlp ra } s hkwmy fy wld ma alh klmp,0
< *a knt t & yd syasp jbran basyl > w teardha < la > nh la ymkn l > y lbnany wtny > n yetrd ely ebarp wahdp mm~a ja ' fy kl...,0
nryd wtn wla ' $ ebh whkamh wms & wlyh llwtn nryd wtn yeyd labna } h amwalh almnhwbp ana lt $ rye qanwn asteadp alamwal almnhwbp,0
evman yhmy alfasdyn fy qwy alamn mma yjelh $ rykhm,0
efwa > nt mxt } almwdwe enzp wlw tart almwad al < elamyp alty tsteml l < braz mwqfa ma m $ lazm t...,0
mayhtaj ard elyk ykfy rdwd ahly w > tyb warqy $ eb lbnan dwm fy qlb kl qtr rby yhfzkm yahl lbn...,0
swal wjyh,0
klw mstfyd tbyey ytm edm almbalap,0
jbran basyl hdd < sra } yl b > mnha wqal < *a kant < sra } yl tryd hqaf > n tdmn > mnha wh*a mn hqha a*af elyha...,0
wlna > ydaf mharp tjmyl alwaqe alzbalp mvlaf swr $ ware dm $ q mealjp bal > lwan walflatr wal < da } p b $ kl mbalg fyh ldrjp la thaky...,0
rh tbqy dm $ q $ wkyh beywnn,0
brytanya wmeha twjhat mrtbp b > wrwba mthmdp mn rwsya mn bed qsp skrybal tramb anshb mn alatfaq alnwwy wmthmd l < yran wmmkn ylaqy dem l > y emlyp > w mqatep ddha bed ma hl m $ klp kwrya felyaf mhwr almqawmp balrgm mn antsarath aleskryp wdeh alsyas,0
tslm ya hbyb al $ am,0
tewa ntfq e $ glp ya ms & wlyn ylly bd~w ysrq ysrq bs bla ma yxlyna nerf,0
hl > srt erwby ma kl emrk tabe l < yran w telymat alhzb,0
rgm alzrwf aly ea $ ha lbnan balmrhlp alsabqp mn hrb ll < gtyalat wgyrh  ma $ ft mtl alhalp aly n...,0
mrp jdydp drbp mtemdp ll ehd alqwy,0
$ krfa ely twl balk ya ax nzar w > nk m $ e~m taxwd al > mwr b $ kl $ xsy,0
ma ant walr } ys mn frd xmyrp wally jab alr } ys wqfk ely ajryk  wma $ yyn swa bmxtt altfrqp,0
nem walf nem netz bk natq bklmp alhq,0
qd ykwn kma tdeyn lkn lh mbd > wadh mw mtl alewahr aly endk,1
la tlwmwnh wtntqdwh f > ntm trktm alsahp xalyp lh wl > syadh,0
rah xbrk $ w $ ayfp b jbran basyl,0
mbadrp byrwt llslam eam bhdwr alr } ys almqawm amyl lhwd wr } ys mjls alnwab alasta* nbyh bry r } ys hrkp aml thdvt en sla...,0
aljy $ alaswd la telyq bs hyk,0
jbran basyl wtyarh hlyf astratyjy llmqawmp hty yqwl hw gyr *lk aw yqwl alsyd hsn nsr allh gyr *lk klam albed ealtwytr...,0
talma aldlyl end alqady ly $ ma bqwl wbxlsna lazm nerf alqatl,0
hl hnak mslhh m $ trkh byn jbran basyl w nbyh bry b $ > n alttbye me swrya  tb ly $ alvna } y al $ yey ma bywvq bf...,0
ma ysmy mrakz al > bhav alty tmwlha bldp qtr > tlqt hmlp elyna l > nna qlna la > hlaf wla shlaf l > myr al < rhab hl kan yntz...,0
ydym haldhkp qa } d,0
w $ tgyr yadktwr h*a ally yhajm alsewdyh wqadtha lyl nhar asbh wtny,0
la ysh ala alshyh althy~h wal > jlal lm $ ayxna alhqyqyyn almltzmyn bdynna al $ ryf fwallh alrwh btrxs lkm > yha al...,0
< nha lmhzlp hqyqyp > n nhw~l alf $ l < ly $ y ' nftxr bh mkabrp wnkran wanedam tam llms & wlyp,0
ya rjl xlyhn wry > mryka lw lhqwa alsyn m $ an almsary wsarwa ym $ wa ely alstandardz tbeha bhqwq al < nsan ma ead tlaqy la twytr wla h*yfp ygrd elyh,0
lmn yhll lwdyep qtr elyh an yelm > n alwdyep mrbhp lmn ywdeha l > n fa } dtha ealyp why lyst hbp kma < etqd albed vm la > ...,0
aftxr bmdrsp alemad alewn,0
wlmn yhm~h al > mr  wlyd jnblat tzwj mn > yranyh wmn vm tzwj mn $ rksyh w > njb mnha vlavp > wlad gyr drwz wk...,0
klamk mrdwd elyk,0
ykfy jbran basyl $ rfaf ank thajmh ya qty $,0
klam jbran basyl bal > ms en > myr qtr mdfwe alvmn w alfatwrp brsm altsdyd mn xzynp al $ eb alqtry almnhwbp  w ysdq almv...,0
km mn mlyarat fy *mthm ,0
> n nnsy la nnsy $ hda ' aldamwr al al*yn sqtwa...,0
qwlarjy tle axw aldyany,0
xbr yb $ r balxyr wbbd ' bna ' aldwlp,0
eyb alk*b kn sadqaf wlw mrp wahdh,0
wmn ally rje sfarth fy dm $ q  agbya ' antw,0
mealy alwzyr xlyk baljahlyp wxazwq aljahlyp w $ w bdk bqtr,1
mtlwb temym h*h altjrbp fy kafp alwzarap walaqtda ' bedalp wzarp aledl,0
shyh myh want mnhm bs lfrq bynkm ant lmslhh swrya whm lmslhh jywbhm,0
alewny ma alw rb,1
nhtaj aly qyadat jdydp,0
ma jbran basyl nfsw ly qal bmqablp tlfyzywnyp ealmyadyn anh ma endw m $ klp me asra } yl w ely hswlha ely hqha balaman,0
hrkp aml msta'p jdaf mn hzb allh lanh yqdm dem wtgtyp kamlp l jbran basyl waltyar bkl almlfat,0
endkm zbalh ya rjl akvr mn edd skan byrwt  wlk anty mbyn mn $ klk ank zbalh nayt klwb lank anyq wq*r fy nfs alwqt,1
wzyr alxarjyp allbnany < ly swrya qryba,0
dxlk ly $ ma btsmy hajy nazl > lgaz myn alabtal  $ w alxdmat ya zlmy bq albhsp wla kl $ y bdk tqbd hqw,0
sdqny m $ rah yjyb axrtk ala allwa ' emad evman < n $ a ' allh ely aydw $ fl hlfa } k km emrw bnayp bla trx...,0
alelaqp alqa } mp bynna wbyn r } ys aljmhwryp lm ttzeze mtlqaf mbnyp ely alvqpnhn hzbyn < vnyn wlsna mtlqaf hzbaf wahdaf > ...,0
krht aw > hbbt jbran basyl elyk > n tetrf b > nh qdha wqdwd balklam wal > feal,0
