text,hs
hinduo ki sochh chot talak namash burkha me lage hue h inhe khud se jyada musalmano ki chhinta ho rhi ye nhi dekhte army kaise gashar muli ki trh mar rhe h bs modi modi kra lo inse,1
koi barbartha kaise ho saktha hai| aur indian zavano ke lash pakistan ke hath akhir laghe kaise ? ? ?,1
lagi mulle ke pachvade me mirchi,1
... dila kholakara . .aura . .bina dara ke . .likhate hai.n phesabuka pe sachchai .agara . .gumaraha karate .to modi ji ki jagaha hote,1
is chutiye ko toap ke agey bandh ke un ki taraf dago|||suar jahan bhi jata hain sabse pehle nanga kiya jata hain phir iski talashi iske sare cheiko mein dal ke ki jati hain||porkistan ki is najayaz aulad ko iski aukat dikhao||ye suar phir kabhi bakvas nhi karega,1
@ tashrif abe suar| abhi chentre aur mp dono me bzp hai| agar vo chahte to yeh apne member ko bacha sakte the par inhone esa nahi kiya aur uss ishi ke agent ko pakdaya| yehi sabit karta hai ki modiji kitne achche leader hai|,0
nhi us ka naam hoga bablu k maa ki suji hui rriuddi,1
bhilkul sahi bole bhai||,1
agar is duniya azan nahe hogi to subha he ni hogi azan pure duniya mai ek sechond bhe ni band hoti hai ukkk|||,1
"kashmir mein bhi pakistanis disguise mein hotae h jo stones fektae h tum log he dangae karva rae ho udr bhi ki kashmiris ki sympathy jit logae vell humari||| population jyada h , defend karte rehagae ! aur humare kitnae soilders martae h kashmir mein",1
kemdra mem sarakara badalate hi suraksha ke sarokara bhi badala gae| kai purane netaom se suraksha vapasa li ja rahi hai| dekhem kina netaom se vapasa li gai suraksha ... http : //khabar.ndtv.com/video/show/news/341883 ? khabarfb=007,1
nevs main rhane ka achcha mauka hai desh aur army army aur bharat mata,0
av unki sarkar h agar isliye bus ninda hi kar sakte h,1
"eka adami ki kara parkimga se chori ho gayi| do dina bada dekha to kara vapasa usi jagaha parkimga mem hi kha.di thi| amdara eka liphapha tha usame eka maphinama tha ... * '' ma.n ki tabiyata achanaka biga.da jane se ratom rata ba.de aspatala lekara jana avashyaka tha|* *lekina itani rata mem aura chuttiyom ke sijana mem gadi mili nahim isi vajaha se apaki ga.di ko upayoga mem lena pa.da|* *apako takalipha dene ke liye kheda hai ... .gadi mem jitana petrola tha utana hi hai| usaka laka bhi thika kara diya hai |* *apako ga.di ki madada ke evaja mem kala rata `` bahubali 2 '' sinema ki 5 tiketsa apake parivara ke lie kara mem rakhem haim|* *mujhe ba.de dila ke satha mafa kariye ye vinati hai apase.. ! ! * chitthi mem stori orijinala lagane se aura ga.di jaisi ki taisi vapasa sahi salamata milane se parivara shamta ho gaya aura dusare dina `` bahubali 2 '' dekhane chala gaya 4parijana aura eka mitra ; akhira 6 lakha ki ga.di vapasa jo mila gayi thi | philma dekhakara rata ko vapasa lauta to ghara ka daravaja tuta hua tha| amdara jakara dekha to saba kimati samana gayaba tha| kariba 25-30 lakha ki chori ho gayi thi | bahara tebala para eka liphapha tha , jisame likha tha , *  aba pata chala ki katappa ne bahubali ko kyom mara.. ? ?  *",0
ajam khan ke jaisa ek illiterate indian bhi aisi murkhatapurn bat nahin kar sakata hai|,1
hahhaa bhosdi k 1965 me lahore me thiranga rrilag rriahra diya tha hmne|| asal uttar yad h 1971 me 93000 phakistani soldiers ki gaand mari thi hishda army,1
are midiya balo ab tumara sher kya gidad ban gaya chunao ke samy to sher ban jate ho ye bhi dikhao ye bhi modi ji ki hi lahr he hamara desh jabse ajad hua aj tak nhi mare jitne in tin salo me mare gaye,1
chongress to thik hai lekin vampanthi party me rashtravadi ? asambhav|,1
shale ananstami tarkrriate or bhi he jho pak anahi nahi chhate bhikh msngo,1
shamali modiji imtaraneta mem modi ji apa yaha shikayata ki kisa taraha se ilektranika mobaila se tramsekshana kiya jata hai 1 lesana hona chahie,0
"kahe re tor bhahin ke akhilesh aur prajapati let rahin ka| apn dekha le tor ma , bhahan kaha kaha marattha hai|",1
~ne hain achhchhe din,1
hahahahaha aap k jatan serrri marny k lie hai pak army k hato,1
is| kutta| ko| zabar jadti| bandh| ke| shainiko| ke sath| bhejo| shima| pe| shala sharkari| paiso| ko| chori| kiya| nikal ab| zai| hind,1
"duniya ke sabase mote shakh { } sa ki gaistrika sarjari ki taiyari puri ho chuki hai . midiya riportom ke anusara , maiksiko ke dak { } tarom ne isa sarjari ke lie tarikha taya kara di hai . samachara ejemsi jin { } hua... # juanpedrofranco",0
"una logom ko sharma ani chahie jo apani jita ka jashna mana rahe| unake dukha dekho jinake apane vira saputa putra apani dharati ke lie shahida hue haim , ... ... jai hind ! ... ... .",0
tm log sirf movies mn dialoge mar skty ho real mn giddar ho |kargil mn 65 mn 48 mn tmari oqat tmn yad dilai thi|tm bht bolty ho k hm bara mulk hn himmat ha tu border pe ao na khushbu lga kr saly dall khor log ho tm pahly apni army ka khana du aur apny garun mn vashrum bnao phir pakistan se fight krna|,1
madi ji jumla bazi ki naotanki band kro desh par dhayan do ||janta aisa talaq de gi ki halala bhi nahi kar sako ge,1
"amjana ji aura beti shveta simha ! apako nahim lagata ! ki desha mem , punya prasuna vajapeyi aura kejarivala ki sthiti ! eka jaisi ho gai hai !",1
theri sister ko pel kr phakistan mai bhej dunga,1
ab ye kaun h,0
jhavaid ahmad khhan abhi to bus pellet guns se tumhari rriati hai| akh se goli chhalne pe pata nahi kya karoge| itni garmi hai to jake pakistan pe bus jao aur tahin pe apni roji roti kamao| india me apni maa chhuda raha hai behanchhod|,1
tab anna desh ka pahla chm hoga jo lete lete kam karega,0
.modi ji lala batti hatane bhara se kama nahi chalane vala jaba sarakari karmachariyom ka pemshana bamda to vidhayakom aura sasadom ka bhi penshana aura anya phijula kharache bamda hona chahie |,0
"koi bada businessman government ka supporter hoga , voh uska shoe brand ka business chalaigi , very simple|",1
us tadt tum kya soye huye the jab malda me muslim logo ne hindu k gharo ko rriunk diye tha,1
anirban kundu durr ho bokchod,1
ab hume yeah samajh nahi araha ke amit sha bade mujrim hai ya lalu parsad yadav amit ke upar qatl ka arop hai aur lalu ke upar chruption ka koi tu batao in dono me bada apradhi kaun hai,1
aaj mujhe modi aur raj nath pe bahut gussa aa raha hai || hamare shenana ka sar kat kar le gaye||dogle pakistani||aur hamare desh ke neta ||sirf subah sham ninda kar rahe| asp neta log sae kuch nahi hota hai to ||hum sare hindustaniyo ko hi chut dede rajnath ji|| sale pakistaniyon ke ghuske marenge||sale pakistaniyon||ko bradast ki had hoti hai modi ji|56 incha ka sina sirf hum hindustaniyo ko bevakuf bnane ke liye hi dikhaya hai modi|| zay hin jay bharat,1
jab jahaj samundar mein thoda dagmagata hai to sabse pahle usme se chuhe nikal kar bagte hai| bisvas ji ye party ko mazbut karne ka time hai uski jadhe katne ka nahi|shame,1
jisa ke sara ki kimata dasa paise bhi nahim usa para dasa lakha laga die ? tarek fatah k naam # lovejihadindia jaba pakistani kutte ki mauta ati hai to himdustana ki tarapha bhagata hai sarjikala straika mem ye kutta kaise bacha nikala yaro,1
yogi to puja chhod chm bn gya ab aap bi politichians ki languages bol rhe ho||||,1
hamare grriha mamtralaya ki tarapha se isaki ka.di nimda ki jayegi,1
apni shiyasat chamkany k lie apni borhi ma ko taklif de rahah h || zahil mudi,1
kya milta in desh bhakton ko ? ? ? ek phulon ki har voh bhi kisi sherni ma se nehin|||ek lutere chriminal mantri se||kitne shubhash aur kitne bhagat sing ta abhi bhi galivon mein kuda dan ke sath apne filing share karte hein|hum jeise so challed chivilised||ek har ki alaba aur kuch bhi nehin desakte hein|||,1
ab tin din jo bacha hai sansad ka bzp vale khud hangama karke sansad chalne nhi denge aur pm ko bolne se bachaya ja sakta hai qki bzp ko mudda mil gaya hai aaj tak ke sting ka pr qya bzp aur chong k netaon ka b sting kiya gaya hai kale dhan ko badalvane ka,1
jo kama apane 47 sala mem nahi kiya o kama 56 imcha sine ne 2 sala mem kara dikhaya,1
@ vishal bas sattar sal sattar sal ka nara lagao aur khud ko aur desh ko chutia banao abe zara bhi sharam hai to dub mar,1
zayanti chander miti shrivastava ye to kar hi sakte hain : p,0
ilash ? ? ? ? ? kishka ... ... ?,0
modi ji ko chahiye ki pakistan ke upr anubomb dal de taki ye rosh rosh ki khitpit dur ho jaye,1
hatyare sja mile chhahe to khoi v lekin aisa nahi hoga khyoki to to bjp kha mla h uske liye sb marri h,1
"oo la la la le lo , oo la la la la muh mein lo|",1
"janaba shri aruna puri sahaba ! punya prasuna vajapeyi nama ka , ekamatra jaharila magaramachcha ! apake `` ajataka '' ke pure parivararupi talaba ko gamda kara raha hai ! nikala bahara karo isa manahusa ko aruna ji , varana ye pure talaba ko gamda kara dega !",1
media mai koi hindu ki oulad nahi hai kya jo tum log hinduo ki burai karte| rahte ho| thum log itne kamjo ho| gaye| jhitna ki koi bhikhari bhi kamjor nahi hota agar tum jab hinduo par phakistan mai ho rahe atyachhar ko kyo nahi batate mulle media tale,1
me inhi achche dino k liye salo se marr raha tha,1
aapko to satta ka durupyog kya hota hai malum hi nahi,1
desh k tukadey kar k raj karna chatey hai to kya hoga ||vidarbha bhi alag chatey hai leadero ko sharam ani chaiya,0
"sautha siti gu.dagamva ka arkediya kampleksa bama ki suchana ke bada khali karaya gaya , jamcha ke bada bama ki suchana galata nikali",0
hmare sainik mrr rhe h or hm sirrri post tbah kr rhe h||||,1
gaimalina niyukti mamale mem kejarivala ko mila kamgresa aura sipiema ka satha| pa.dhem khabara ... http : //goo.gl/dd5xsi,0
india ne 1 bar surgichal strike kiya pakistan to hamesa karta hai akhir kya ho gaya hai hamare desh ke sena ko isse acha hai sare sena apne apne ghar chale jaye kam se kam apke ghar ke log khus rahege kyoki apke marne ke bad koi apka kami pura nahi karega is desh ke sare ke sare neta gaddar hai kuch nahi hoga is desh ka,1
aba modi aura rajanatha ko bhokana bamda kara nida se jagana hi hoga nahi to desha kabhi mapha nahi karega|,1
sare jahan se acha hindusta hamara,0
"chutya nndn , bo hindu h , apne achch kam krega",1
phappu gandhi,1
"+91-9660919340 prema-vivaha } } { { manachaha pyara } } { { kama-karobara } } { { pati - patni mem anabana } } +91-9660919340 lava mairija , vashikarana , sautana dushmana chutakara , pati patni anabana grrihaklesha , karja mukti , , nihsamtana , eka bara fona jarura kara call now +91-9660919340",0
mar jao salo bike lunch k nam pe ghor attaychar chalu hai yaha pe,1
una haramakhora neta ko pahale maro jo peletagana ka virodha karata hai,1
besharmom vo vidiyo sabake bare mem haim|,1
"modi ji jaba gujarata ke mamtri the taba javano ke sira kate gaye the usa samaya pm ji ne bola tha ki eka sira ke badale do sira layege , ita ka javaba patthara se demge vo saba kaha hai kaba taka chupa rahege /",1
vikas ke nam pe kisano ka karj marri karne ka tada ab yad nhi aa rha to media ko lekar romio ko pakad rhe hai ar muslmano ki roji roti pe lat mar rhe hai band karna hai to pura up me mans band kr do ye kya chhutiyapa hai|||,1
shahi khaha hai khuththai khau ghhaiai hajham ~nahi hautha bhjhph khi halath ~nahi hau nahi hai,1
"achchi khabara hai | lekina badala to barabari se liya jata hai , bharata ke samane paka ka aisa aukata nahi hai phira bhi hamari sena ko mara raha hai| aba aise me paka ka naksha mitana hi usaka sahi ilaja lagata hai |",1
bhjp ka chhmha,1
sabhi ko mil jul kar chalna padega aba gumdaraja samapta hoga,0
ziska sirf nam lene per gaddar kaha jata ho uske pita ke sath khare in mahashay ko kya kaha jay ?,1
tbi kh rha hu apni okat m rhe phakistan |||||| nii to hme aati h tume tumhari okat dikhani,1
@ gaurav bhai||khya kare|| jiski rriati phadhi h||unki dimag kham nhi kar naha h||,1
vedo k anusar hindu chov mans kha sakte hain|| rshsh janta ko ful bana raha hai|,1
damgai ke kursi mem baitha jane se charitra nahi sudharata|,1
baba ke shrapa dene se hi pakistani mara jayemge |,1
kaba aura kitane sara katane ke bada kaham hai vo eka ke badale dasa sira kya vo sirpha chunavi bhashana hi tha,1
kapil ek baktas chomedian h||,1
sonu nigama ko pulisa thane me kala hajira hona hai kala,1
pakistana ko sabaka sikhana hi pa.dega ... modiji desha ki janata apake satha he dho dalo salom ko vishvasa karo himdu kya muslima kya sikha kya saba apake satha he ... bahuta ho gaya aba dekha nahi jata.. ? ? ?,1
"aur lo modi sarkar , ab ro lo puri umar|",1
20 lakh fridom fighter ko day do,0
phle apne ko kamiyb banao||| bhai fir islam duniya bad main soshna|,1
pm ko chunavi rally s fursat mile to army n desh ka bare m kuch kare|||||prachar vahan ban gaye hein modi,1
a amadmi parti sablogose phon karke abhise donesan magana surukardiya he to age abhito rasta bahutlamba hey,1
"chief chuk - rajdip your history channel , t|v 9 telegu is not gud get me some thing gud |||||||fed up vatching the repeat telechast",1
shala rajniti karta hai pure muslim bhi nahi hai yai,1
bzp ne tou chong ke neta apni party mai ley kar rechord bana diya hai neta ji ko ye pata nahi shayad ki apki party unko fulo ka har pahnakar apna banati hai,1
agar inke bas ki nahi hai toh hume bhej do border,1
vidya mustachhe is like tto antennas not bshsh bshsh,0
sabita ho gaya ki filma ke saphala hone ke liye ashlilata aura ba.de nama vale hiro ki avashyakata nahi hai|,0
"yaha rajanetaom ki chala hai , jaba phamsate haim to kamine kahemge hanitraipa ! kucha khila diya , mujhako namga kara diya , meri ijjata lumta li ! gandi gandi harakate ki ! use pata kaise chala ki kya harakatem ki ? jhuthe salle ! papa karake aidavansa bachava karya kara lete haim",1
"jaba julma ki ba.da jati hai hade , tuta jati hai taba sabra ki sarahadem ll inna hukumato ka mara chuka hai zamira . tabhi to jala raha hai svarga jaisa kashamira ll",0
"ishi me to tum khush ho hi , lakin aisa nhi chalta rhega",0
tho galati he is me nahul j|n|u me jaa ke drasdrohe yo ke saath date he sir rri saata ke liye ye shaata ke liye das ko bhachh dage,1
modi ji kucha karo a ahe dina atakavadi hamale ho rahai|,1
n bne vhi thek hai ek kejri se desh presan hai,1
lekina isis aura atamkavadi samgathana se to jarura mela khata hai ye eka ka.dava sacha hai,1
chor yar 2 bar vejne k bad v nahi dikha to rehne de ||.ankho vale andhe ||bhai tu dkha v hoga to bolega thore,1
shahido k ghar talo ko santi nahi milegi jab tak ham log inlogo ke ghar me ghus kar inko marege nahi tak tak inki antama ko santi nahin milegi ||||||||||maro salo ko||||||,1
bhhakt nhi dikh rahe hai,1
toh apne un garib logon ki maut ke upper majak uda rahe ho hans ke|||jo nasht hue voh garib log the||.amir log ko kuch nahi hua,0
aja rata 7:30 baje @ naghmandtv ke satha dekhiye international agenda : katare mem haim iraqa aura china ke alpasamkhyaka,0
khohi maa|kohi tirrie apne admi ko army nahi vegegi| dhaily ka natak sahid sahid,1
phost tabah krne se kuchh nhi hoga 2 k badale 200 ko maro,1
"notabamdi se atamkavada , draga taskari , maphiyagiri usi taraha bamda ho gae haim jaise modiji ke ane ke bada logom ke khate mem 15 lakha a gae haim|",1
bhai bahre hote to azan kaise sunte| azan ki avaz isiliye sunayi padti kiyounki azan k avaz se nind kharab hoti hai aur sena k merne ki avaz usk family k ansu inlogon ko sakun deta hai tabhi sakun se soye rahte hain inki nind nahi tutti inn avazon se tabhi to ye log desh bhakt hain|,1
shonu tu to chutiya nikla ! aaj se tere gane sunna band !,1
in sale netau ko apne apne chair ki fikr hai|| salo||| dubb maro tum log|||,1
tu bhaumko to deshabhakti hama bole to deshadrohi|,1
mulla hona asan nhi hai galib ye to risto ka mara hai||| bahan bhai k sath||||| bhai ammi k sath abbu beti aur bahan chudai ka mara had|||,1
lalu chara khaya na isa liye budhi satiya,1
aur jagannath mishra ke bare me keya khayal hai,1
"shurgichal strike ka traylar tha pichtur to abhi badi h , betakorrio randin agr ye do mare unkay sath 5 ,6 aur thy toh kahan ma chhudane gay bushdil bhag gay kia sochho randin",1
zo mera hae ! mera to vo bhi nahin hae ; to mujhay tumharay mahlun se kia|,0
chaliye baki ko noukri milegi,1
bhyan to tera bhi nahi aaya tha sukma pr aaj kyu bhok raha hi,1
zo tali baja rahe hai usko acha samajh mein aya somg,0
bhhai tune aadhi baate galat likhi ha,1
"deshabhumi uttarakhanda ki pahali janahitom ke lie samarpita sarakara ko girane ki bhula karane vale sattalolupu netaom ko roke modi naitikata ki duhai dene vale kyom tivari , bahuguna ke kushasana , kumbha va starjiya prakarana para muka rahe nai dilli ( pyau ) | lokasabha chunava 2014 mem desha ki janata ne jaham manamohani kushasana se mukti ke lie narendra modi ka aitihasika samarthana de kara purna bahumata se sattasina karane ka karya kiya| desha ki janata dvara sushasana ki asha mem diye isa samarthana ki a.da mem kucha padalolupu uttarakhandi bhajapai neta devabhumi uttarakhanda mem rajya gathana ke 13 sala bada sattasina pahali janahitom ke lie samarpita harisha ravata ki sarakara ko girane ke lie narendra modi ko gumaraha kara rahe haim| aja uttarakhanda ki janata ne kendra mem asina rahi manamohani kushasana ko ukha.da phemkane va desha mem sushasana ko sthapita karane ke lie narendra modi ko khula samarthana diya hai| na ki pradesha mem rajya gathana ke bada pahali bara janamkamkshaom ko sakara karane ke lie samarpita ho kara kama kara rahi harisha ravata ki sarakara ko girane ke lie| desha ke jananayaka modi ko isa bata ka ahasasa hoga ki uttarakhanda mem aba taka jitani bhi bhajapa va kamgresa ki sarakarem rahi ( tivari , khandudi , nishamka va bahuguna adi ) unhomne pradesha ki janamkamkshaom ko sakara karane ke bajaya unaka gala ghomtane ka kama kiya| aise janahitom ko nirmamata se raumdane vale kushasako va gata varsha ka kedaraghati mem ayi trasadi se ubarane mem karagara sabita ho rahe pradesha ke vartamana mukhyamamtri harisha ravata ki sarakara ko kaphi ashayem hai| jisa prakara se mukhyamamtri harisha ravata ne apane chamda mahine ke shasana mem kai jamini karya karake janata ke damamagate vishvasa ko patari mem lane ka kama kiya| usake bada pradesha ki janata ko laga ki pahali bara apani koi sarakara sattasina hui hai| khasakakara jo sarakara gairasemna ke sapane ko sakara karane ke lie krrita samkalpita ho , jo sarakara ki janata ke sarakarom se utara chuke vishvasa ko patari para la sakati hai , jo sarakara bhrashtachari naukarashahom va netaom ke gathajo.da para amkusha laga sakata hai| jo uttarakhandi janamkamkshaom ko sakara karane ke lie krrita samkalpita hai| nahim to purvavarti tivari , khandudi , nishamka va bahuguna ki sarakarom ne jisa nirmamata se pradesha ki janamkakshaom ko raumdane ka kama kiya tha usase janata ka vishvasa hi tuta gaya tha| jisa prakara se purvavarti sarakarom ne mujapharanagarakanda ke doshiyom ko samrakshana dene , gairasaimna para chalane , janasamkhya para adharita parisimana thopane , bhrashtachara ke krrityom se janata ko chalane ka karya hi kiya| pradesha ki janata mem abhi kumbha ghotale va starjiya ghotale va bahuguna ke kushasana ke damsha abhi bhi vyathita kara rahe hai| aise mem naitikata ki duhai dene vale bhajapa ke tamama neta chahe khandudi ho ya nishamka ya satapala maharaja inamem se kisi ko bhi naitikata ki duhai dene ka haka nahim hai| ye neta bataye ki ye loga starjiya , kumbha prakarana , tivari va bahuguna ke kushasana adi para kyom sharmanaka muka rakhe hue the| kyom inhomne mujapharanagara kanda-94 ke egunahagarom va mulayama ke kaharom ko samrakshana dene ka kama kiya| kyom ne neta apane samkirna svartha ke piche pradesha ko bamdhom mem dubom kara barbada karane ke lie jute hue the ? kyom inhomne janasamkhya para adharita parisimana para muka sadha kara pradesha ke hitom ko raumdane ka karya kiya|===============",1
pure desh me divali manao ladu bhanto or do din ki sarkari chutti ghoshait kr do is saflata pr|,1
iska jimedar midiya bhi hai,1
"ye amdara ki la.dai banda karo , mila jula kara kama karo aura khushahala desha banao , tuma jaiso ne desha barbada kara diya hai| koi kama kara raha hai to usaka satha do | sabaki tarakki me hi bhala haim||||",1
mujhe yhe nhi samjh ata humara media china ko ansver de||| par kya bole apne desh ke media se kya bole|||unhe to bs paise dhikhte h or rating bs,1
kuch ko toll taksh ki padi hai shopping ki padi hai||||| bhaiyo thoda desh ke liye kar lo||||yehi moka hai,1
share muslim hi modi ko galat bolte hain| dimag me galat bhar chuka hai chongress,1
"modiji agara apa ke pasa kashmira , naksalavada , atamkavada , bamgaladeshi ghusapetha , pakistani mulle , bharata me rehane vale kutte ki nasla , hinduvo para ho raha atyachara , kalama 370 , samana nagari kayada aura rajakiya muslima chatugiri ka koi hala nahi hai to ... .. plija ... plija ... . apa apane pada se istipha de dijiye ... .. hame ka.ngresa mukta nahi ... . uparokta gamdagi mukta bharata chahiye ... . ! ! ! ! ! !",1
muslims ne hindustan ka hamesha bura hi chaha h teri soch baki sab se alag nahi ho sakti azam khan shuwar,1
kai chomp ke results ashcharyajanak lagta ha barraat niklnae walee ha |,0
