text,hs
"@ diegocruzva @ lila_tresmil @ relatofeminista cono va resistir pobre chica 3 tios violabdola desgracido ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! mejor , verguenza deberia dar ! verguenza ! ! ! ! ! ! !  ! ! ! ! ! ! ! !",0
pues remake alf parece estan preparando tendria si familia hispana papeles .,0
"@ janaberis1 @ edubronstein @ isaac_555 emocionado puede haber tanta hermandad arabes judios ... parte barbarie , solo odio puede unirles ... https : //t.co/21n1d8femp",0
@ ricardoalemanmx @ dparamooficial si claro ... mentiras dejado pobreza pueblo mexicano . callate zorra priista,1
"tal aporte anonimo puta esposa , asi dejo navidad ensenando calzones vecino rt siguenos @ tangasucia @ tangasrobadas https : //t.co/70ioujveqy",1
guero nalgas prietas # bryanmouquetrendy # cd9 # coders # kcamexico,0
: cerebro callate puta vez star wars cerebro : (    ) cerebro : das cuenta ... : mira ocurra cerebro : ... si darth vader reventado alderaan kylo seria principe disney,0
mirar n buen trasero buen escote acoso ? ?,0
# porsiempre corazon @ violeta_rumbo baja cielo abrazarme guera dep https : //t.co/nigmtpexpy,0
"puta idea . dices cierto . solo podran ser repatriados paises espana convenio . subsaharianos reaptria . marroquies , si https : //t.co/cwjtpsbn2r",0
maldita escoria repugnante inclinacion hombres.. seres producen nauseas ! https : //t.co/tahdcpzdnm,0
"si suerte abandona ves triste , zorra buitre come alpiste .",1
"bbc news mundo - shams rad , unica estacion radio gay mundo arabe https : //t.co/hrgye0muwn",0
ahhh.siiii ... idiota . paso fotos noche . hijo puta especial . pra si ... .,0
"`` satira ... cera ser realidad . cuidado islamitas , van conquistar `` '' pacificamente '' '' , reaccionen va ser demasiado tarde . solucion : sacar refugiados espana europa , enviarlos arabia . https : //t.co/l49wetah2y ''",1
@ suarezfeelings callate perra arrepentida,1
sabes mujeres enterralas atauld triangular ? tapas luz abren piernas .,1
@ valevitarb perra mayor,1
`` explicas patriarcado `` '' simios negratas '' '' vengas exigir explicaciones explicado hace anos https : //t.co/7vzzrnjnu1 '',1
"https : //t.co/dfraog9aqd gracioso pensar android saldria asi iphone pasaria simbolo arabe , va terminal directamente verga we",0
"londres crisis refugiados sirios violan ninas . harias si viola hija policia llama r ...  hijas disculpa , equivocaste persona ... . haria , trataria buscarlas ... https : //t.co/xt4ovttgul",1
hola rubius sigo desd calles puta boca importa,0
"# inmigracion , sabemos , mala , demostrado media # europa . debemos caer tentacion salpicar # soberania extremismos , defender , si , posiciones conservadoras radicales . mejor . rp",1
@ abril9979 callate pelotuda imbecil si sos hermosa proxima pego amo bye,1
"@ zonaesmeralda disfruta evento ! ! organizamos , banquetes ; menu tiempos , taquizas , flautas , tacos arabes , bar ensaladas , waffles bar , etc , gusto atenderemos ! ! https : //t.co/gdgdf0ftsd",0
@ danibisogno regresa guera limantur ? fa ! ! ! pequena aparicion @ ventaneandouno https : //t.co/74fnmawmxe,0
gueros https : //t.co/ybcypsepv3,0
"q pasa , q sindicatos manteros , puede sindicado tener papeles pasaportes q acrediten https : //t.co/gzsazud8xa",1
cara zorra,1
@ equipo_camila ... . bien puta # camilavallejo # chile https : //t.co/kvui1xiawb https : //t.co/sqmbri13wj,1
ex colaboradora # foxnews fustiga # murdoch llamar  tonterias  escandalos acoso sexual https : //t.co/pt02phdwgf https : //t.co/2inhs6it0p,0
"chicxs , recomiendo vean videos canal vean videos middle ground . sientan personas diferentes puntos vistas hablen temas creanme sido mejores video visto . pro-trump inmigrantes proaborto provida https : //t.co/7357cynkuz",0
llamo nobita gusta shizuka chica bonita gusta puta https : //t.co/8rsz7u5dvh,1
"jugador equipo canta 'mi novia sevillista puta mas ' tras derbi . pide perdon gente dice debe disculparse , canticos normales rivalidad . luego sorprendemos pasen cosas pasan ... https : //t.co/mmjizdi1xq",1
@ vanezampiniok aaaaaaa vaneeeee puta madre felicitaciones hermosa ! ! ! re mereces,0
@ perezcamilo0 @ pauyornetok callate voy bloquear hijo puta,0
talvez quede zorra mereces socia,0
# vox critica duramente  @ pablocasado_  da bienvenida si cartel welcome # carmena  expulsion inmediata moromierdas ! https : //t.co/haysdibj2l,1
@ afdlp hijo puta madre bien sabe .,0
@ criszis puta bebas bebas # seamoshonestos,1
"@ zoidoji primero agredes amordaza , adaptas supuestos delitos sale polla.menos lobos mas democracia conocen respetan .",0
dicen... si bueno decir mejor callate matate maldita perra arrogante ? https : //t.co/7dghohg6fs,1
"pobre jp merecia ser traicionado forma tan ruin sucia , zorra iba enamorada luego vota traicio ...  si ashley iba enamorada , jp perrito faldero chrissy asi nose ves q ... https : //t.co/wjlnyof1he",1
"@ ferdiazgil @ ilsecerouno01 @ compotita exacto . guarra egoista , venga detras busque vida .",1
agentes patrulla fronteriza usa detuvo grupo 95 inmigrantes # indocumentados desierto suroeste # arizona . # buildthewall https : //t.co/8z2f4pfwpm,0
"@ nicobolivariano si violasen moros mierda mas gusto daria putos nazis verian . fondo putas hace tiempo follan , joden lengua nazi . gusta mas ?",1
@ nicolasmaduro callate boca burro maldito ... q vas saber q contenian proclamas d bolivar ... . hijo gran puta maldito burro,0
retando facundo grita 'sh puta callate ' ! pendejo orto quiere hacer callar siquiera sale pronunciarlo bien !,0
"criminalizar manteros redundante ; manteros delincuentes forman parte cadena crimen organizado detras inmigrantes ilegales , mafias , empresarios nacionales , , , politicos .",1
@ anamacorrea75 @ mashirafael ser gata lejos ... perra zorra imbecil .,1
socialismo europeos aceptable . urss destacaba muchas cosas . izquierda sudaka peor planeta . sobretodo sincretismo satanico africano . piedad cordoba .,1
mereces mas escarnio publico hija perra https : //t.co/2mvpt5yopt,0
faltar respeto alguien ensenar teta polla . mas asco da juzgar ligera ponerme faltar respeto,0
"cuatro magrebies agreden brutalmente apunalan persona barrio raval , aquel ada colau mete ls inmigrantes q recoge . convertido gueto foco drogas , violencia delincuencia . secreto politica migratoria multicultural",1
"@ danlntifada @ fatinascidi @ manolivizoso @ zurine3 @ jvillaver2 https : //t.co/hg4ljnlwr3 , cono entonces guias cristo despues cristo , llegamos espanoles , contagiamos todas clases enfermedades europeas",0
... trabajadores inmigrantes # qatar reportaron recibir pagas menores prometidas pagaron cuotas poder trabajar ahi . pasaportes confiscados empleador llegada # qatar # fightracism # standup4humanrights # qatar # # spain https : //t.co/slfz68qdnb,0
"espana crea primer 'campo refugiados ' bahia algeciras https : //t.co/l7zmh2kvpn via @ elmundoes gran noticia contribuyente espanol . espanoles pagar , pagar . pensiones pensad pensiones . sanidad gratis podemos dejar pagarla ?",1
@ yolandamar3 musulmanes puta idea mujer . mujeres esclavas .,0
"# mercadoaxem problema papeles veterano arquero 43 anos carlos diaz arreglo llegada uruguay coronado . embargo , consiguio club . proximo destino sera rosario fc guatemala , dirige emiliano barrera . https : //t.co/g7mebduy0r https : //t.co/vcupaweapl",0
// creo algum vecino escuchando reggaeton claro suena si coges musica arabe metes autotune rollo robotico,0
@ habubus_ . mateo ahora mateo m voy puta,0
personas mania creer mujer sexy ser puta seguro pues dejen mojon mental .,0
"@ lalobrn vi cortometraje 35 min aproximadamente bueno , recomiendo , busca google 'una paciente guarra ' llama",0
"onda , estan modo arabes .",0
@ ginamayore1 jjajajajajajajaajja callate zorra,1
"noticia dia visita sonriente casado algeciras , visitar ceuta algeciras , guardias civiles heridos tras violenta entrada ilegales dia , sino grupo subsaharianos entrado pais forma igualmente ileg",1
"@ noah_schnapp merecia nominacion , puta madre temporada .",0
"@ nicolas_massot callate golpista hijo puta . descendiente asesinos , amigos golpistas . mercenario indigno mal parido",0
"arrollada docena manteros gran via paseaba junto madre , iba silla ruedas motorizada . verse medio estampida subsaharianos , portaban mercancias habituales mantas tela ... https : //t.co/4rzpjkypmr",1
grande-marlaska acusa gobierno rajoy crisis migratoria espana via @ el_plural https : //t.co/ts6r8dqyww tribunal estrasburgo considero espana habia vulnerado convenio europeo derechos humanos devolver marruecos dos inmigrantes subsaharianos ...,0
callate zorra pinera https : //t.co/66z764i6jw,1
"@ a3noticias ser 'fake new ' mujeres siempre victimas , hijas puta maltratadoras . chaval machista merecido ( machete machote ) .",1
@ saancisco callate puta traidor .,0
alguien meta pene boca perra ver si queda callada,1
"tenia compa , chile agarraron , iba dar puta madre ' ... callate joto dale vergazo ...",0
muerto perra aguantar tonterias .,0
"aaaah vale vale , aclarado jajajajajaja pues ojala , pareces tio puta madre mereces mejor . porq ...  monisimos ente superior diseno , voy ser padrino ... https : //t.co/2sq864jj4t",0
"agrego bicho random libya hablar . bicho pregunto si gusta viajar cuenta viajado casi paises arabes , digo alla voy porq matan gays .",0
"macri callate hijo puta , voy ahorcar manos !",0
"feliz cumple vos amiga , espero pases hermoso mereces , 18 perra amo tonta @ keymailen1 https : //t.co/0lvmiyb9rc",0
"@ hugo_gonzalez1 @ orgullorayado @ rayados @ pumamexico @ pumafootball callate puto hocico hijo perra madre pinche manos guangas , largo equipo perro ! ..hoy ganamos .",0
"@ alaniscristalv callate , pa ' interes cualquiera so perra",1
vela feminiprogres progres gilipollas estan favor llenar espana subsaharianos musulmanes cuya religion obliga tapar mujeres ; va ser gracioso ver anos cazan calles ensenar carne ejerciendo libertades mujer,1
"@ obseno1 @ rosalaconejita mmmmm mas tetona puta mexico , pinche puta tan buena . mmmm mereces k usan , abusan cama , cogen puta k , mmmm mama verga puta",1
"escuchame joderia jajajajajajajajajajajajajaja si pa ensenar ser guarra biennnn guarra , menos mal respeto si ... https : //t.co/yt5fhp99b7",0
ensenar lpm ... espadachin filo agarrar puta madre ahre voy ensenar espada caballo montar ahre https : //t.co/ku0iweksob,0
arabe pussy baile @ papichampok @ _eckoyg,0
"@ namurii @ medicaster_xz @ yorha2d @ keloklau_ merecia puta quiere metan verga , jajaja mamen",1
", puta injusticia verdad ! mireya comido , comenzar merecia nominada semana ... # otgala7",0
zorra hambrienta incorregible depredador .,0
"renzo conchetumadre ! ! ! hijo perra ! ! ! ! mereces muerte mas cruel @ puta vida , maricon culiao . # revelacionestormentosas # perdonanuestrospecados",0
@ lunavalenteex @ beatri_vendra iuuuuuuuh dolio caraaa zorra,1
"subsaharianos , caminan bajo sol desierto palos inclinados giacometti ( espera kafkianamente europeo ) ley mas fuerte tecnicos mejor posicionado puedes pensar buenos soncomo moscas situvieraelmismoardorjesus",1
"brasil creen europea . vidas , si tan solo supieran mas sudaka pobre",1
| unico dominas polla cara . https : //t.co/qlyod4zpww,1
@ lusiluu24 @ surgicalgolem @ murirooster callate perra mira foto perfil quieres cojan olvidas,1
arabe tenes malllll lpm sali cabeza,0
"chica guarra , zorra , puta , buscan manera vestir .",0
@ cejasagustina7 callateeee tenes culazo puta,1
puedo dejar escuchar arabe lpm bastaaaa,0
@ ojvr__ acho callate jodia perra,1
"`` `` '' residente '' '' gobierno @ sanchezcastejon quiere ayudar @ guardiacivil laa fronteras , propongo hacer colecta espanol quiera pueda , viaje melilla rodee valla . si invaden igualdad fuerzas . # felizsabado ''",0
@ soypeneco ven aqui mames zorra / @ ladymafalda471 vivo https : //t.co/xob5dg3ske,1
propositos 2018 : ensenarle perra traerme desayuno cama .,0
novia polla . ahi vez levanta . pantalones cama .,1
"@ todonoticias callate asesino hijo puta , ara desaparecio culpa , maldito toda eternidad ! ! ! ! ! !",0
aquel molestado investigar sabe tiempos antiguos mayores negreros esclavistas mundo arabes . https : //t.co/dy5uo8979v,1
jajajajaajajajajajaa callate pendeja shuacale muevale puta https : //t.co/29begqwayo,1
mereces coman cono peor  pasa puta cabeza escribirle alguien cosas ? pregunto https : //t.co/r7zddkttqj,0
"@ rissadirtymoney callate puta , hermosa",1
gente quiere venir ensenar historia puta vida toco libro . interesa historia ensenaron viejos ...,0
"@ alfreserramanci mira grandisimo hijo puta , mal parido , rolo cabron grandisima plasta mierda solo pusiste becerro maduro acabar economia vnzla",0
"mmm.. espera , dices ? https : //t.co/eqktqodn6t",0
"-madrid , infarto mantero . izmierda calle , subsaharianos tirando sillas redes ardiendo . -barcelona , turista casi asesinado mantero . tt . ido manos .",1
@ mjossandon @ guillier callate hijo puta vendido ! !,0
"@ lape_fans @ valeriaberamend @ violeurtizberea @ murielsantaok pues , callate puta boca .",0
@ asleerr @ miaresproject callate puta boca vete biblioteca buscas seccion feminismo quedas callado lees dejas soltar gilipolleces comparable tierra plana cuanto retroceso debates,0
"@ evamari86958216 @ alex_ucm1 tambien creo mala puta tambien quedo corto , ademas mal educada ...",1
polla poder quedarme dormido culpa mocos,0
@ sadlunala callate geta estupida cucaracha perra mutante c :,1
"@ callodehacha pendejo ! ! ! wey puta da mejor postor . menos estava pedo , cabron mames . chingar madre asi nomas quedo ! ! !",1
@ radiomitre callate negra puta ! va llegar dia pagues .,1
"asco vas sola calle gritan viejos babosos , callate hijo puta q podes ser padre-.-",0
@ pepe_elezequiel puta ! ? puta vos metes mujer angel enviado jesucristo senor darnos paz buscamos solo verla,0
"@ sergionhur dejate tonterias , haces puta madre . rendirse nunca opcion .",0
# racismoes voy shopping tianguis dicen guero,0
refugiados llegaron valparaiso 3 septiembre 1939 ( wikipedia ) . https : //t.co/cbatpxjuxo,0
98167 . perra maldita corazon jajajajajaja,1
@ jorgecalabres peor mundo grandisimo hijo perra,0
"saber leer hablar entender lenguas arabes frustrante encuentro libros ahi dibujos increibles libros poesia imposible entender . quiero algun momento vida aprender aunque poquito , conversar arabe .",0
"puta madre mereces bueno @ flor_vigna , anos demostras sos mejor # showmatch2017 manda baila flor 13013",0
"colombia tocara emigrar pateras , hacen africanos subsaharianos .",0
"@ chicomaravillx bien puta , ofreces culo .",1
"`` - barcelona dia 17 hacer paripe ,  ? - si , papi . - recuerda 18 llamar amigo arabe `` '' aquello '' '' . - si , papi .  agenda `` '' campamentos '' '' prometiste ? - vale ... dia 20 ... ! ! ! https : //t.co/f1k75zm8zr ''",0
"-eres poblana ? -soy colombiana -y guera ? colombia todas morenas , colombia 3 veces . -ok , menti solo pinto cabello",0
anoche hablando bebe ; v casi dormida escribi arabe jajajajajaja,0
@ carlaeurena @ felipecalderon callateeeee ! ! puta gallina cacarea ! ! idea .,1
: bizcochitooo ( cantando ) mama : tenes clara puta jajajajaja estallo,1
"basura vecinos , asquerosos , mezquinos hijos gran puta inventarse vecino hace ruido van llaman cnp presenten aqui , puta puerta , hace media hora apetece molestar vecino arriba .",0
"alarma mas 50.000 subsaharianos esperan marruecos cruzar espana . @ ppopular @ ahorapodemos poitica , matar pueblo hambre pondreis alfombra entren , basura . https : //t.co/hg3ozvctf1 via @ elmundoes",1
tantos arabes q venezuela pueden hacer atentado decente q pasa ? ? ? ? ? ? ? ? ?,1
"insultan pasa na , sale adan cantico vaya tela ? novia sevillista puta mas ! ! ! puta zebiyaaa puta zebiyaaa ! ! ! !",1
puta madre nunca hicieron baile mas ninas merecian version mejorada hecha fede lau by mati napp podrian meter remake peli # modofan https : //t.co/f4yt65zbwv,0
@ alexiayebra1 dije si inspiro cara zorra,1
"vida llamada spice girls , seria ginger spice ... explico : seria negra , guera ridicula , deportista plana , menos posona . basicamente seria ginger , unica exito solista . bendiciones",1
"sr , @ sanchezcastejon pues digales q bajen barco cojan autobus direccion donana , olvidas necesidades espanoles x populismo q da inmigracion . mas atrocidades https : //t.co/k4li6gfael",0
"mario , hablas hija chavez vos decir ser italiano vivis italia . tanos ( si importara hace sudaca ) tamben serias traidor viviendo aca . # maldicion",1
@ svqbiris1 novia puta seguro ser sevillista si cn tigo dinero @ antonioadan13,1
"@ tv3cat , agujero lleno hijos puta . mereceis gane ines cierre basura television . https : //t.co/k8mmva5fod",0
"@ javier_mg10 @ sergio_gnzlz callate puta , metas",1
 nena mas linda . cara puta  queeeeee jahajajajajajajajjajajajahajajahahahahahahajaj,1
meta domingo aprenderme parte arabe ojos asi .,0
