text,hs
@ user @ user front group abetting flocking illegal aliens country . good riddance .,0
@ user @ user probably 're weeb faggot,0
dumbasses really think 'm hurt call chink ching chong whatever bish 'm even hurt lmao,0
@ user yep ; 's quid pro quo peters supporting refugees,0
yay kelas ching chong today,0
@ user n't \had vote\ . fraud though . copying shithole countries hear .,0
get schwacked faggot . @ user,0
you\u2019re boy harass girls clubs you\u2019re fucking twat,0
'm sick seeing face news feed cunt .,1
@ user kinda looks like raghead tbh,0
@ user calling africa haiti 'shithole countries ' wrong,0
@ user @ user ... ... n't calling faggot clapping cheeks nigga,1
charlie sloth mongy cunt,1
's okay white # auspol @ url,0
@ user @ user @ user @ user say tag right denilson spic,1
=d =d =d =d =d\ni want bloke site ( chinaman ) ! ! ! lol =d =d =d @ url,0
: *important tangent chocolate pretzels retard food*\n\nyou guys : \n\nme : horse foreskin\n\nyou guys : @ url,0
many us could keep spic n span kitchen lived 8000+ feet without electricity tap water and\u2026 @ url,0
she\u2019s africa ya know place \u201cshithole countries\u201d located\ud83d\ude44\ud83d\ude44\ud83d\ude44\ud83d\ude44 @ url,1
@ user @ user @ user mooooooom ! immigrants broke laaaaaawwww,0
@ user faggot..,0
@ user calling people insensitive ! that\u2019s best tweet day.. daft cunt,0
found another liberal retard . \ud83d\udc47 @ url,0
going pippi longstocking halloween event tonight bc shes ginger wears dyke attire fit criteria,0
@ user @ user awe 's retarded ... .,0
@ user 'm even offended anymore jkfsd like jokes literally went typed ching chong unironically,0
@ user don\u2019t play day\ud83e\udd23\ud83e\udd23\ud83e\udd23you deluded twat omd slap quickly remove,0
pitchblende radius : mongoloid superindividual,0
@ user soulless fucking twat .,1
pretty much made say retard every,0
black youtubers : demonetized say nigger ? ? ? ? ? really wan na say nigger channel,0
@ user 'm glad read silly spic like ever attain hold entry level jobs swing ham\u2026 @ url,0
sorry time earls mom yelled called furry faggot,0
# dtmag border patrol agents discover nearly 200 illegal immigrants remote arizona desert @ url,0
hate fucjing stupids ass fu king hick town man c nights fu king retarded still canes whole ass goinitxh,0
@ user know cause prominent conservative men always ignorant asking raging liberal feminazi 's ... @ url,0
@ user shooting totally leftist setup attack second amendment rights . find perps\u2026 @ url,0
@ user thank much . another shithole country full violence hate arrogant\u2026 @ url,0
okay white motion suspiciously delayed @ url,0
@ user complete twat !,0
\u201chey siri ! ... .you twat.\u201d -tess horowitz,0
series even better knowing machado likes use \faggot\ insult .,1
@ user would cry people called fat got called faggot annoying whatever omg if\u2026 @ url,0
sort thing happens shithole country . @ url,1
information @ user absolute twat reason sjws told deserve get \gaybashed\ ju\u2026 @ url,1
@ user fatlus mainstream nigger,1
@ user @ user @ user @ user @ user @ user men hating feminazi ? ... @ url,0
lebron teammates become retarded big situations,0
@ user director must retard,0
@ user lol . called twat didn\u2019t ? :,0
baby told beautiful bare face nigger twist @ url,1
america go official bankruptcy quicker due many illegal aliens :,0
look retarded fuckstick @ url,0
@ user : might probably says nigger one around,0
# pedo speak 'hotdogs ' means little boys.\n\nso muslim faggot @ user imported bunch black kids chi\u2026 @ url,0
armies - get canada mexico cuba europe asia shithole countries even switze\u2026 @ url,0
'm forced deal retarded people everyday .,1
@ user it\u2019s better faggot,1
helped bring alc ae pi party faggot trying kick . i\u2019ve less min . fa\u2026 @ url,0
@ user turn around @ user go back come give natives back what\u2026 @ url,0
@ user another mongoloid twitter .,0
@ user @ user @ user hahaha fucking cunt ... n't know 's worse . joking terribl\u2026 @ url,0
white gringxs like \u201chow saying \u201cthe office\u201d bad better calling spic : \\\u201d,0
@ user 's decided race indians carry caucasoid australoid mongoloid races intermedi\u2026 @ url,1
cousin making lunch date : can\u2019t wait see pay every cunt,0
i\u2019m getting fucking fat it\u2019s joke ! ! nothing cos lazy cunt,0
lily really best dyke ever,0
two types chinaman bowlers . one kuldeep rest others . kuldeep miles ahead others,0
@ user yeah non-racists reflexively shout racist things . late spic barista slow ? shout \u201chey be\u2026 @ url,0
here\u2019s ur question faggot \ud83d\udc96 - another faggot \u2014 isnt fucking question faggot @ url,0
@ user twat \ud83d\ude0f,0
libye : plus de 100 morts dans le naufrage de deux bateaux de migrants @ url,0
still twat got ta give ratings this\ud83d\ude02 @ url,0
ngl never laughed hard random ching chong video depicting unfortunate events . wait ... . @ url,0
@ user die nigger,0
orchestrated feminazis ! christine ford feminazi lawyer mx katz ranking feminazi @ user ... @ url,0
@ user lol speak hazara ( mongol ) people nothing ethnic afghans ( genetical\u2026 @ url,1
@ user coats . go back come .,1
keep getting different signs different ways & amp ; 's like god looking like \wow.. send another one bitch retarded\,0
im ultimate spic grew little village beaner ass ranch drug lord abuelo ik gangb\u2026 @ url,0
big 37-20 oof @ user faggot @ url,0
yale study undocumented immigrants - truth !,0
@ user yea 've played ass . ca n't win sec full retard qb,0
@ user nigger,1
use word retarded derogatory sense you\u2019re piece shit lol,1
@ user @ user @ user leftist fanatics ... antifa another terrorist organization .,0
@ user you\u2019re retard doesn\u2019t even know uses liberal arguments lmao,0
@ user you\u2019re cheap cunt,0
@ user mongy little twats bucket hats pretty green lap though . idiots .,0
@ user chinaman wetback ? looks like combo .,1
dave roberts literally lost game retarded bullpen moves,0
lmaooo one kefe says look like cunt i\u2019m gon na lose shit swear hahahahahaha . @ url,0
@ user okay ching chong,0
@ user ching chong lookin ass,0
retarded looking disturbed lunatic.\nthrow ocean brick tied ankle . \n\nfood fis\u2026 @ url,1
ready accept fate fucking cunt made way,0
@ user fuck edrepresed cjkt biggs faggot,0
\you clearly n't seem listen wife all.\\n\n'she 's great listener take back twat . ',0
@ user boy gay retard ^ ~ kowalsaki anal ~,0
@ user support sanctuary cities criminal illegal aliens credibility governor ameri ... @ url,1
invite someone home without knowing . lettin illegal aliens vote ? ... @ url,0
snapchat vid 're sneakers footwell mongy tunes background ... # genderneutralbehaviour,0
cleaned + aired\ud83d\udca8the apartment spic + span almost done with\ud83d\udec5unpacking still laundry\ud83d\udca8 ...,0
@ user bitch ai n't even muzzie u afghan terror camel,0
@ user @ user \why people shithole countries come ? \ trump reporte\u2026 @ url,0
accurate . thank u nigger twink @ url,0
justin trudeau promising continue welcome # syrian # refugees @ url,1
@ user whatever spic,0
greatest country world . become shithole . breaks heart every day # vote\u2026 @ url,0
u dont like people calling u spic wetback u use n word every sentence ? ok,0
follow retweet win nothing faggot,1
@ user @ user man shut faggot ass already . i\u2019ve fan longer . th\u2026 @ url,0
@ user love ! ! ! huhuhu miss u ching chong,0
follow faggot # getlewd,0
@ user see type nigger hmph,0
sir fucking cunt ! @ url,0
happy birthday liyaaaaah ! ! \ud83c\udf8a thank much everything spic gurl \ud83d\ude1a enjoy daaaaay di pwude ang sad\u2026 @ url,0
\u300atouice\u300b \u300aching chang ching chong\u300b\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d @ url,0
@ user @ user @ user shame england . discriminate caribbean black immigrants .,0
said something shithole countries ? mean sending pipe bombs political opponents happens shith\u2026 @ url,0
@ user @ user forgetting group mongy stoke fans waiting outside left ground ? you\u2026 @ url,0
okay white .,0
@ user @ user @ user add 14 points 14 catches retard .,0
really can\u2019t put level intelligence next semi-retard point \ud83e\udd37\ud83c\udffd\u200d\u2640\ufe0f,1
tweeting asking time awful cunt ! ! ! ! # jussayin,1
friend 's boyfriend asked ching chong real word ... dipshit 's stereotype wtf ? ? ? ? ?,0
@ user nigger jew,0
kim kardashian tweet pics boobies areola twat clit timeline ? ?,0
@ user \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02youurre retarded,1
team ca n't win ws mongoloid idiot manager charge pitching simple .,0
@ user @ user back v fox let 's debate u call \foulest shithole world\ \n btw i\u2026 @ url,1
u r ugly retarded u stupid piece shit . flaming faggot . kill ur self @ url,1
@ user he\u2019s right fucking mongoloid recently scott .,0
feeding food convenient herfor pass earth : saffronbreathing mongoloid skinsyg\ni g\u2026 @ url,0
breaking news : dyke drought increases rapidly day goes suspicious entity read @ url,1
@ user @ user @ user chris spic . glad he\u2019s gone .,0
trailer curse la llorona called wetback spic . watching trash .,1
'll never forget dreads hella short bitch twitter called dyke,0
@ user @ user @ user @ user guy said slaves immigrants .,0
wow thought 's one retard . turn 's . time clear list,0
hate people . hate think hate act ... ... everybody fucking retarded,1
@ user prayers @ user nigger time,0
@ user prove negro,1
oh old cunt,0
@ user suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming gate going\u2026 @ url,1
's good week/weekend . feel good cuz kitchen spic span !,0
@ user game looks absolutely retarded even,0
sabarimala dialogues & amp ; debates female menstruation shocking us mongoloid people . person thi\u2026 @ url,0
still surprised retard became president @ url,1
# swedish feminist ( retarded dangerous ) \n\nin 2017 7200 rapes reported police in\u2026 @ url,0
@ user get eating pickles nigger,0
fucker go headless win game . fucking faggot,0
@ user @ user @ user retard,0
@ user parents called loner faggot said,0
sounded lot like \u201cching chong\u201d \u201cme love long time\u201d heard often childhood .,0
wowpresents really taking faggot claws,0
@ user ninjashyper aka toxic man says dont like seeing ching chong bing bong chat,1
@ user @ user @ user tamilnadu . even good immigrants suffer self-centere ... @ url,0
hate retarded ass people bruh,0
hope yas enjoy getting tripled . maybe next time 'll actually back fuck outta lobby ya twat . @ url,0
# transdayofvisibility # tdov hi it\u2019s chess trans dyke stop recycling pictures a\u2026 @ url,0
nigger really said niggaz wo n't listen album 's gay ?,0
@ user see even retard trump tweeted stupid roberts take hill ! onl\u2026 @ url,0
like conspiracy theorist alt-right terrorist cunt gives fuck palestinians .,0
sons fucking mongy cunt ya ming @ url,1
@ user humour female retard get tho,0
@ user @ user @ user another day americans killed illegal aliens . # buildthewall # mandateeverify,0
@ user real spic move,1
@ user 've asked secure border protect us citizens illegal aliens . never ans ... @ url,1
@ user come captain i\u2019m repping . i\u2019m retarded right . # supportthetroops @ url,1
hurts go back country speak language people ask live abroad accent,0
@ user get cord mongoloid,0
stop retweeting telling people stupid guys name made retarded statement twitch con . idk i\u2026 @ url,0
remember ching chong hoe flexin years ago found fuckin smh,0
bet 's feminazi silil 's comment talking wow bafana would day,0
retarded bastard actually using bomb threats sent people oppose suggest conspiracy against\u2026 @ url,0
pretty sure \r\ iphone xr stands \retarded\,1
@ user fucking nigger try kill bet dont cause youre p u hahaha white nigger com ... @ url,0
know i\u2019m way retarded \ud83e\udd8d,0
@ user look feminazi . believe listening single word pathetic hop ... @ url,1
really unsociable twat nowadays \ud83e\udd26\ud83c\udffd\u200d\u2642\ufe0f,0
wonder i\u2019ll ever stop mongy cunt,1
supposed 5 minutes dumb cunt,0
@ user mn officers sign \u201cclock book\u201d clocks advanced retarded ... ! ! \u23f0\ud83d\udea2,0
big boy carl blocked said\nterf derogatory term faggot . neither used/\nh\u2026 @ url,1
@ user @ user @ user @ user @ user @ user @ user @ user dream faceless troll..what retard u r .,1
@ user james bountrogiannis faggot,0
@ user @ user stfu faggot,1
@ user @ user @ user @ user \u201cwhy people shithole countries com\u2026 @ url,0
people always say black people africa 'm falkland islands fuck .,0
cunt smashed phone hand last night \ud83e\udd26\ud83c\udffd\u200d\u2640\ufe0f\ud83e\udd26\ud83c\udffd\u200d\u2640\ufe0f\ud83e\udd26\ud83c\udffd\u200d\u2640\ufe0f\ud83e\udd26\ud83c\udffd\u200d\u2640\ufe0f,1
@ user fucking faggot !,1
@ user @ user @ user yes politically motivated terrorist white ... . leftist,0
fuck 'll listen africa toto want,0
ratted thing worse faggot,0
oliver 's got full camel toe poor fucker,0
ya different cracker daddy\ncalled cunt pedophile \nhe said \you 're 18\\ndie slow ya fuckin toe rags,1
disgusting attention seeking twat ! @ url,0
streaming fortnite retard come chill ( 6/10 subs ) hit subbbbbbb\n @ url appreciated \n @ user,0
many many immigrants want # kag .,0
shit realized earlier : phrase 's okay white fisher-price version 14 words,1
@ user guy says slaves immigrants,0
ugly depressed lonely faggot \ud83d\ude02\ud83d\ude02\ud83d\ude02,0
@ user ohhh think something along lines go back country stupid stuff like,0
@ user cohen said ching chong first thing came mind,0
governor brown vetoed senator ricardo lara 's bill sb 174 would allowed illegal aliens serve ... @ url,0
@ user waiting trophy hunting twat come along shoot .,0
# ugandan government warned people ( foreign spies ) disguise refugees undermine security c ... @ url,0
takes guts stand rights appear retarded .,1
god doesnt make people retarded chuck norris .,0
@ user @ user en retard look ton insta,0
you\u2019re faggot sjdjdn @ url,0
it\u2019s gon na take time create thread got \u201cgo ahead\u201d wifey annihilate cunt & amp ; tag e\u2026 @ url,0
imagine fibbonaci sequence relation golden ratio fucking retard\n\n ( post i\u2026 @ url,0
high pitched ching chong @ url,1
@ user yeah mongy farmers,0
@ user made angry . cunt .,1
@ user @ user would break heart . america advanced ins many ways conversely retarded w\u2026 @ url,0
*deep slave nigger sigh*,0
@ user camerroonians n't celebrities \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 people surely want shout oh n't wan na look retarded\ud83d\ude02,1
hey american followers country shithole political sense go vote i\u2019m high pain killers,1
@ user obama ever call european countries shithole countries give childish nicknames opponent\u2026 @ url,0
@ user acceptable even lion awake . takes special kind cunt trophy hunter,0
recall democrats saying shithole countries exist . yet thousands people proving wrong . @ url,0
@ user violent variety faggot,0
@ user shut fuck fucking homestuck faggot .,0
also you\u2019re retard think otherwise @ url,1
faggot lady never fuck you\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d,1
@ user 's saying u retard,0
... mongoloid copy red alert 2 decided fail mission 3 apparent reason apparently 's bec\u2026 @ url,0
@ user retard and/or us federal asset also lolicon decided shoot synagogue . gab site he\u2026 @ url,0
@ user liberal thinks country bad trump take look shithole countries d\u2026 @ url,0
@ user depressed opie getting shane mcmahon free podcast ? mary jean close second though mongoloid,0
's legit annoying often explain retard never play hots holy shit,0
got retard strength \ud83d\ude02\ud83d\ude02 @ url,0
bombings shootings president mental capacity flea ... united states clearly real shithole country .,1
@ user answer phone faggot fuck,1
@ user matt stop labelling people far right . biased left liberal snowflakes twat shouting dismissi\u2026 @ url,0
one trying bust valenzuela mexico . hmm ... could shithole countries ?,0
aye offense faggots got ta call faggot,1
waking giants l great way start work week ! ! ! \ud83d\udd95\ud83d\udd95\ud83d\udd95\ud83d\udd95 # eli # raghead,0
fucken hate customers come store 5 mins closing try shit . fuck cunt wan na go home,0
@ user also getting medical advice twitter even retarded getting webmd,0
stand mean-spirited nigger,1
@ user sion titanic hydra steraks demolition mastery retarded broken 's virtually unb\u2026 @ url,0
cause money connects doesn\u2019t mean you\u2019re guilty trick ass bitch . become cunt n\u2026 @ url,0
@ user kpop niggas : ching chong,0
guy actually said love koreans yeah racist like ching chong music . @ url,0
@ user bring nigger .,0
call spic shit least u calling,0
gronk tide pod commercial retarded \ud83d\udc80,0
anyone watches movie mid90s faggot cap movie whack af lol,0
@ user @ user used immigrants prop fulfill view world . bingo .,0
@ user lee hsien loong 's career criminal chinaman 'regular talker ' interrogated.\n audibl\u2026 @ url,0
would/should new chinese immigrants care chinatown strathcona ?,1
fucking retarded think 's ok flirt guys girlfriends n't mat\u2026 @ url,1
@ user 2-9 ? 1v3ed dumbass seaside retard .,0
@ user @ user retard \ud83d\ude02\ud83d\ude02\ud83d\ude02you special ed class floyd @ url,1
update : # bucks 6-0 manny machado still twat .,1
@ user omg babe thank \ud83d\ude0d\ud83d\udc9e,0
@ user tbh long u don\u2019t look mf retarded idc it\u2019s personal lives ppl want ya\u2026 @ url,0
@ user country invaders turn dystopian shithole ? \ud83e\udd14,0
nigger lion heart wish god forward ever back ward never man say .,0
nigger fuck,0
@ user faggot cap \ud83d\udcaf\ud83d\ude02,1
@ user @ user 've heard 11 million illegal aliens decades . guess 's 30 million es ... @ url,0
@ user @ user @ user @ user @ user @ user @ user feminazi . ... @ url,0
@ user @ user mans called places \u201cshithole countries\u201d,0
bro tiktok created shits retarded ads put ig makes wan na die,0
@ user @ user mongy humour,1
@ user 'm old school . grew prejudice n't like . pollack mick spic wop kik\u2026 @ url,0
verstappen bad start crashes twat ricciardo 1st vettel 2nd @ url,0
@ user @ user @ user 1 ) merkel leftist she\u2019s center right christian . 2 ) fee\u2026 @ url,0
type ball playing nigger want around yo daughter nah @ url,0
would look like twat angle ? ? @ url,0
free ? ? \u2014 bc government cunt @ url,0
@ user @ user @ user \u201cstuff\u201d\u2019is happens \u201cshithole\u201dcountries despots charge .,0
go home raghead ! @ url,0
@ user holy shit people retarded . 's halloween folks blood n't look like fucking cherry syrup .,0
@ user love muslim immigrants stupid piece shit walk streets u idiot,0
@ user yup sound quality retarded . bass great bass much . 's po\u2026 @ url,0
@ user fucking raghead cunts,1
okay white,0
@ user @ user hey bro let us assimilate term mongoloid name-calling disres\u2026 @ url,0
@ user @ user it\u2019s almost mueller time shithole ( term used referring 3rd world countries ) ! ! !,0
're claiming handball james milner 're mongoloid,0
spineless twat criticizing countries keep # mirgranthoardes woman raped stre\u2026 @ url,1
@ user @ user i\u2019m sheffield wednesday fan crap mood u sick twat evil bastard @ user,0
@ user @ user oh cool . love dragon ball man ! favorite sasuke ching chong shit .,0
@ user 'm trying politically correct possible . mam fucking retarded,1
ta said wanted chinese food girl kept repating ching chong told racist said ... @ url,0
@ user ethnic estonian nationalist follows constitution retard .,1
@ user @ user retard,0
@ user @ user bts : *performs kpop song*\nantis : people idolize ching chong group cant even un\u2026 @ url,1
|\uffe3\uffe3\uffe3\uffe3\uffe3\uffe3\uffe3\uffe3\uffe3\uffe3 |\n stop using words \n \u201cautism\u201d \u201cretard\u201d \n insults\n|\uff3f\uff3f\uff3f\uff3f\uff3f\uff3f\uff3f\uff3f\uff3f\uff3f\uff3f| \n \\ ( \u2022\u25e1\u2022 ) /\u2026 @ url,0
thank fuck didn\u2019t get vardy\ud83d\udc4daubalacca tearing enjoy sitting bench vardy yr shits \ud83d\ude02mongy fucker \ud83d\udc4d\ud83d\ude02,0
headline : \nthat twat morgan talks sense change.\n @ url,0
mitch mcconnell affair shithole countries !,0
note # hollywood : \fuck trump\/\drumpf\ makes look retarded . making career decisions based p\u2026 @ url,0
@ user mean smart enough leave 3rd world shithole came credit cre\u2026 @ url,0
i\u2019m proud big brudda lil kevin . nigga came outta jail put pressure . features . whole album go retarded,0
@ user @ user worth shithole countries crying ... .,0
said faggot loud guy shocked got preachy shouldn\u2019t use word ( we\u2019re a\u2026 @ url,0
landon romano gayshawnmendes battle title \u201cworst faggot\u201d,1
@ user @ user know english retard . appreciate heads,0
leaders behave like stupid kids yet wonder country shithole & amp ; blame white people it.\u2026 @ url,0
suck dick till look dumb retarded,0
@ user @ user 'm saying calling shithole countries shitholes shithole bad make\u2026 @ url,0
